rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,Num Cands,Num Seats
Skipped,15,4,29,20,25,3,14,18,2,5,1,17,26,23,8,19,30,27,16,10,24,Skipped,13,Skipped,Skipped,6,7,22,28,,
25,19,16,27,22,10,27,20,5,28,6,9,8,15,14,24,12,18,1,30,17,23,3,2,7,4,21,11,30,13,,
8,16,21,17,29,19,1,13,12,25,8,7,2,27,24,6,15,14,20,30,3,5,28,4,26,10,18,22,23,11,,
30,15,30,30,20,15,30,5,20,30,30,25,30,30,30,30,25,15,5,25,15,30,30,30,30,10,30,5,30,20,,
30,10,30,30,30,30,30,30,30,30,30,30,30,30,30,4,30,30,3,30,16,30,30,14,30,1,30,30,30,30,,
15,1,30,19,16,3,4,10,5,27,22,5,11,30,21,30,7,13,20,9,14,26,23,2,6,12,17,25,24,18,,
12,17,30,30,11,2,19,10,4,30,30,16,1,30,30,15,3,7,30,8,5,18,30,13,6,9,30,30,30,14,,
30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,8,13,30,30,2,11,3,6,30,30,15,1,30,4,30,30,16,17,12,5,10,30,18,30,7,30,30,9,30,,
27,1,22,23,28,16,17,18,6,25,30,30,29,20,30,14,30,9,30,26,30,19,30,3,30,8,30,30,21,24,,
30,5,30,30,30,15,30,10,6,20,2,4,30,30,19,30,30,18,3,7,9,1,14,11,17,8,12,13,16,30,,
28,8,24,6,22,29,20,16,21,12,19,11,4,1,23,3,13,30,14,26,17,10,25,7,18,9,5,15,2,27,,
30,30,30,30,30,30,8,7,15,30,30,1,30,30,30,6,30,30,11,14,10,3,2,5,4,13,9,30,30,12,,
11,7,6,9,30,27,18,10,4,15,26,12,29,2,25,24,16,17,13,3,28,1,22,14,21,8,20,23,5,19,,
28,21,26,27,13,15,14,6,7,22,3,4,24,17,23,12,19,18,2,30,20,5,9,1,25,8,10,29,11,16,,
30,30,30,30,30,2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,,
26,13,22,7,26,8,15,5,1,23,29,15,23,30,27,25,25,12,20,9,2,10,20,3,21,4,17,22,27,16,,
30,23,25,18,17,19,1,3,4,16,13,20,7,10,11,6,29,5,26,12,21,15,21,14,24,8,27,2,22,9,,
30,21,26,7,11,28,20,2,19,13,23,5,8,4,14,12,18,9,29,24,16,3,15,17,10,1,25,27,22,6,,
28,8,25,5,11,18,12,30,10,26,19,14,27,25,20,17,9,7,15,1,24,22,16,2,3,4,13,23,21,6,,
30,30,30,30,30,30,30,30,30,30,4,6,30,3,30,30,30,2,1,30,30,30,30,30,30,7,30,5,30,30,,
15,15,29,27,27,10,8,1,4,25,8,11,19,21,20,18,21,20,1,12,5,25,25,20,6,1,20,15,7,20,,
30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
28,24,27,14,29,30,21,1,5,15,20,3,16,23,19,7,12,13,18,11,8,9,17,2,26,4,22,25,10,6,,
30,30,30,30,30,30,30,30,30,30,30,30,30,6,30,30,30,30,30,2,5,30,4,7,30,1,30,30,3,30,,
27,10,26,14,30,22,9,4,8,23,25,15,2,28,12,20,3,11,24,13,21,17,5,7,19,1,6,16,18,29,,
2,7,30,29,30,8,25,4,5,30,30,28,3,30,9,27,12,10,29,6,1,30,26,28,29,29,25,30,29,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,,
11,8,30,9,7,30,13,10,4,30,30,30,6,30,30,30,3,2,30,5,30,30,30,30,30,1,14,30,15,12,,
22,20,30,14,25,9,3,5,7,26,2,8,24,30,6,16,11,10,4,13,29,18,27,12,15,1,21,28,23,17,,
30,30,30,30,30,30,30,30,30,30,30,30,6,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,4,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2,30,30,30,4,5,3,30,1,30,30,30,30,,
29,22,20,28,30,23,18,8,2,14,7,5,13,27,15,20,25,6,16,18,3,9,11,1,12,4,24,26,10,17,,
9,24,27,17,30,6,11,14,4,23,29,5,1,22,28,18,20,7,12,19,2,10,15,3,25,8,16,29,26,13,,
10,4,30,6,21,24,11,26,3,16,7,13,1,29,15,27,28,9,14,25,2,19,18,22,17,5,12,20,23,8,,
7,5,12,21,17,30,11,3,18,15,20,24,28,1,14,4,19,10,25,29,8,26,9,27,16,2,23,6,22,13,,
13,13,28,13,13,28,13,13,10,21,23,29,5,28,21,28,6,15,21,30,22,21,21,14,21,13,13,28,13,13,,
24,2,22,27,25,5,16,1,3,30,15,7,14,17,10,12,28,21,18,9,6,13,26,11,20,4,19,23,29,8,,
27,5,29,21,30,21,15,1,3,11,12,9,26,12,15,15,24,2,28,20,18,7,12,7,6,23,9,25,4,19,,
14,26,27,16,28,18,20,2,3,23,17,21,5,30,22,12,29,10,25,13,1,6,8,4,24,6,19,11,9,15,,
4,24,30,18,19,13,25,1,6,20,21,12,5,7,30,30,27,9,14,22,2,17,16,3,11,10,15,23,26,8,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
30,30,30,30,10,14,30,30,30,30,5,12,9,30,30,30,3,8,1,15,7,30,30,4,2,6,30,13,30,11,,
30,30,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
5,30,30,17,30,7,30,9,1,18,30,30,13,30,10,14,30,3,2,4,15,15,12,6,30,12,18,30,30,30,,
29,20,30,26,28,30,30,30,6,30,30,30,28,30,24,30,30,24,30,28,30,30,4,30,30,15,30,30,29,30,,
6,2,30,5,19,1,30,12,13,30,21,9,4,22,23,10,30,30,16,3,14,18,17,11,30,7,30,20,8,15,,
20,27,24,30,19,30,25,30,26,12,13,28,30,23,30,17,29,18,30,30,15,22,30,14,16,11,30,30,30,21,,
11,29,29,19,30,16,20,13,2,12,27,22,1,24,25,14,27,23,19,29,2,8,Skipped,4,20,3,9,19,23,10,,
2,30,30,30,30,4,30,11,9,8,30,30,30,30,30,30,30,30,30,10,5,12,3,6,7,1,30,30,12,30,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,30,30,30,30,30,30,30,30,30,,
28,18,12,16,27,29,2,1,9,26,7,8,25,4,21,6,19,10,11,17,12,22,15,13,24,20,14,3,23,5,,
18,15,16,19,25,20,3,26,4,30,29,23,21,21,6,29,17,24,27,27,1,30,29,9,27,22,26,29,2,15,,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
9,23,27,13,11,19,12,17,6,24,5,14,18,16,29,1,7,21,4,8,20,25,15,3,10,2,22,26,30,13,,
30,30,30,30,30,30,30,30,30,30,3,4,30,30,30,30,30,30,1,30,30,30,30,2,30,30,30,30,30,4,,
21,18,29,25,22,4,13,10,16,17,9,2,11,30,14,12,26,24,23,5,20,15,6,3,28,1,27,8,7,19,,
29,23,21,28,27,6,9,3,10,25,7,8,1,11,12,18,14,22,13,26,24,17,16,19,15,2,4,5,20,30,,
10,4,24,22,23,9,6,10,2,20,7,20,30,10,14,6,14,14,12,1,8,8,5,7,19,3,15,20,13,20,,
10,2,30,13,14,5,30,13,6,30,30,30,11,30,3,30,8,7,30,1,30,30,30,30,30,9,4,30,30,30,,
30,21,4,1,8,21,26,26,27,27,30,28,22,29,4,20,18,25,30,5,23,18,30,30,25,30,9,9,26,30,,
12,26,29,8,25,11,28,10,2,19,30,18,9,27,21,24,20,13,15,6,4,22,7,3,16,1,14,23,17,5,,
19,8,25,29,10,5,15,17,2,22,27,26,21,30,28,6,16,3,1,9,4,12,7,24,13,23,20,14,11,18,,
4,10,26,18,23,27,2,25,17,12,20,21,19,5,27,6,16,15,22,28,14,1,13,24,7,9,8,27,3,11,,
30,2,30,30,30,30,30,30,3,30,30,30,30,1,30,2,30,30,30,30,30,30,30,30,30,5,30,30,30,30,,
13,9,30,22,13,10,27,9,5,30,23,10,14,30,28,18,21,8,6,3,8,23,14,2,12,5,30,6,24,24,,
4,19,16,22,30,26,13,15,5,23,17,8,6,27,21,25,28,18,14,12,10,9,2,1,24,3,20,29,7,11,,
16,14,27,15,13,8,18,5,10,20,28,2,11,9,7,25,30,3,1,12,26,23,22,29,21,4,19,24,6,17,,
17,14,22,9,18,14,9,20,3,14,13,17,14,7,14,16,19,2,11,1,14,6,9,5,23,4,30,15,29,21,,
22,22,30,23,Skipped,Skipped,30,1,24,30,Skipped,Skipped,28,30,29,16,Skipped,Skipped,19,Skipped,30,Skipped,30,30,Skipped,30,Skipped,Skipped,Skipped,Skipped,,
Skipped,13,21,23,Skipped,5,Skipped,29,1,22,12,11,30,19,15,9,Skipped,7,20,2,14,3,6,8,10,17,4,18,Skipped,16,,
10,20,25,9,20,4,25,7,1,29,29,15,6,25,29,20,20,20,15,7,15,15,2,3,29,4,15,20,20,20,,
28,18,6,12,29,20,15,9,2,30,10,1,5,24,11,17,23,8,27,13,16,14,21,3,19,4,26,22,25,7,,
30,30,30,30,30,6,11,7,1,30,30,30,30,30,30,30,30,5,4,30,30,30,30,2,30,3,30,30,30,30,,
19,8,30,8,8,21,29,10,8,19,27,28,1,26,19,23,8,8,19,8,19,25,19,22,20,9,19,24,19,19,,
9,27,24,18,7,15,21,29,4,25,16,19,1,26,3,28,6,5,20,30,14,23,22,17,12,8,2,13,11,10,,
24,20,25,5,3,30,11,7,1,18,26,10,6,29,15,21,27,8,2,9,22,19,13,28,17,4,16,23,14,12,,
11,7,28,9,8,29,13,12,6,18,27,24,4,30,17,22,5,3,1,10,23,20,19,26,15,2,16,21,25,14,,
