rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,Num Cands,Num Seats
48,48,48,48,48,1,48,48,48,1,48,48,1,48,48,48,1,48,1,48,48,48,1,48,48,48,48,48,1,48,48,48,1,48,48,48,1,48,48,1,48,48,48,48,48,48,48,48,,
42,36,16,20,31,6,41,17,38,2,37,26,13,44,21,18,48,11,8,43,28,33,12,27,29,15,23,24,3,4,25,10,7,40,35,48,1,34,48,5,39,19,14,9,48,30,32,22,,
48,48,48,48,48,48,48,48,48,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,3,48,48,48,48,48,48,48,48,48,48,48,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2,48,48,3,48,48,48,48,48,48,48,48,,
48,11,48,48,48,14,48,48,48,1,48,19,48,20,48,48,9,3,48,48,48,48,48,48,48,7,16,15,10,48,17,8,5,6,12,48,2,48,48,4,48,48,18,48,48,48,48,13,,
48,48,3,48,48,48,48,48,48,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,8,48,48,48,4,48,48,48,5,48,48,1,48,7,48,48,48,48,48,6,,
14,48,15,48,30,4,48,48,48,2,22,24,6,48,28,16,9,10,3,29,48,12,48,48,19,18,11,48,5,48,23,25,8,13,48,48,1,48,27,7,48,20,48,48,48,17,21,26,,
48,48,48,8,31,6,48,16,48,2,27,10,30,48,48,48,30,48,48,18,11,48,48,48,48,9,48,48,4,48,48,48,5,48,48,48,3,34,48,1,48,7,48,48,48,48,10,14,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,3,48,48,2,48,48,48,48,48,48,48,48,,
48,48,11,48,6,7,48,48,48,1,48,10,48,12,48,48,48,48,48,5,14,48,48,48,48,8,13,48,3,48,48,48,18,16,48,48,3,17,48,2,48,8,48,48,48,48,15,4,,
43,20,43,12,43,45,43,43,43,43,43,16,17,15,43,43,43,43,11,21,43,43,13,43,43,43,10,46,43,43,43,47,43,48,43,43,2,43,43,1,44,43,43,18,43,43,19,14,,
33,22,23,6,11,4,38,28,44,3,43,5,19,15,25,42,40,29,20,12,16,48,21,41,31,7,26,32,8,47,35,24,2,30,18,34,13,39,36,14,27,17,37,10,46,45,9,1,,
48,48,48,48,48,5,48,48,48,2,48,48,48,48,48,48,48,48,48,48,48,48,6,48,48,48,48,48,48,48,48,7,4,48,48,48,1,48,48,3,48,48,48,48,48,48,48,48,,
Skipped,20,14,10,Skipped,3,12,Skipped,Skipped,2,Skipped,Skipped,Skipped,15,Skipped,Skipped,Skipped,Skipped,11,Skipped,16,Skipped,Skipped,Skipped,17,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,4,48,19,Skipped,1,Skipped,Skipped,5,Skipped,7,Skipped,Skipped,18,Skipped,8,13,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
15,9,4,22,26,8,32,39,44,1,36,11,19,14,33,48,13,29,37,34,16,40,20,41,42,10,23,31,3,45,43,6,7,30,18,25,2,21,24,5,35,12,27,28,47,46,38,17,,
16,23,14,9,24,5,48,48,48,1,48,11,13,21,48,48,Skipped,17,12,10,19,Skipped,48,48,19,18,48,25,6,Skipped,48,15,4,22,25,48,2,48,48,3,48,8,48,48,48,48,15,7,,
48,18,9,6,48,7,15,48,48,3,48,21,25,13,48,48,48,14,10,48,22,48,8,48,16,23,48,17,24,48,48,20,4,48,19,48,1,48,48,2,48,5,48,48,48,48,11,12,,
48,48,48,48,48,48,48,48,48,2,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
48,48,9,48,10,19,48,48,48,4,Skipped,48,48,48,48,48,48,3,15,16,48,17,14,20,48,7,12,8,5,18,48,11,6,13,48,48,2,48,48,1,18,48,48,48,48,48,48,48,,
Skipped,14,13,2,18,6,27,Skipped,17,5,Skipped,10,12,7,48,45,Skipped,25,9,30,15,Skipped,20,Skipped,22,29,26,8,Skipped,Skipped,28,11,3,24,21,35,4,36,Skipped,1,41,16,41,41,Skipped,23,20,11,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,3,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,,
34,35,4,43,23,44,37,32,Skipped,2,Skipped,13,47,36,41,41,Skipped,36,45,14,Skipped,Skipped,25,36,46,12,44,24,3,37,16,20,6,22,33,15,1,Skipped,42,5,11,8,37,10,Skipped,45,43,9,,
Skipped,47,46,46,46,2,46,48,46,1,47,28,41,46,48,47,46,44,47,46,48,47,28,48,46,46,40,47,13,Skipped,Skipped,47,30,48,46,46,29,46,48,28,46,46,46,46,48,Skipped,46,46,,
48,48,48,48,48,48,48,48,48,5,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,8,48,6,48,48,1,3,2,48,48,48,48,48,7,48,4,48,48,48,48,48,48,,
32,30,32,6,37,4,35,45,7,3,12,20,10,35,10,40,17,40,1,42,38,Skipped,30,38,7,37,15,41,3,Skipped,39,22,20,40,29,32,2,Skipped,46,26,Skipped,22,20,12,17,39,10,35,,
29,39,30,12,43,5,35,8,15,1,27,17,9,31,9,26,37,21,4,28,40,16,33,48,20,23,44,22,3,45,7,25,11,34,41,18,2,19,13,4,46,6,38,42,36,47,32,24,,
47,48,46,4,46,43,46,46,Skipped,3,46,7,6,30,47,47,1,44,46,Skipped,36,46,27,47,46,46,29,45,47,Skipped,47,47,30,46,46,47,2,46,Skipped,5,46,46,46,46,31,47,46,46,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
48,6,4,5,40,1,47,48,48,2,23,9,48,8,20,48,48,11,12,48,48,24,20,18,48,15,48,13,14,23,48,16,10,19,22,48,3,17,48,7,48,8,48,16,48,48,11,21,,
38,34,26,33,33,15,33,Skipped,45,3,43,26,29,5,46,48,40,30,31,30,33,Skipped,5,33,32,35,25,33,4,44,33,37,1,47,44,30,33,33,Skipped,2,41,33,42,31,39,38,33,36,,
23,2,1,5,21,7,2,19,26,4,20,15,10,6,15,10,21,5,17,23,13,Skipped,4,30,24,6,6,6,4,Skipped,8,5,6,5,2,23,3,14,5,3,Skipped,6,Skipped,33,35,26,8,8,,
43,16,28,10,34,7,44,35,15,2,20,4,20,26,5,37,Skipped,24,6,31,12,21,13,36,29,15,38,32,23,19,41,17,1,39,40,9,3,25,42,21,23,8,14,11,22,30,33,27,,
43,43,43,43,46,43,2,43,43,43,43,43,43,43,43,43,43,43,43,43,46,43,43,43,48,43,43,44,43,43,45,43,43,47,44,43,1,43,43,43,43,43,43,43,43,43,43,43,,
48,48,48,48,48,7,48,48,48,1,48,12,48,48,48,48,48,48,15,48,48,48,18,48,48,10,48,48,5,48,48,48,2,48,48,48,3,48,48,4,48,9,48,48,48,48,20,5,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,3,48,48,2,48,48,48,48,48,48,48,48,,
26,48,18,16,48,4,48,48,48,2,48,22,15,27,48,48,13,12,14,6,5,48,17,21,24,5,28,48,2,48,48,19,4,48,48,48,1,23,48,3,48,6,48,48,48,48,25,5,,
Skipped,47,46,46,46,2,46,48,46,1,47,28,41,46,48,47,46,44,47,46,48,47,28,48,46,46,40,47,13,Skipped,Skipped,47,30,48,46,46,29,46,48,28,46,46,46,46,48,Skipped,46,46,,
21,14,46,36,6,25,6,35,2,48,16,23,4,9,37,19,5,48,6,23,17,1,5,12,6,43,9,43,25,9,30,48,34,48,8,22,48,1,12,48,6,26,9,8,16,7,11,25,,
48,48,48,5,48,48,48,48,48,2,48,48,48,48,48,48,48,48,48,48,48,48,4,48,48,48,48,48,48,48,48,48,48,48,48,48,1,48,48,3,48,48,48,48,48,48,48,48,,
48,10,48,5,23,8,20,48,14,1,48,10,5,4,48,48,17,9,10,16,48,18,19,48,6,11,18,24,2,48,48,15,7,22,23,48,3,21,48,2,48,6,48,48,48,48,13,12,,
42,27,16,20,19,1,30,23,36,5,39,12,10,24,48,31,38,21,14,18,25,47,7,26,15,Skipped,8,29,6,46,34,35,2,32,40,33,3,13,45,4,44,28,37,22,43,41,9,17,,
Skipped,30,10,20,25,1,30,Skipped,Skipped,1,Skipped,20,20,20,40,30,Skipped,30,30,20,Skipped,Skipped,25,30,Skipped,45,40,40,10,Skipped,Skipped,30,1,48,28,20,1,Skipped,30,1,Skipped,15,30,20,Skipped,Skipped,15,20,,
34,35,7,20,26,8,30,Skipped,Skipped,2,37,20,17,9,Skipped,39,Skipped,17,27,Skipped,27,Skipped,4,Skipped,36,29,15,24,3,Skipped,Skipped,33,6,36,32,40,5,28,31,1,Skipped,27,Skipped,Skipped,Skipped,38,20,16,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,3,48,48,2,48,48,48,48,48,48,48,48,,
48,48,48,48,48,48,48,48,48,7,48,48,48,48,6,48,48,4,48,48,48,48,48,48,48,48,48,48,48,2,48,48,48,3,48,30,1,48,48,5,48,48,48,21,36,37,48,48,,
48,48,48,48,48,48,48,3,48,11,48,48,48,48,48,48,48,8,48,48,4,48,48,48,48,48,48,48,48,2,48,48,48,5,48,6,1,48,48,10,7,48,48,48,9,48,48,48,,
13,12,9,7,37,4,36,48,29,5,48,16,25,14,28,10,31,35,23,18,26,33,21,48,48,34,48,11,6,48,19,48,3,48,20,48,2,24,48,1,48,8,30,32,17,27,22,15,,
Skipped,11,2,14,Skipped,6,Skipped,Skipped,Skipped,3,Skipped,12,Skipped,Skipped,Skipped,Skipped,Skipped,48,Skipped,Skipped,10,Skipped,8,Skipped,Skipped,1,Skipped,Skipped,9,Skipped,Skipped,15,4,47,Skipped,Skipped,7,Skipped,Skipped,5,Skipped,13,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
48,48,48,48,48,5,48,48,48,1,48,48,3,48,48,48,48,48,6,48,8,48,48,48,48,7,48,48,9,48,48,11,48,48,48,48,2,48,48,4,48,13,48,48,48,12,48,10,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
35,16,15,5,48,1,48,30,10,3,26,11,8,6,13,34,48,24,7,17,48,32,23,48,20,48,48,25,28,48,48,21,9,48,48,33,2,22,48,4,48,14,18,12,27,31,19,29,,
35,5,39,13,1,18,12,34,45,20,31,2,29,25,40,41,36,8,28,14,33,44,26,42,30,15,2,23,19,37,43,24,9,2,32,27,21,38,48,11,17,2,39,22,46,47,7,1,,
48,48,48,17,48,13,48,48,48,1,48,19,12,16,48,14,48,10,48,15,48,8,48,48,48,11,48,48,4,48,6,7,9,5,48,48,2,48,48,3,48,48,48,48,18,48,48,20,,
28,6,11,15,17,4,12,Skipped,Skipped,1,Skipped,19,14,26,29,Skipped,Skipped,Skipped,23,25,18,Skipped,13,Skipped,22,24,Skipped,31,9,Skipped,Skipped,Skipped,2,Skipped,7,Skipped,3,21,27,5,Skipped,16,30,10,Skipped,Skipped,20,8,,
48,48,48,48,48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,3,48,48,2,48,48,48,48,48,48,48,48,,
29,30,33,21,12,16,47,48,46,3,18,20,5,22,15,34,26,27,4,13,14,24,44,43,23,7,31,38,2,45,39,11,10,28,42,6,1,25,40,9,41,19,36,37,35,32,17,8,,
48,48,8,48,48,48,48,48,48,2,48,48,10,48,48,48,48,5,9,48,48,48,48,48,48,48,48,48,48,48,48,7,6,4,48,48,1,48,48,3,48,48,48,48,48,48,48,48,,
47,35,32,47,34,5,47,39,48,1,48,47,26,47,48,48,48,46,47,32,47,48,15,47,48,47,25,47,47,48,48,48,2,47,47,48,4,47,47,3,48,47,47,30,48,48,31,47,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
48,46,5,46,46,45,46,46,45,7,45,44,41,8,48,48,45,44,2,45,46,43,11,48,39,46,6,42,4,43,44,47,44,46,46,10,12,43,46,3,45,46,45,40,9,48,43,1,,
38,43,38,38,38,38,38,38,38,38,38,38,41,38,38,45,38,38,39,42,38,40,38,38,38,38,23,38,38,38,38,48,38,46,44,38,38,38,38,1,38,38,38,38,38,38,47,38,,
36,48,15,24,46,6,39,33,29,2,38,32,19,7,42,1,23,8,9,26,40,43,27,41,28,16,25,13,14,20,11,3,10,12,47,35,5,30,45,4,44,21,22,34,31,18,37,17,,
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,1,45,45,45,45,48,45,47,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,
48,48,6,17,48,8,48,48,48,2,48,18,22,11,19,48,7,14,21,48,48,23,48,48,48,48,15,20,3,48,48,13,5,48,48,9,1,10,48,4,48,12,48,48,48,48,48,16,,
31,10,8,33,12,7,26,14,47,2,36,11,13,16,34,32,41,27,23,40,22,45,24,48,43,29,30,18,3,44,38,6,5,17,9,21,1,39,35,4,25,19,42,28,46,37,15,20,,
Skipped,7,2,Skipped,16,21,15,12,Skipped,9,Skipped,Skipped,17,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,14,Skipped,Skipped,Skipped,13,10,Skipped,Skipped,11,3,22,4,Skipped,6,Skipped,Skipped,1,Skipped,8,Skipped,18,Skipped,Skipped,Skipped,23,,
30,14,6,8,25,4,19,36,48,3,48,13,35,18,22,29,48,23,20,21,24,48,10,48,34,11,33,48,17,48,26,23,5,32,16,28,2,15,48,1,48,9,27,31,48,48,12,7,,
48,17,8,19,48,5,48,48,48,3,48,11,25,18,48,48,48,21,15,48,48,48,12,22,24,23,20,15,4,48,48,9,6,48,48,28,1,48,48,2,13,10,48,14,48,48,26,48,,
30,15,24,6,25,4,32,37,42,3,28,16,18,14,40,47,33,17,12,13,23,34,31,45,35,8,36,21,10,48,44,9,5,20,29,26,1,19,38,2,41,7,43,27,46,39,11,22,,
48,48,48,48,48,48,48,3,48,7,48,48,48,48,3,48,48,5,48,48,48,48,48,48,2,48,48,48,48,1,48,48,48,4,48,3,1,48,3,6,3,48,48,3,3,3,48,48,,
35,16,7,12,17,5,25,38,39,1,40,22,18,6,44,26,43,15,13,20,45,47,14,36,31,48,19,24,8,41,29,11,4,23,27,46,2,30,37,3,33,10,32,28,42,34,21,9,,
48,1,48,1,1,1,48,48,48,1,48,1,1,48,48,48,1,1,1,1,48,48,1,48,1,1,48,48,1,48,48,1,1,48,48,48,1,1,48,1,48,1,48,48,48,48,1,1,,
48,48,13,48,7,5,20,48,48,4,48,10,48,48,48,48,48,19,48,16,11,48,8,48,48,12,17,14,48,48,48,15,3,48,18,48,1,48,48,2,48,6,48,48,48,48,48,9,,
46,45,45,45,45,45,45,45,45,2,47,45,45,35,46,46,45,38,45,30,45,47,15,45,45,45,20,45,45,47,47,46,4,48,45,47,3,45,45,1,45,45,45,32,47,46,31,45,,
48,48,11,48,48,6,48,48,48,1,48,48,48,48,48,48,48,7,32,9,19,48,48,48,48,8,15,48,3,48,48,48,10,5,48,22,2,48,48,4,48,48,48,48,48,48,48,23,,
48,8,10,48,7,48,48,48,48,48,48,5,48,9,48,48,48,13,48,15,17,48,48,48,48,6,48,14,19,48,48,11,2,48,18,48,1,48,48,3,48,12,48,16,48,48,48,4,,
48,17,10,11,16,5,13,10,Skipped,1,16,8,6,4,Skipped,12,Skipped,10,7,15,9,Skipped,12,4,7,9,Skipped,Skipped,3,3,5,2,4,Skipped,18,Skipped,4,6,48,3,14,5,13,3,Skipped,15,16,14,,
48,48,3,48,48,9,48,48,48,48,48,48,4,48,48,48,48,7,11,48,48,48,48,48,48,12,5,10,48,48,48,13,8,6,48,48,1,48,48,2,48,48,48,48,48,48,48,48,,
48,18,5,8,48,15,9,48,48,2,48,48,48,48,48,48,48,4,16,48,48,48,7,48,48,6,48,20,11,48,48,13,10,48,14,48,1,48,48,3,48,19,48,48,48,48,17,12,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,3,48,48,48,48,48,48,48,48,48,48,48,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
48,48,3,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2,48,48,48,48,4,48,48,48,48,48,48,48,48,48,48,48,,
48,48,48,5,48,9,7,48,48,1,48,48,10,48,48,48,48,48,48,48,48,48,48,48,48,48,4,48,6,48,48,8,48,48,48,48,2,48,48,3,48,48,48,48,48,48,48,48,,
35,35,35,35,35,35,35,35,46,35,45,35,37,45,35,35,35,35,35,35,35,41,36,48,35,42,30,39,35,47,35,43,20,40,35,44,1,35,35,2,35,42,35,35,35,35,38,35,,
38,38,38,38,38,5,38,41,38,38,38,38,39,38,38,38,38,3,38,43,38,40,38,38,38,38,1,46,38,45,38,48,38,47,38,38,4,38,38,2,38,42,38,38,38,38,44,38,,
27,38,14,16,42,4,43,40,24,2,26,19,11,20,29,45,33,3,13,18,10,44,31,47,35,48,6,30,15,46,36,1,12,17,41,21,5,22,39,9,25,8,37,32,34,28,23,7,,
48,48,48,48,48,48,48,48,48,48,48,11,48,48,48,48,48,4,48,48,48,48,48,48,48,48,48,48,2,48,48,1,48,48,48,8,5,48,48,3,48,48,48,48,48,48,48,48,,
48,48,48,48,48,48,48,1,5,48,48,48,48,48,13,48,48,48,48,48,48,3,48,14,48,48,9,48,48,4,48,47,48,48,46,12,48,48,2,48,6,48,7,48,11,48,48,48,,
48,6,2,8,Skipped,11,Skipped,5,Skipped,8,Skipped,7,29,10,4,35,40,24,17,9,14,Skipped,2,Skipped,Skipped,11,9,4,5,Skipped,14,4,6,46,Skipped,35,1,6,32,4,Skipped,8,18,30,Skipped,Skipped,10,2,,
23,40,15,14,48,7,48,48,48,1,32,34,11,5,37,28,43,8,22,12,33,31,48,42,30,21,16,3,6,46,19,17,10,13,48,35,4,24,25,2,45,18,26,20,27,9,29,36,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2,48,48,48,48,48,48,48,48,,
15,6,7,15,15,3,9,15,15,14,15,8,15,13,15,15,15,13,15,15,47,15,5,47,15,48,47,10,14,15,15,48,3,4,12,15,1,15,15,2,15,8,15,15,15,15,8,11,,
48,5,3,11,48,8,25,23,48,6,48,21,17,12,48,48,48,9,4,48,15,48,22,48,48,7,48,48,10,48,48,48,14,48,16,48,1,18,48,2,48,20,48,48,13,48,19,24,,
48,48,48,48,48,48,48,48,48,4,48,48,5,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,3,48,48,48,48,48,48,48,2,48,48,1,48,48,48,48,48,48,48,48,,
3,48,48,2,3,1,48,48,3,1,48,2,2,3,2,2,1,3,2,2,4,48,2,3,3,4,3,3,1,48,48,2,1,48,4,48,1,48,48,1,48,2,48,48,48,48,3,2,,
43,21,1,10,31,5,35,40,23,3,48,20,9,14,22,36,42,12,8,29,32,24,16,30,25,17,19,26,6,41,46,13,7,11,38,28,4,33,44,2,47,18,45,34,27,37,15,39,,
9,48,20,20,48,19,48,21,18,2,12,20,6,48,48,3,15,8,7,21,48,18,48,13,48,16,16,17,5,10,1,3,15,48,48,48,4,48,24,8,14,20,9,11,48,5,48,48,,
48,48,48,9,48,4,48,48,48,5,48,7,48,8,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,6,3,48,48,48,2,48,48,1,48,48,48,48,48,48,10,48,,
38,38,38,38,40,38,1,38,38,38,38,38,38,38,38,38,47,38,38,38,39,38,38,38,48,38,38,43,38,38,44,38,38,45,41,42,38,38,38,38,38,38,46,38,38,38,38,38,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,3,48,48,48,48,48,48,48,48,48,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
21,45,11,22,38,7,48,40,46,1,47,9,23,13,42,20,33,4,27,17,37,44,25,41,31,14,26,15,2,29,19,10,8,5,30,18,6,32,39,3,36,12,28,34,43,24,16,35,,
1,48,48,48,48,48,48,1,48,1,1,48,1,48,48,1,48,48,1,48,48,1,48,1,1,48,48,48,1,1,1,1,48,48,48,48,1,48,1,2,1,48,1,1,48,48,48,48,,
39,38,6,14,27,9,12,41,Skipped,2,28,7,23,31,36,16,Skipped,25,17,22,43,45,24,40,35,20,29,30,11,Skipped,34,3,5,33,21,26,1,15,32,4,42,8,13,19,44,37,18,10,,
48,11,7,10,48,4,48,48,48,1,48,16,48,48,48,48,48,15,9,48,48,48,19,48,48,17,48,20,2,48,48,12,5,48,13,48,3,48,48,6,48,14,48,48,48,48,18,8,,
37,44,14,8,15,5,Skipped,Skipped,Skipped,3,Skipped,11,26,9,Skipped,Skipped,17,7,16,12,Skipped,45,21,Skipped,Skipped,13,23,25,10,36,Skipped,22,4,24,42,Skipped,2,Skipped,Skipped,1,18,6,Skipped,19,Skipped,Skipped,20,27,,
48,19,23,9,18,6,30,41,20,4,26,10,25,2,34,40,21,33,12,38,24,31,15,17,39,35,47,44,8,43,46,11,1,45,28,36,3,29,42,5,22,7,27,13,37,32,14,16,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
20,7,14,4,20,6,14,21,12,2,44,13,11,7,15,16,Skipped,48,8,20,16,10,12,19,20,48,48,10,7,48,38,17,5,27,18,48,1,18,21,3,15,5,13,18,14,30,13,13,,
48,48,6,48,48,5,48,48,48,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,9,48,48,48,48,48,7,4,48,48,48,3,48,48,1,48,8,48,48,48,48,10,48,,
48,48,13,48,14,48,48,48,48,2,48,9,48,12,48,48,48,15,8,48,48,48,48,48,48,10,9,48,4,48,15,11,5,48,48,48,1,48,48,3,48,6,48,48,48,48,48,7,,
48,48,48,48,6,11,48,48,48,3,48,48,48,48,48,48,48,9,48,48,48,48,48,48,48,48,13,48,4,12,48,10,8,48,48,48,1,48,7,2,48,48,48,48,48,48,48,5,,
47,47,47,47,47,47,47,47,47,47,47,2,31,15,47,47,47,47,47,47,47,47,1,47,47,40,45,47,47,47,47,48,47,47,47,47,47,47,47,47,47,47,47,46,47,47,47,3,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,31,48,30,48,48,48,48,48,30,48,48,48,48,48,48,48,48,48,48,48,30,48,48,48,48,48,48,48,48,48,48,48,,
36,39,36,36,36,36,36,36,44,2,37,36,35,36,36,36,47,36,36,36,Skipped,36,36,36,36,36,27,41,36,45,43,48,36,42,38,36,1,36,36,36,36,36,46,36,40,36,36,36,,
48,1,48,48,48,48,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,8,3,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,9,48,48,48,,
30,18,6,20,7,4,13,30,Skipped,10,31,22,25,21,31,16,30,28,24,30,30,Skipped,29,14,26,3,11,48,23,Skipped,30,5,1,48,8,31,9,27,31,2,Skipped,15,30,Skipped,Skipped,Skipped,19,17,,
27,15,5,11,18,7,34,39,41,3,29,13,25,36,35,12,32,6,24,38,14,47,9,40,31,10,28,20,8,42,22,16,4,23,19,37,1,26,48,2,43,33,44,17,46,45,30,21,,
48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,3,48,48,2,48,48,48,48,48,48,48,48,,
48,48,48,48,48,48,48,48,48,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,4,48,1,48,48,3,48,48,48,48,48,48,48,48,48,48,48,,
Skipped,Skipped,5,7,Skipped,4,Skipped,Skipped,Skipped,2,Skipped,Skipped,13,17,12,15,Skipped,19,6,Skipped,11,Skipped,Skipped,Skipped,18,Skipped,14,Skipped,20,Skipped,16,Skipped,8,Skipped,Skipped,Skipped,1,Skipped,Skipped,3,Skipped,9,Skipped,Skipped,Skipped,Skipped,10,Skipped,,
48,48,1,48,48,48,48,48,48,1,48,48,1,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
48,23,14,10,15,5,16,48,48,3,48,12,26,18,48,48,48,8,11,24,29,48,22,48,48,6,28,25,17,48,48,9,4,20,27,21,2,48,48,1,48,7,48,48,48,48,19,13,,
48,10,14,12,48,2,48,48,Skipped,5,48,48,48,11,Skipped,48,48,Skipped,Skipped,48,48,Skipped,5,48,Skipped,9,Skipped,15,8,8,48,Skipped,5,Skipped,48,48,1,48,48,5,48,6,Skipped,9,48,48,7,13,,
40,25,6,13,17,5,47,45,38,3,43,16,23,14,35,37,32,8,15,21,26,34,20,42,44,11,22,33,12,48,27,10,2,19,18,24,4,30,36,1,29,9,39,28,41,35,31,7,,
48,2,48,48,48,48,3,48,48,48,48,48,48,48,48,48,48,48,48,48,48,6,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,9,48,48,48,48,48,9,48,48,48,,
48,48,48,48,48,48,48,48,48,5,48,48,48,48,48,22,48,3,48,38,48,48,48,48,48,40,48,48,48,1,48,48,48,2,48,28,1,48,48,4,48,48,48,48,48,48,48,48,,
34,12,6,19,24,5,20,41,43,1,45,18,26,21,32,17,38,8,30,28,35,42,9,39,40,23,29,27,25,48,22,7,4,13,15,31,2,11,37,3,47,16,33,36,46,44,10,14,,
48,48,48,48,48,5,48,48,48,1,48,48,6,48,48,48,48,48,4,48,48,48,48,48,48,48,48,48,48,48,48,48,7,48,48,48,2,48,48,3,48,48,48,48,48,48,48,48,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,,
