rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,rank106,rank107,rank108,rank109,rank110,rank111,rank112,rank113,Num Cands,Num Seats
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,6,6,113,113,6,113,113,113,113,113,6,6,6,6,6,6,6,113,6,6,113,6,6,6,6,6,5,6,6,6,113,6,6,6,6,6,113,6,113,6,6,113,1,113,5,113,6,6,6,113,6,6,6,6,6,6,5,6,6,6,6,5,6,113,6,6,6,113,113,6,6,6,6,5,6,113,113,6,6,113,6,6,6,6,6,113,113,6,113,6,6,6,113,6,6,6,6,113,6,6,113,113,113,6,113,6,6,6,6,6,113,6,,
7,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,1,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,,
1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,1,113,113,6,113,113,110,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,113,113,113,4,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,111,113,113,,
113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,13,113,113,33,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,100,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,,
112,112,51,112,50,112,112,112,112,112,112,112,112,112,51,112,112,112,112,112,112,50,112,51,112,112,3,51,112,112,112,112,112,51,51,112,112,112,112,50,5,112,112,112,112,1,112,112,51,112,112,112,112,112,51,112,112,112,112,112,112,112,112,112,112,112,51,112,112,112,112,112,112,112,51,112,112,112,112,51,112,112,112,112,51,112,112,112,112,50,51,112,112,112,112,112,112,2,112,112,4,112,112,112,112,112,51,112,112,112,112,112,112,,
113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,9,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,113,5,113,113,3,113,7,113,113,113,113,8,113,113,2,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
11,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,5,14,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,19,113,113,113,113,6,113,113,9,113,2,113,113,16,113,113,113,113,16,113,113,113,8,113,113,113,10,113,113,18,113,113,113,113,113,113,113,113,12,113,113,113,15,113,113,1,113,12,113,113,113,113,113,113,20,113,17,13,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,32,113,113,113,113,113,113,22,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,16,113,113,113,113,12,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,18,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,52,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,4,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,4,113,113,113,113,113,3,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,61,113,113,113,113,113,113,113,113,63,113,113,60,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,79,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,61,113,113,113,113,113,113,113,113,113,70,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,34,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,8,1,113,113,113,113,113,4,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,106,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,16,113,113,95,113,113,113,113,113,113,113,113,113,,
2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,2,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,50,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,88,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,2,113,113,113,113,113,113,2,113,113,113,113,113,113,113,3,113,113,113,1,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,4,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,2,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
22,12,22,112,112,18,112,112,22,112,112,112,112,112,6,22,112,22,112,112,112,112,22,22,112,112,112,3,112,112,22,112,22,2,6,22,112,112,112,112,22,112,112,16,112,15,22,8,22,22,112,112,112,112,13,9,112,7,112,112,15,22,22,22,112,22,112,22,112,112,22,22,112,112,10,112,112,112,112,14,22,19,112,112,22,22,22,112,112,15,112,112,112,22,22,112,112,22,112,11,5,112,22,112,12,112,21,22,1,112,112,112,22,,
113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,7,113,113,113,113,113,113,6,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,9,113,113,113,113,113,113,113,113,8,113,113,113,6,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,2,113,113,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,11,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,,
113,2,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,10,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,2,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,,
112,3,3,112,3,1,112,3,3,112,3,3,3,3,3,3,3,3,112,112,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,112,3,112,3,3,112,3,3,3,3,3,3,3,112,3,3,112,3,3,112,3,3,112,3,3,3,3,112,2,3,3,3,112,3,3,3,3,3,3,112,3,112,3,112,3,3,3,3,3,3,112,3,3,3,3,3,3,3,3,3,3,3,3,3,112,3,3,3,112,3,3,1,3,3,3,3,,
112,5,113,113,113,7,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,11,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,9,113,113,113,4,113,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,112,113,113,112,113,113,10,113,6,113,113,112,113,8,113,113,113,113,113,113,113,113,,
113,7,113,21,113,9,113,113,113,113,113,113,17,113,6,113,113,10,113,113,113,113,113,14,23,113,1,113,113,113,113,113,113,113,12,2,11,113,113,113,113,113,113,113,113,5,20,113,113,19,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,16,8,113,113,113,113,4,15,3,13,22,113,113,113,113,113,113,18,113,113,113,113,,
113,9,113,113,113,2,113,113,113,113,113,113,113,113,10,113,1,113,113,113,113,113,113,113,113,113,113,18,113,113,113,113,113,12,17,113,113,113,113,113,16,113,113,113,113,15,113,6,113,113,113,113,113,113,12,4,113,113,113,113,113,113,7,113,113,5,113,113,113,113,113,113,113,113,11,113,113,113,113,14,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,8,8,13,113,113,113,113,113,113,113,113,113,113,113,113,,
113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,3,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,11,4,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,12,113,113,113,113,113,113,15,113,113,113,113,113,113,1,113,113,7,113,113,7,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,13,113,113,113,113,7,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,9,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,112,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,6,113,8,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,,
113,15,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,4,14,113,113,113,113,10,113,113,113,113,113,113,113,113,17,113,113,113,113,113,113,113,2,113,113,113,7,8,113,113,113,113,113,113,16,113,9,113,113,113,113,3,113,113,113,113,113,113,113,13,113,113,113,113,113,113,113,113,113,12,113,113,113,113,113,11,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,6,113,113,,
113,113,113,113,113,2,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,3,113,111,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,111,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,111,113,113,113,113,113,113,113,112,113,3,113,113,,
113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,,
5,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,1,113,113,113,113,113,113,113,113,113,113,113,22,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,100,113,113,113,113,113,113,111,113,113,113,112,113,113,113,113,113,113,113,113,112,111,110,112,113,113,113,112,113,113,107,113,113,113,113,113,113,113,113,113,113,113,113,113,111,113,112,113,111,113,111,113,113,113,111,113,113,109,113,113,113,113,113,113,113,108,113,113,113,113,113,113,113,113,113,113,113,113,111,113,113,113,113,112,113,113,113,113,113,112,113,112,105,113,113,113,113,113,113,113,113,113,106,111,112,111,113,113,,
113,70,90,113,113,30,113,113,113,113,113,113,113,113,80,113,40,30,113,113,113,113,113,80,113,113,113,80,30,113,113,113,113,70,80,35,113,113,113,113,80,113,113,70,113,70,1,113,113,75,113,30,113,113,61,113,113,113,113,113,113,113,113,113,113,100,70,113,100,113,30,113,113,113,80,113,113,100,50,60,113,113,113,113,90,113,113,113,113,100,80,113,40,113,30,113,113,20,100,50,80,113,113,113,113,113,80,20,70,30,113,113,113,,
112,6,112,112,112,112,112,112,112,112,112,112,112,112,1,112,112,6,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2,8,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,4,112,112,112,112,112,112,112,112,10,112,4,112,112,113,112,112,112,112,5,112,112,112,2,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,,
113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,4,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,,
3,5,113,113,113,6,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,5,113,113,113,113,113,113,113,113,4,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,111,113,113,1,113,113,109,113,113,113,113,113,3,113,111,113,113,113,113,113,113,111,113,111,4,108,111,113,113,113,111,111,111,113,113,113,113,113,111,113,113,113,113,108,113,113,111,113,113,111,113,113,111,113,113,113,113,113,113,113,113,113,113,112,111,113,113,113,5,113,113,113,108,113,113,113,113,111,113,113,113,113,111,113,113,113,111,113,111,113,113,113,111,113,111,2,113,113,111,113,113,109,113,113,111,110,107,111,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,3,113,113,113,113,113,113,113,113,113,113,113,113,,
