rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,rank106,rank107,rank108,rank109,rank110,rank111,rank112,rank113,Num Cands,Num Seats
1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,1,1,113,113,113,113,1,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,2,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,3,113,113,113,113,113,113,113,113,6,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,9,1,113,7,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,6,113,113,113,113,113,113,,
7,7,7,9,6,7,8,7,7,7,1,7,7,7,7,7,7,7,7,7,13,7,7,7,7,7,7,7,7,7,7,11,7,7,7,7,7,7,7,7,7,14,7,7,13,7,3,7,7,7,7,7,7,7,7,7,7,7,7,15,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,10,7,7,7,7,7,4,7,7,7,7,7,7,7,12,7,7,7,7,7,7,7,7,7,7,7,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,10,2,113,113,113,113,4,113,8,113,113,113,113,113,113,113,3,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,,
113,27,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,18,113,20,113,113,113,113,59,113,113,113,113,113,113,113,113,113,113,40,113,113,113,113,113,113,113,16,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,17,113,113,113,113,113,113,113,113,113,113,113,29,19,113,113,113,,
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,100,112,112,112,112,112,112,112,112,112,112,112,108,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,,
102,1,113,113,113,5,113,113,113,113,113,113,113,102,7,102,102,113,113,113,113,113,102,102,102,102,113,102,102,113,102,113,102,102,102,113,113,113,102,113,113,102,113,3,113,102,113,102,102,102,113,113,102,113,113,6,113,102,113,113,7,102,2,102,113,102,113,4,102,113,7,113,113,113,102,113,113,113,113,102,113,113,102,113,103,113,113,113,102,102,102,113,113,113,102,113,102,113,113,102,102,113,113,113,102,113,102,102,102,102,113,113,102,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,3,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,113,11,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,,
86,81,86,86,94,86,92,89,94,89,94,87,109,102,86,102,79,84,89,105,86,94,86,86,96,112,86,2,86,99,102,94,1,86,86,110,90,89,102,91,86,86,94,82,94,86,89,104,86,86,89,100,86,107,86,86,113,76,106,111,93,86,3,86,92,86,86,102,89,85,86,101,87,105,86,86,92,88,95,86,89,86,86,108,86,98,89,88,78,77,86,105,86,86,97,105,103,83,94,86,86,92,94,94,86,92,86,80,86,86,86,88,86,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,1,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,8,113,113,113,113,113,113,113,113,113,6,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,113,5,113,113,113,113,113,113,113,113,2,113,113,113,113,,
113,113,113,113,113,1,113,113,1,113,113,113,113,113,113,113,1,113,113,113,113,1,113,113,113,1,113,57,1,113,113,113,1,113,113,57,1,113,113,113,113,113,113,57,113,113,113,57,113,113,113,1,113,113,1,57,1,113,57,113,113,113,57,113,113,113,113,113,113,113,113,113,113,113,57,113,113,113,113,113,113,113,113,57,113,113,113,113,113,113,113,113,113,1,113,113,1,113,113,113,113,113,113,1,113,113,113,57,113,1,1,113,113,,
8,113,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,5,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,9,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,8,113,113,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,9,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,113,113,113,113,113,113,113,4,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,95,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,111,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,100,113,113,20,113,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,1,113,50,112,74,113,80,50,113,113,113,75,113,5,10,25,50,50,113,113,113,113,2,75,50,30,7,20,113,113,113,30,20,10,20,50,50,113,113,75,113,75,25,113,50,99,75,113,50,75,50,113,49,113,75,113,6,75,113,50,113,5,113,100,51,113,25,70,113,7,113,113,113,11,75,50,113,20,50,113,50,113,60,113,113,75,70,6,50,50,70,70,113,25,70,60,5,70,1,50,113,113,70,75,113,75,50,25,20,60,60,75,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,111,113,113,113,113,113,113,113,113,113,113,113,113,,
113,9,113,113,113,75,113,113,113,113,113,113,113,113,75,113,113,113,113,113,75,113,113,75,113,113,75,4,113,113,113,113,113,2,75,113,113,113,113,113,75,113,113,75,113,75,113,75,3,113,113,113,113,75,1,113,113,113,113,113,113,113,75,113,113,113,75,113,75,113,113,113,113,113,75,113,113,113,113,75,75,113,113,75,6,113,113,113,113,113,113,10,75,113,113,113,113,75,113,8,5,113,113,113,75,113,7,113,75,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,2,1,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,5,113,4,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,1,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,1,113,113,113,113,1,1,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,,
113,1,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,13,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,9,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,,
113,3,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,,
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,113,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,110,112,111,112,112,112,112,112,112,112,112,112,112,112,112,112,,
113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,5,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,9,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,113,7,113,113,113,1,113,8,,
30,110,109,111,111,2,111,111,113,111,111,110,109,110,110,109,108,110,111,109,109,111,109,109,110,107,110,109,107,110,110,31,108,110,109,3,109,111,109,111,110,110,111,109,111,20,111,110,110,110,111,28,109,109,109,110,110,109,109,109,109,109,110,110,33,112,109,109,111,111,26,111,109,110,109,109,111,32,109,110,111,111,110,110,110,110,112,111,108,111,109,109,110,111,108,110,107,1,111,25,110,111,111,113,110,111,110,107,4,27,109,111,110,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,,
107,107,106,1,40,60,50,113,107,113,99,20,40,107,10,107,107,50,110,107,107,107,107,107,110,109,20,5,107,110,107,107,99,40,2,21,50,110,107,65,107,113,20,52,112,60,70,107,60,107,113,107,107,111,100,107,110,107,111,107,50,107,107,107,113,107,107,107,113,113,107,110,110,107,15,107,110,107,110,100,108,110,107,51,60,111,107,50,107,107,108,107,107,107,107,106,109,2,107,107,12,107,99,107,50,10,30,99,35,109,107,107,107,,
113,2,113,113,113,113,113,113,26,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,11,113,74,113,8,113,113,113,4,113,113,113,113,113,113,113,113,113,13,113,17,113,113,113,113,113,113,113,113,20,12,113,113,113,113,3,113,113,27,113,112,113,113,113,50,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,28,113,113,113,113,113,113,113,21,113,113,1,113,113,113,9,113,113,113,113,19,7,113,113,,
113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,1,113,113,113,5,113,113,113,113,113,113,113,113,3,113,113,,
113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,2,113,113,113,113,113,113,113,1,113,113,1,113,113,113,1,113,113,113,113,113,113,113,113,113,113,3,113,3,4,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,3,113,3,113,1,113,1,3,113,3,113,113,113,113,113,113,113,1,113,1,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,25,113,113,113,113,113,113,113,113,113,113,113,113,30,113,113,113,113,113,5,113,113,113,113,113,113,70,113,113,50,113,48,48,113,113,113,113,113,113,113,70,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,50,113,113,113,113,55,113,113,113,113,113,113,113,113,113,20,113,113,113,113,113,113,113,46,113,113,30,113,113,113,113,113,51,113,1,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,,
113,113,113,113,113,9,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,8,113,113,113,113,113,10,31,113,113,113,113,113,113,113,113,3,113,113,113,33,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,4,1,113,113,113,113,,
50,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,9,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,7,70,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,9,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,12,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,6,113,113,113,113,113,8,113,11,113,113,113,113,,
113,3,5,113,113,5,113,113,113,113,113,5,113,113,4,113,4,5,113,113,113,113,113,5,5,5,4,5,5,5,113,113,1,5,4,5,5,113,113,113,5,113,113,3,113,5,113,113,5,4,113,5,113,113,113,113,113,5,5,113,5,4,4,113,113,5,5,113,113,113,4,5,5,113,4,113,113,113,4,5,113,5,113,113,5,5,113,113,4,113,5,5,5,113,2,5,5,3,113,3,5,113,113,113,5,113,5,4,5,5,5,113,5,,
113,5,113,113,113,112,113,113,113,113,113,113,113,113,3,113,113,8,113,113,113,113,113,113,113,112,113,113,112,113,113,113,9,113,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,113,6,113,113,113,4,113,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,113,112,2,113,1,113,113,113,113,113,113,113,113,113,6,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,9,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,9,113,113,113,113,113,8,113,113,113,113,113,113,113,113,5,113,4,113,113,4,113,113,113,113,113,113,113,113,113,113,1,113,9,4,113,113,113,9,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,8,113,113,113,9,113,113,113,113,113,113,113,,
112,1,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2,112,112,112,112,112,112,112,112,112,112,112,112,112,112,113,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,3,112,112,112,112,112,112,112,112,112,112,112,112,112,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,10,113,113,113,113,113,113,113,113,5,113,113,113,113,113,6,9,4,113,113,113,113,113,3,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,12,113,113,11,113,7,8,113,113,113,113,113,113,113,113,113,113,113,113,,
