rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,rank106,rank107,rank108,rank109,rank110,rank111,rank112,rank113,rank114,rank115,rank116,rank117,rank118,rank119,rank120,rank121,rank122,rank123,rank124,rank125,rank126,rank127,rank128,rank129,rank130,rank131,rank132,rank133,rank134,rank135,rank136,rank137,rank138,rank139,rank140,rank141,rank142,rank143,rank144,rank145,rank146,rank147,rank148,rank149,rank150,rank151,rank152,rank153,rank154,rank155,rank156,rank157,rank158,rank159,rank160,rank161,rank162,rank163,rank164,rank165,rank166,rank167,rank168,rank169,rank170,rank171,rank172,rank173,rank174,rank175,rank176,Num Cands,Num Seats
176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
175,175,175,175,175,175,175,175,175,1,175,175,175,175,175,175,175,175,175,175,175,175,8,175,175,175,10,175,6,175,175,175,175,175,175,175,175,175,175,175,5,175,175,175,175,175,175,3,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,176,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,2,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,9,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,9,175,175,175,175,175,175,175,175,175,175,7,175,175,175,175,175,175,175,175,175,4,175,175,175,175,175,175,175,175,175,175,175,175,175,,Unknown
176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,3,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,3,176,176,176,176,176,2,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,9,176,176,176,176,10,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,2,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,4,176,176,176,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,9,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,8,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,10,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,1,176,3,3,176,176,176,176,176,176,176,3,176,176,176,2,1,176,176,176,1,2,176,1,176,1,4,3,176,176,176,176,3,176,176,176,1,176,2,176,176,176,1,176,176,176,1,176,3,176,176,5,3,176,176,1,176,1,176,176,3,176,4,176,1,176,176,1,176,176,176,176,176,176,176,176,176,3,176,176,176,1,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,2,1,176,176,1,176,176,3,176,176,176,3,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,1,176,176,176,2,176,176,176,1,2,5,176,2,1,176,1,1,176,176,1,3,2,176,176,1,2,176,176,3,176,176,1,176,176,4,176,1,176,3,3,176,176,176,4,176,2,2,176,,Unknown
147,99,125,84,145,171,47,63,107,102,148,66,123,84,62,32,65,64,151,121,176,14,30,34,41,13,159,7,84,4,41,31,112,41,120,170,53,132,163,165,24,149,55,89,84,95,12,84,84,132,160,57,119,128,3,103,166,51,174,88,85,20,136,114,117,127,22,33,132,132,84,167,124,17,135,112,84,153,104,142,139,90,169,46,113,16,157,122,150,5,143,41,61,136,13,141,69,152,25,1,158,155,173,114,44,28,27,60,33,18,156,43,66,11,26,161,42,106,50,93,9,10,94,98,97,19,8,146,84,56,138,140,67,168,6,145,115,100,96,134,109,48,92,172,23,162,105,21,64,103,70,68,87,154,41,2,29,91,93,45,84,126,58,101,41,59,175,133,54,66,49,52,145,164,86,118,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,10,176,176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,8,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,6,176,176,176,176,176,176,176,176,176,176,176,,Unknown
175,175,175,4,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,3,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,176,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,1,175,175,175,175,175,2,175,175,175,175,175,175,,Unknown
176,62,123,144,176,123,123,176,123,176,62,62,123,62,1,144,144,14,144,176,123,62,62,78,123,144,176,176,123,38,176,123,123,78,38,38,176,62,38,62,5,123,123,38,38,176,8,38,38,123,13,144,144,123,144,144,176,123,11,144,38,62,62,19,176,123,38,123,144,123,144,123,38,78,123,123,40,176,123,123,7,176,176,176,176,176,176,38,123,38,78,144,176,62,62,123,38,144,123,3,78,176,38,62,176,38,62,123,123,78,2,123,123,62,123,123,123,78,62,176,154,62,123,4,144,19,38,38,123,38,62,123,62,78,176,176,62,123,144,9,62,78,123,176,123,123,78,38,144,78,144,20,38,38,38,10,123,144,123,38,78,176,78,38,78,123,78,144,62,20,62,123,176,176,6,144,,Unknown
176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,8,1,176,176,176,176,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,10,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
175,175,175,175,175,1,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,10,175,175,175,175,175,175,5,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,4,175,6,175,175,175,175,175,175,175,175,175,175,175,8,175,175,175,175,175,175,175,175,175,175,175,175,3,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,9,175,175,175,175,2,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,176,175,175,175,175,175,175,175,175,175,7,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,1,1,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,1,176,176,176,176,176,176,176,176,176,176,1,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,49,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,10,176,176,176,176,176,176,176,176,176,7,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,4,176,176,176,176,176,176,176,176,176,176,176,6,176,5,176,176,176,176,176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,2,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,5,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,4,176,176,176,176,176,176,,Unknown
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
176,176,176,176,176,1,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,7,10,176,176,176,176,176,176,176,3,176,176,176,176,176,176,6,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,8,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,9,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,5,4,176,176,176,176,176,176,176,176,176,176,176,176,,Unknown
174,174,174,1,174,174,4,174,174,174,174,174,174,174,174,174,174,174,174,2,174,174,174,174,174,6,174,174,174,174,174,174,174,174,174,174,174,16,174,174,174,174,174,174,174,174,174,174,174,174,5,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,11,13,174,174,174,174,174,9,174,174,174,174,174,174,174,174,174,174,174,174,7,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,176,174,174,174,174,174,174,174,174,174,15,174,174,174,174,174,14,174,174,174,174,174,12,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,3,174,8,174,174,174,174,174,10,174,174,174,174,,Unknown
