ballotID,ward,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
1900,600,Raju Charles,Ambroise Agosse,Mike Moore,skipped,skipped,1,5
2914,600,Raju Charles,Ambroise Agosse,Mike Moore,skipped,skipped,1,5
4821,600,Ambroise Agosse,Jason Small,Mike Moore,skipped,skipped,1,5
5368,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
461,600,Ambroise Agosse,Raju Charles,Mike Moore,skipped,skipped,1,5
1886,600,Ambroise Agosse,Raju Charles,Mike Moore,skipped,skipped,1,5
4212,600,Ambroise Agosse,Raju Charles,Mike Moore,skipped,skipped,1,5
4420,600,Jason Small,Raju Charles,Mike Moore,skipped,skipped,1,5
5878,600,Jason Small,Raju Charles,Mike Moore,skipped,skipped,1,5
3283,600,Jason Small,Ambroise Agosse,Raju Charles,skipped,skipped,1,5
542,600,Mike Moore,Ambroise Agosse,Raju Charles,skipped,skipped,1,5
2042,600,Mike Moore,Ambroise Agosse,Raju Charles,skipped,skipped,1,5
263,600,Mike Moore,Jason Small,Raju Charles,skipped,skipped,1,5
1174,600,Mike Moore,Jason Small,Raju Charles,skipped,skipped,1,5
1484,600,Mike Moore,Jason Small,Raju Charles,skipped,skipped,1,5
5222,600,Mike Moore,Jason Small,Raju Charles,skipped,skipped,1,5
17,600,Ambroise Agosse,Mike Moore,Raju Charles,skipped,skipped,1,5
492,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,1,5
1616,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,1,5
1618,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,1,5
1854,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,1,5
5012,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,1,5
5060,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,1,5
6234,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,1,5
157,600,Mike Moore,Jason Small,writein,skipped,skipped,1,5
123,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
975,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
1370,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
1441,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
1450,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
1452,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
1704,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
2737,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
3128,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
3379,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
4254,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
5059,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
5876,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
5947,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
5954,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,1,5
43,600,Mike Moore,Ambroise Agosse,skipped,skipped,skipped,1,5
765,600,Mike Moore,Ambroise Agosse,skipped,skipped,skipped,1,5
4671,600,Mike Moore,Ambroise Agosse,skipped,skipped,skipped,1,5
5069,600,Mike Moore,Ambroise Agosse,skipped,skipped,skipped,1,5
4720,600,Raju Charles,Ambroise Agosse,skipped,skipped,skipped,1,5
2590,600,Ambroise Agosse,Jason Small,skipped,skipped,skipped,1,5
2902,600,Ambroise Agosse,Jason Small,skipped,skipped,skipped,1,5
4447,600,Ambroise Agosse,Jason Small,skipped,skipped,skipped,1,5
5043,600,Ambroise Agosse,Jason Small,skipped,skipped,skipped,1,5
4779,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
54,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
58,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
265,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
314,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
631,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
690,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
803,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
829,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1003,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1007,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1013,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1033,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1100,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1155,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1201,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1230,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1563,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1570,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1582,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
1853,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
2020,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
2152,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
2244,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
2290,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
2291,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
2292,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
2744,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
3234,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
4175,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
4176,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
4381,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
4382,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
4431,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
4697,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
4714,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
4898,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
5028,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
5041,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
5044,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
5055,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
5141,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
5424,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
5792,600,Mike Moore,Jason Small,skipped,skipped,skipped,1,5
2994,600,Raju Charles,Jason Small,skipped,skipped,skipped,1,5
340,600,Ambroise Agosse,Mike Moore,skipped,skipped,skipped,1,5
401,600,Ambroise Agosse,Mike Moore,skipped,skipped,skipped,1,5
2566,600,Ambroise Agosse,Mike Moore,skipped,skipped,skipped,1,5
251,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
771,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
793,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
995,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
1223,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
1331,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
1763,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
1941,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
1964,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
2060,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
2593,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
2881,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
2894,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
3054,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4004,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4005,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4006,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4020,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4378,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4429,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4499,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4656,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4660,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4689,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4731,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4739,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4742,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4770,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4814,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
4897,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5026,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5053,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5142,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5173,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5174,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5209,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5210,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5258,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5417,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5591,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5824,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
5943,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
6404,600,Jason Small,Mike Moore,skipped,skipped,skipped,1,5
1703,600,Raju Charles,Mike Moore,skipped,skipped,skipped,1,5
5070,600,Raju Charles,Mike Moore,skipped,skipped,skipped,1,5
1589,600,Ambroise Agosse,Raju Charles,skipped,skipped,skipped,1,5
4484,600,Ambroise Agosse,Raju Charles,skipped,skipped,skipped,1,5
4797,600,Ambroise Agosse,Raju Charles,skipped,skipped,skipped,1,5
902,600,Jason Small,Raju Charles,skipped,skipped,skipped,1,5
1513,600,Jason Small,Raju Charles,skipped,skipped,skipped,1,5
4477,600,Jason Small,Raju Charles,skipped,skipped,skipped,1,5
4751,600,Jason Small,Raju Charles,skipped,skipped,skipped,1,5
2953,600,Mike Moore,Raju Charles,skipped,skipped,skipped,1,5
6002,600,Mike Moore,Raju Charles,skipped,skipped,skipped,1,5
1889,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
4267,600,Mike Moore,writein,skipped,skipped,skipped,1,5
4794,600,Mike Moore,writein,skipped,skipped,skipped,1,5
376,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
681,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
769,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
901,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
1261,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
1350,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
1351,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
1397,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
2254,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
2596,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
2624,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
2913,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
3172,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
3288,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
3355,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
3469,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
3669,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
3843,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
4494,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
4684,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
4813,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
5196,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
5948,600,Ambroise Agosse,skipped,skipped,skipped,skipped,1,5
38,600,Jason Small,skipped,skipped,skipped,skipped,1,5
80,600,Jason Small,skipped,skipped,skipped,skipped,1,5
97,600,Jason Small,skipped,skipped,skipped,skipped,1,5
270,600,Jason Small,skipped,skipped,skipped,skipped,1,5
311,600,Jason Small,skipped,skipped,skipped,skipped,1,5
380,600,Jason Small,skipped,skipped,skipped,skipped,1,5
450,600,Jason Small,skipped,skipped,skipped,skipped,1,5
457,600,Jason Small,skipped,skipped,skipped,skipped,1,5
464,600,Jason Small,skipped,skipped,skipped,skipped,1,5
576,600,Jason Small,skipped,skipped,skipped,skipped,1,5
602,600,Jason Small,skipped,skipped,skipped,skipped,1,5
869,600,Jason Small,skipped,skipped,skipped,skipped,1,5
876,600,Jason Small,skipped,skipped,skipped,skipped,1,5
1269,600,Jason Small,skipped,skipped,skipped,skipped,1,5
1512,600,Jason Small,skipped,skipped,skipped,skipped,1,5
1572,600,Jason Small,skipped,skipped,skipped,skipped,1,5
1652,600,Jason Small,skipped,skipped,skipped,skipped,1,5
1752,600,Jason Small,skipped,skipped,skipped,skipped,1,5
1858,600,Jason Small,skipped,skipped,skipped,skipped,1,5
1951,600,Jason Small,skipped,skipped,skipped,skipped,1,5
1952,600,Jason Small,skipped,skipped,skipped,skipped,1,5
2019,600,Jason Small,skipped,skipped,skipped,skipped,1,5
2141,600,Jason Small,skipped,skipped,skipped,skipped,1,5
2224,600,Jason Small,skipped,skipped,skipped,skipped,1,5
2289,600,Jason Small,skipped,skipped,skipped,skipped,1,5
2306,600,Jason Small,skipped,skipped,skipped,skipped,1,5
2717,600,Jason Small,skipped,skipped,skipped,skipped,1,5
3130,600,Jason Small,skipped,skipped,skipped,skipped,1,5
3606,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4002,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4011,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4021,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4023,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4396,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4418,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4419,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4439,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4451,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4457,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4497,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4573,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4685,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4687,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4694,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4738,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4757,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4790,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4809,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4820,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4889,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4890,600,Jason Small,skipped,skipped,skipped,skipped,1,5
4979,600,Jason Small,skipped,skipped,skipped,skipped,1,5
5033,600,Jason Small,skipped,skipped,skipped,skipped,1,5
5056,600,Jason Small,skipped,skipped,skipped,skipped,1,5
5072,600,Jason Small,skipped,skipped,skipped,skipped,1,5
5074,600,Jason Small,skipped,skipped,skipped,skipped,1,5
5821,600,Jason Small,skipped,skipped,skipped,skipped,1,5
5905,600,Jason Small,skipped,skipped,skipped,skipped,1,5
5936,600,Jason Small,skipped,skipped,skipped,skipped,1,5
5944,600,Jason Small,skipped,skipped,skipped,skipped,1,5
6308,600,Jason Small,skipped,skipped,skipped,skipped,1,5
6312,600,Jason Small,skipped,skipped,skipped,skipped,1,5
21,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
37,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
91,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
122,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
179,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
204,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
207,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
392,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
395,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
624,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
692,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
993,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1024,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1025,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1143,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1159,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1176,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1181,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1200,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1221,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1256,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1352,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1390,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1392,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1417,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1477,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1532,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1542,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
1850,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
2023,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
2130,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
2701,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
2998,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
3467,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
3941,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4016,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4017,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4452,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4458,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4473,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4482,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4586,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4622,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4686,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4698,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4709,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4717,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4721,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4723,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4755,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4756,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4766,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4767,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4792,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4793,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4857,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4919,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4921,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
4961,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
5039,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
5040,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
5047,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
5052,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
5952,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
6091,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
6320,600,Mike Moore,skipped,skipped,skipped,skipped,1,5
121,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
900,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
968,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
1059,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
1316,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
2305,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
2307,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
2916,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
3465,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
3830,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
4702,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
6112,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
6232,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
6334,600,Raju Charles,skipped,skipped,skipped,skipped,1,5
3890,600,writein,skipped,skipped,skipped,skipped,1,5
4832,600,writein,skipped,skipped,skipped,skipped,1,5
