file,plurality,top4_plurality,IRV,top4_IRV,top-two,top4_top-two,borda-pm,top4_borda-pm,top-3-truncation,top4_top-3-truncation,condorcet,top4_condorcet,minimax,top4_minimax,smith,top4_smith,smith-minimax,top4_smith-minimax,ranked-pairs,top4_ranked-pairs
american/Alaska/Alaska_11082022_HouseDistrict15.csv,"Wells, Denny","Wells, Denny","McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","McKay, Thomas W. ""Tom""","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny"
american/Alaska/Alaska_11082022_HouseDistrict29.csv,"Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George"
american/Alaska/Alaska_11082022_HouseDistrict28.csv,"Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M.","Sumner, Jesse M."
american/Alaska/Alaska_11082022_HouseDistrict14.csv,"Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S."
american/Alaska/Alaska_11082022_HouseDistrict38.csv,"McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""",unknown,"McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J.""","McCormick, Conrad J. ""C.J."""
american/Alaska/Alaska_11082022_HouseDistrict10.csv,"Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Johnson, Craig W.","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline","Storm, Caroline"
american/Alaska/Alaska_11082022_HouseDistrict11.csv,"Featherly, Walter T.","Featherly, Walter T.","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T."
american/Alaska/Alaska_11082022_HouseDistrict39.csv,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Ivanoff, Tyler L.","Ivanoff, Tyler L.","Ivanoff, Tyler L.","Ivanoff, Tyler L.","Ivanoff, Tyler L.","Ivanoff, Tyler L.","Ivanoff, Tyler L.","Ivanoff, Tyler L.","Ivanoff, Tyler L.","Ivanoff, Tyler L."
american/Alaska/Alaska_11052024_US_House.csv,"Begich, Nick","Begich, Nick","Begich, Nick","Begich, Nick","Begich, Nick","Begich, Nick","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
american/Alaska/Alaska_11082022_HouseDistrict13.csv,"Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy"
american/Alaska/Alaska_11082022_HouseDistrict12.csv,"Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R."
american/Minneapolis/Minneapolis_11072023_CityCouncilWard12.csv,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury,Aurin Chowdhury
american/Minneapolis/Minneapolis_11072017_BoardofEstimateandTaxation.csv,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,John Edwards,John Edwards,John Edwards,John Edwards,John Edwards,John Edwards,John Edwards,John Edwards,John Edwards,John Edwards
american/Minneapolis/Minneapolis_11072017_ParkBoardAtLarge.csv,Meg Forney,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Meg Forney,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw,Latrisha Vetaw
american/Minneapolis/Minneapolis_11072017_Ward6CityCouncil.csv,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,writein,Mohamud Noor,Mohamud Noor,Mohamud Noor,Tiffini Forslund,Mohamud Noor,Mohamud Noor,Mohamud Noor,Mohamud Noor,Mohamud Noor
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict6.csv,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn
american/Minneapolis/Minneapolis_11062009_Ward10CityCouncil.csv,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill
american/Minneapolis/Minneapolis_11072023_CityCouncilWard13.csv,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11022021_BoardofEstimateandTaxationAtLarge.csv,Steve Brandt,Steve Brandt,Steve Brandt,Steve Brandt,Steve Brandt,Steve Brandt,Steve Brandt,Steve Brandt,Steve Brandt,Steve Brandt,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica,Pine Salica
american/Minneapolis/Minneapolis_11072017_Ward1CityCouncil.csv,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict5.csv,Carol Kummer,Carol Kummer,Carol Kummer,Carol Kummer,Carol Kummer,Carol Kummer,Carol Kummer,Carol Kummer,Carol Kummer,Carol Kummer,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone,Jason Stone
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict4.csv,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb,Anita Tabb
american/Minneapolis/Minneapolis_11072017_Ward9CityCouncil.csv,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano
american/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker
american/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy
american/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson
american/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw
american/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges
american/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
american/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard6.csv,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
american/Minneapolis/Minneapolis_11072017_Ward2CityCouncil.csv,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon
american/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11072017_Ward3CityCouncil.csv,Ginger Jentzen,Ginger Jentzen,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen
american/Minneapolis/Minneapolis_11022021_CityCouncilWard2.csv,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Yusra Arab,Yusra Arab,Yusra Arab,Yusra Arab,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah,Robin Wonsley Worlobah
american/Minneapolis/Minneapolis_11022021_CityCouncilWard3.csv,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher
american/Minneapolis/Minneapolis_11072017_Ward4CityCouncil.csv,"Barbara A. ""Barb"" Johnson","Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham
american/Minneapolis/Minneapolis_11022021_CityCouncilWard1.csv,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne
american/Minneapolis/Minneapolis_11052013_Mayor.csv,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES
american/Minneapolis/Minneapolis_11072023_CityCouncilWard8.csv,Soren Stevenson,Soren Stevenson,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson,Soren Stevenson
american/Minneapolis/Minneapolis_11062009_Ward12CityCouncil.csv,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy
american/Minneapolis/Minneapolis_11072023_CityCouncilWard5.csv,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison,Jeremiah Bey Ellison
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict3.csv,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict2.csv,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson
american/Minneapolis/Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed,AJ Awed
american/Minneapolis/Minneapolis_11062009_Ward7CityCouncil.csv,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11052013_ParkRecBoardAtLarge.csv,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN,JOHN ERWIN
american/Minneapolis/Minneapolis_11072023_CityCouncilWard6.csv,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan,Kayseh Magan
american/Minneapolis/Minneapolis_11062009_Ward8CityCouncil.csv,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden
american/Minneapolis/Minneapolis_11062009_Mayor.csv,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak
american/Minneapolis/Minneapolis_11072017_Ward12CityCouncil.csv,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
american/Minneapolis/Minneapolis_11052013_Ward9CityCouncil.csv,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE,TY MOORE
american/Minneapolis/Minneapolis_11072017_PRBoardDistrict1.csv,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer
