file,plurality,top4_plurality,IRV,top4_IRV,top-two,top4_top-two,borda-pm,top4_borda-pm,top-3-truncation,top4_top-3-truncation,condorcet,top4_condorcet,minimax,top4_minimax,smith,top4_smith,smith-minimax,top4_smith-minimax,ranked-pairs,top4_ranked-pairs
american/Alaska/Alaska_11052024_StateHouseD35.csv,"Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E.","Carrick, Ashley E."
american/Alaska/Alaska_11082022_HouseDistrict7.csv,"Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Gillham, Ronald D. ""Ron""","Gillham, Ronald D. ""Ron""","Gillham, Ronald D. ""Ron""","Gillham, Ronald D. ""Ron""","Gillham, Ronald D. ""Ron""","Gillham, Ronald D. ""Ron""","Gillham, Ronald D. ""Ron""","Gillham, Ronald D. ""Ron""","Gillham, Ronald D. ""Ron""","Gillham, Ronald D. ""Ron"""
american/Alaska/Alaska_11082022_HouseDistrict6.csv,"Vance, Sarah L.","Vance, Sarah L.","Vance, Sarah L.","Vance, Sarah L.","Vance, Sarah L.","Vance, Sarah L.","Flora, Louis A. ""Louie""","Vance, Sarah L.","Flora, Louis A. ""Louie""","Vance, Sarah L.","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie""","Flora, Louis A. ""Louie"""
american/Alaska/Alaska_11052024_StateHouseD34.csv,"Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank","Tomaszewski, Frank"
american/Alaska/Alaska_11052024_StateHouseD20.csv,"Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T.","Gray, Andrew T."
american/Alaska/Alaska_11052024_StateHouseD7.csv,"Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M.","Ruffridge, Justin M."
american/Alaska/Alaska_11082022_SenateDistrictG.csv,"Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi","Gray-Jackson, Elvi"
american/Alaska/Alaska_11082022_SenateDistrictP.csv,"Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott"
american/Alaska/Alaska_11052024_StateSenateL.csv,"Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R."
american/Alaska/Alaska_11052024_StateSenateN.csv,"Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert","Yundt, Robert"
american/Alaska/Alaska_11082022_SenateDistrictR.csv,"Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click","Bishop, Click"
american/Alaska/Alaska_11082022_SenateDistrictE.csv,"Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy","Giessel, Cathy"
american/Alaska/Alaska_11052024_StateHouseD5.csv,"Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B."
american/Alaska/Alaska_11052024_StateHouseD36.csv,"Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Schwanke, Rebecca A.","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti""","Kowalski, Brandon P. ""Putuuqti"""
american/Alaska/Alaska_11052024_StateHouseD22.csv,"Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J.","Eischeid, Ted J."
american/Alaska/Alaska_11082022_HouseDistrict4.csv,"Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara"
american/Alaska/Alaska_11082022_HouseDistrict5.csv,"Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B.","Stutes, Louise B."
american/Alaska/Alaska_11052024_StateHouseD23.csv,"Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie","Allard, Jamie"
american/Alaska/Alaska_11052024_StateHouseD37.csv,"Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce","Edgmon, Bryce"
american/Alaska/Alaska_11052024_StateHouseD4.csv,"Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara",unknown,"Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara","Hannan, Sara"
american/Alaska/Alaska_11082022_SenateDistrictD.csv,"Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J."
american/Alaska/Alaska_11082022_SenateDistrictS.csv,"Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F."
american/Alaska/Alaska_11052024_StateSenateB.csv,"Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse",unknown,"Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse","Kiehl, Jesse"
american/Alaska/Alaska_11082022_SenateDistrictI.csv,"Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G.","Tobin, Löki G."
american/Alaska/Alaska_11052024_StateHouseD9.csv,"Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky","Holland, Ky"
american/Alaska/Alaska_11052024_StateHouseD12.csv,"Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R."
american/Alaska/Alaska_11082022_HouseDistrict8.csv,"Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben",unknown,"Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben","Carpenter, Ben"
american/Alaska/Alaska_11082022_HouseDistrict9.csv,"Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Shaw, Laddie H.","Schaff, David L.","Schaff, David L.","Schaff, David L.","Schaff, David L.","Schaff, David L.","Schaff, David L.","Schaff, David L.","Schaff, David L.","Schaff, David L.","Schaff, David L."
american/Alaska/Alaska_11052024_StateHouseD13.csv,"Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy""","Josephson, Andrew L. ""Andy"""
american/Alaska/Alaska_11052024_StateHouseD8.csv,"Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill","Elam, Bill"
american/Alaska/Alaska_11082022_SenateDistrictH.csv,"Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt","Claman, Matt"
american/Alaska/Alaska_11082022_USRepresentative.csv,"Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S.","Peltola, Mary S."
american/Alaska/Alaska_11052024_StateSenateT.csv,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""",unknown,"Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny""","Olson, Donald C. ""Donny"""
american/Alaska/Alaska_11082022_SenateDistrictJ.csv,"Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest","Dunbar, Forrest"
american/Alaska/Alaska_11052024_StateHouseD11.csv,"Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Coulombe, Julie","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T.","Featherly, Walter T."
american/Alaska/Alaska_11052024_StateHouseD39.csv,"Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W.","Foster, Neal W."
american/Alaska/Alaska_11052024_StateHouseD38.csv,"Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik""","Jimmie, Nellie D. ""Unangik"""
american/Alaska/Alaska_11052024_StateHouseD10.csv,"Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck""","Kopp, Charles M. ""Chuck"""
american/Alaska/Alaska_11082022_SenateDistrictK.csv,"Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill","Wielechowski, Bill"
american/Alaska/Alaska_11052024_StateSenateD.csv,"Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J.","Bjorkman, Jesse J."
american/Alaska/Alaska_11082022_SenateDistrictO.csv,"Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Shower, Michael K.","Massie, Doug A.","Massie, Doug A.","Massie, Doug A.","Massie, Doug A.","Massie, Doug A.","Massie, Doug A.","Massie, Doug A.","Massie, Doug A.","Massie, Doug A.","Massie, Doug A."
american/Alaska/Alaska_11052024_StateHouseD28.csv,"Moore, Elexie","Moore, Elexie","Moore, Elexie","Moore, Elexie","Moore, Elexie","Moore, Elexie","Moore, Elexie","Moore, Elexie","Moore, Elexie","Moore, Elexie","Menard, Steve","Menard, Steve","Menard, Steve","Menard, Steve","Menard, Steve","Menard, Steve","Menard, Steve","Menard, Steve","Menard, Steve","Menard, Steve"
american/Alaska/Alaska_11052024_StateHouseD14.csv,"Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S.","Galvin, Alyse S."
american/Alaska/Alaska_11052024_StateHouseD15.csv,"Costello, Mia","Costello, Mia","Costello, Mia","Costello, Mia","Costello, Mia","Costello, Mia","Costello, Mia","Costello, Mia","Costello, Mia","Costello, Mia","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny","Wells, Denny"
american/Alaska/Alaska_11052024_StateHouseD29.csv,"Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George",unknown,"Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George"
american/Alaska/Alaska_11082022_SenateDistrictN.csv,"Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S.","Wilson, David S."
american/Alaska/Alaska_11052024_StateSenateR.csv,"Cronk, Mike","Cronk, Mike","Cronk, Mike","Cronk, Mike","Cronk, Mike","Cronk, Mike","Cronk, Mike","Cronk, Mike","Cronk, Mike","Cronk, Mike","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah","Fletcher, Savannah"
american/Alaska/Alaska_11052024_StateSenateP.csv,"Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott","Kawasaki, Scott"
american/Alaska/Alaska_11082022_SenateDistrictL.csv,"Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R."
american/Alaska/Alaska_11082022_USSenator.csv,"Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa","Murkowski, Lisa"
