Vote,rank1,rank2,rank3,rank4,rank5,rank6,numSeats,numCands
1603,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
1604,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
1605,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
1606,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
1607,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
1608,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1609,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
1610,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
1611,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1612,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1613,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
1614,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1615,JOSIE KOVASH,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
1616,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,2,6
1617,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1618,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped,2,6
1619,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
1620,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
1621,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
1622,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
1623,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped,2,6
1624,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
1625,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,2,6
1626,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1627,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1628,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
1629,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1630,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,skipped,2,6
1631,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,2,6
1632,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
1635,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1636,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
1637,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,2,6
1638,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,2,6
1639,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1640,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
1642,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1643,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
1644,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
1645,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1646,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
1647,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
1648,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
1649,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
1650,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1651,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1652,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
1653,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
1654,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1655,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,2,6
1656,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1657,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
1658,JOSIE KOVASH,skipped,skipped,skipped,skipped,skipped,2,6
1659,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,2,6
1660,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
1661,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,2,6
1662,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
1663,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1664,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
1665,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1666,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
1667,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1668,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
1669,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,skipped,skipped,2,6
1670,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1672,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1673,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1674,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
1675,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
1676,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
1677,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1678,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,2,6
1679,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1680,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
1681,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1682,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
1683,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
1684,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
1685,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1686,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1687,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1688,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
1689,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,skipped,skipped,skipped,2,6
1690,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
1691,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
1692,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
1693,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
1694,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
1695,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
1696,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1697,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1698,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1700,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1701,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1702,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
1703,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1704,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1705,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped,2,6
1706,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1707,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
1708,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
1709,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1710,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1711,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,2,6
1712,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,2,6
1713,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
1714,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
1715,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
1717,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
1718,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,2,6
1719,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
1720,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,2,6
1721,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
1722,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
1723,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
1724,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1725,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
1726,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
1727,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped,2,6
1729,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
1730,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,2,6
1731,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
1732,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
1733,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
1734,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC2,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC3,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC4,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC5,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC6,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC7,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped,2,6
UC8,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC9,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC10,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC11,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC12,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC13,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,2,6
UC14,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC15,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC16,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC17,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC18,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,2,6
UC19,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC20,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC21,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC22,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC23,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC24,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC25,JOSIE KOVASH,skipped,skipped,skipped,skipped,skipped,2,6
UC26,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC27,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC28,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC29,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped,2,6
UC30,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,2,6
UC31,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC32,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC33,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC34,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,2,6
UC35,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC36,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC37,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC38,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,2,6
UC39,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC40,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC41,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC42,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC43,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,2,6
UC44,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,JOSIE KOVASH,skipped,2,6
UC45,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC46,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC47,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC48,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC49,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC50,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,2,6
UC51,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC52,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC53,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC54,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,2,6
UC55,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC56,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,2,6
UC57,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC58,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC59,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC60,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC61,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC62,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC63,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,skipped,skipped,2,6
UC64,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC65,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC66,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC67,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,skipped,2,6
UC68,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC69,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC70,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC71,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC72,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC73,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,2,6
UC74,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC75,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC76,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC77,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC78,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC79,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC80,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC81,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,2,6
UC82,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC83,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC84,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC85,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC86,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC87,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC88,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC90,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC91,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC92,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC93,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC94,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC95,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC96,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC97,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC98,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC99,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC100,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC102,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC103,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC104,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC105,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC106,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC107,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC108,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,2,6
UC109,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,skipped,skipped,2,6
