Index,rank1,rank2,rank3,rank4,Num cands,Num seats
GE346,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE347,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,3,2
GE348,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE349,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,3,2
GE350,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE351,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE352,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE353,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE354,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE355,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE356,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,3,2
GE357,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,3,2
GE358,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,3,2
GE359,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE360,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE362,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE363,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,3,2
GE364,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,3,2
GE365,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE366,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,3,2
GE367,GRANT LUNDBERG,DARON S. HUGHES,skipped,skipped,3,2
GE368,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE369,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,3,2
GE370,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,3,2
GE371,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE372,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE373,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE374,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE375,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE376,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE377,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE378,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,3,2
GE379,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE380,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,3,2
GE381,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,3,2
GE382,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE383,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE384,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE385,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,3,2
GE386,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,3,2
GE387,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,3,2
GE388,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE389,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,3,2
GE390,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,3,2
GE391,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,3,2
GE392,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,3,2
GE393,HALE ROBISON,GRANT LUNDBERG,skipped,skipped,3,2
