file,numCands,plurality,plurality_rank,IRV,IRV_rank,top-two,top-two_rank,borda-pm,borda-pm_rank,top-3-truncation,top-3-truncation_rank,condorcet,condorcet_rank,minimax,minimax_rank,smith,smith_rank,smith-minimax,smith-minimax_rank,ranked-pairs,ranked-pairs_rank
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Kogarah.csv,5,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wagga Wagga.csv,7,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1,McGIRR Joe,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Shellharbour.csv,4,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Port Macquarie.csv,4,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,ALLEY Peter,2,ALLEY Peter,2,ALLEY Peter,2,ALLEY Peter,2,ALLEY Peter,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Riverstone.csv,3,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CHRISTIE Annemarie,2,CHRISTIE Annemarie,2,CHRISTIE Annemarie,2,CHRISTIE Annemarie,2,CHRISTIE Annemarie,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wallsend.csv,5,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Penrith.csv,10,AYRES Stuart,1,AYRES Stuart,1,AYRES Stuart,1,AYRES Stuart,1,AYRES Stuart,1,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2,McKEOWN Karen,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Seven Hills.csv,6,TAYLOR Mark,1,TAYLOR Mark,1,TAYLOR Mark,1,TAYLOR Mark,1,TAYLOR Mark,1,OWEN Durga,2,OWEN Durga,2,OWEN Durga,2,OWEN Durga,2,OWEN Durga,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Prospect.csv,5,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Terrigal.csv,7,CROUCH Adam,1,CROUCH Adam,1,CROUCH Adam,1,CROUCH Adam,1,CROUCH Adam,1,SUNDSTROM Jeff,2,SUNDSTROM Jeff,2,SUNDSTROM Jeff,2,SUNDSTROM Jeff,2,SUNDSTROM Jeff,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Macquarie Fields.csv,6,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Dubbo.csv,7,SAUNDERS Dugald,1,SAUNDERS Dugald,1,SAUNDERS Dugald,1,SAUNDERS Dugald,1,SAUNDERS Dugald,1,DICKERSON Mathew,2,DICKERSON Mathew,2,DICKERSON Mathew,2,DICKERSON Mathew,2,DICKERSON Mathew,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Hornsby.csv,9,KEAN Matthew,1,KEAN Matthew,1,KEAN Matthew,1,KEAN Matthew,1,KEAN Matthew,1,GOMPERTZ Katie,2,GOMPERTZ Katie,2,GOMPERTZ Katie,2,GOMPERTZ Katie,2,GOMPERTZ Katie,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lane Cove.csv,6,ROBERTS Anthony,1,ROBERTS Anthony,1,ROBERTS Anthony,1,ROBERTS Anthony,1,ROBERTS Anthony,1,ZBIK Andrew,2,ZBIK Andrew,2,ZBIK Andrew,2,ZBIK Andrew,2,ZBIK Andrew,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Tweed.csv,5,PROVEST Geoff,1,PROVEST Geoff,1,PROVEST Geoff,1,PROVEST Geoff,1,PROVEST Geoff,1,ELLIOT Craig,2,ELLIOT Craig,2,ELLIOT Craig,2,ELLIOT Craig,2,ELLIOT Craig,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Mulgoa.csv,4,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,CARNEY Todd,2,CARNEY Todd,2,CARNEY Todd,2,CARNEY Todd,2,CARNEY Todd,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wollongong.csv,7,SCULLY Paul,1,SCULLY Paul,1,SCULLY Paul,1,SCULLY Paul,1,SCULLY Paul,1,SCULLY Paul,1,SCULLY Paul,1,SCULLY Paul,1,SCULLY Paul,1,SCULLY Paul,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Keira.csv,4,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Tamworth.csv,6,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Clarence.csv,6,GULAPTIS Chris,1,GULAPTIS Chris,1,GULAPTIS Chris,1,GULAPTIS Chris,1,GULAPTIS Chris,1,GILBERT Trent,2,GILBERT Trent,2,GILBERT Trent,2,GILBERT Trent,2,GILBERT Trent,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Port Stephens.csv,6,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Holsworthy.csv,6,GIBBONS Melanie,1,GIBBONS Melanie,1,GIBBONS Melanie,1,GIBBONS Melanie,1,GIBBONS Melanie,1,KALIYANDA Charishma,2,KALIYANDA Charishma,2,KALIYANDA Charishma,2,KALIYANDA Charishma,2,KALIYANDA Charishma,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Davidson.csv,5,O'DEA Jonathan,1,O'DEA Jonathan,1,O'DEA Jonathan,1,O'DEA Jonathan,1,O'DEA Jonathan,1,DAVIS Felicity,2,DAVIS Felicity,2,DAVIS Felicity,2,DAVIS Felicity,2,DAVIS Felicity,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Granville.csv,8,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Rockdale.csv,6,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Charlestown.csv,4,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Newcastle.csv,8,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wakehurst.csv,7,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,SHARPE Chris,2,SHARPE Chris,2,SHARPE Chris,2,SHARPE Chris,2,SHARPE Chris,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Campbelltown.csv,7,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Manly.csv,6,GRIFFIN James,1,GRIFFIN James,1,GRIFFIN James,1,GRIFFIN James,1,GRIFFIN James,1,GLANVILLE Kristyn,2,GLANVILLE Kristyn,2,GLANVILLE Kristyn,2,GLANVILLE Kristyn,2,GLANVILLE Kristyn,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Castle Hill.csv,4,WILLIAMS Raymond,1,WILLIAMS Raymond,1,WILLIAMS Raymond,1,WILLIAMS Raymond,1,WILLIAMS Raymond,1,WILLIAMS Raymond,1,WILLIAMS Raymond,1,WILLIAMS Raymond,1,WILLIAMS Raymond,1,WILLIAMS Raymond,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Heffron.csv,5,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Londonderry.csv,5,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Upper Hunter.csv,8,JOHNSEN Michael,1,JOHNSEN Michael,1,JOHNSEN Michael,1,JOHNSEN Michael,1,JOHNSEN Michael,1,DAGG Melanie,2,DAGG Melanie,2,DAGG Melanie,2,DAGG Melanie,2,DAGG Melanie,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bankstown.csv,4,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Canterbury.csv,4,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1,COTSIS Sophie,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coffs Harbour.csv,8,SINGH Gurmesh,1,SINGH Gurmesh,1,SINGH Gurmesh,1,SINGH Gurmesh,1,SINGH Gurmesh,1,TOWNLEY Sally,3,TOWNLEY Sally,3,TOWNLEY Sally,3,TOWNLEY Sally,3,TOWNLEY Sally,3
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Liverpool.csv,6,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Strathfield.csv,6,MCKAY Jodi,1,MCKAY Jodi,1,MCKAY Jodi,1,MCKAY Jodi,1,MCKAY Jodi,1,MCKAY Jodi,1,MCKAY Jodi,1,MCKAY Jodi,1,MCKAY Jodi,1,MCKAY Jodi,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Ryde.csv,8,DOMINELLO Victor,1,DOMINELLO Victor,1,DOMINELLO Victor,1,DOMINELLO Victor,1,DOMINELLO Victor,1,LAXALE Jerome,2,LAXALE Jerome,2,LAXALE Jerome,2,LAXALE Jerome,2,LAXALE Jerome,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Albury.csv,5,CLANCY Justin,1,CLANCY Justin,1,CLANCY Justin,1,CLANCY Justin,1,CLANCY Justin,1,MUIRHEAD Lauriston,2,MUIRHEAD Lauriston,2,MUIRHEAD Lauriston,2,MUIRHEAD Lauriston,2,MUIRHEAD Lauriston,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cronulla.csv,5,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SPEAKMAN Mark,1,FARHART Teressa,2,FARHART Teressa,2,FARHART Teressa,2,FARHART Teressa,2,FARHART Teressa,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lismore.csv,7,CURTIN Austin,1,SAFFIN Janelle,2,SAFFIN Janelle,2,SAFFIN Janelle,2,CURTIN Austin,1,HIGGINSON Sue,3,HIGGINSON Sue,3,HIGGINSON Sue,3,HIGGINSON Sue,3,HIGGINSON Sue,3
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Hawkesbury.csv,9,PRESTON Robyn,1,PRESTON Robyn,1,PRESTON Robyn,1,PRESTON Robyn,1,PRESTON Robyn,1,REYNOLDS Peter,2,REYNOLDS Peter,2,REYNOLDS Peter,2,REYNOLDS Peter,2,REYNOLDS Peter,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Ballina.csv,6,FRANKLIN Ben,1,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Summer Hill.csv,6,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Baulkham Hills.csv,6,ELLIOTT David,1,ELLIOTT David,1,ELLIOTT David,1,ELLIOTT David,1,ELLIOTT David,1,TRACEY Ryan,2,TRACEY Ryan,2,TRACEY Ryan,2,TRACEY Ryan,2,TRACEY Ryan,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Heathcote.csv,5,EVANS Lee,1,EVANS Lee,1,EVANS Lee,1,EVANS Lee,1,EVANS Lee,1,STUART Maryanne,2,STUART Maryanne,2,STUART Maryanne,2,STUART Maryanne,2,STUART Maryanne,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Drummoyne.csv,5,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,HORE Tom,2,HORE Tom,2,HORE Tom,2,HORE Tom,2,HORE Tom,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Northern Tablelands.csv,4,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Myall Lakes.csv,6,BROMHEAD Stephen,1,BROMHEAD Stephen,1,BROMHEAD Stephen,1,BROMHEAD Stephen,1,BROMHEAD Stephen,1,KEEGAN David,2,KEEGAN David,2,KEEGAN David,2,KEEGAN David,2,KEEGAN David,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oxley.csv,5,PAVEY Melinda,1,PAVEY Melinda,1,PAVEY Melinda,1,PAVEY Melinda,1,PAVEY Melinda,1,JENVEY Susan,2,JENVEY Susan,2,JENVEY Susan,2,JENVEY Susan,2,JENVEY Susan,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data South Coast.csv,3,HANCOCK Shelley,1,HANCOCK Shelley,1,HANCOCK Shelley,1,HANCOCK Shelley,1,HANCOCK Shelley,1,ALLDRICK Annette,2,ALLDRICK Annette,2,ALLDRICK Annette,2,ALLDRICK Annette,2,ALLDRICK Annette,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Willoughby.csv,8,BEREJIKLIAN Gladys,1,BEREJIKLIAN Gladys,1,BEREJIKLIAN Gladys,1,BEREJIKLIAN Gladys,1,BEREJIKLIAN Gladys,1,KEOGH Daniel,3,KEOGH Daniel,3,KEOGH Daniel,3,KEOGH Daniel,3,KEOGH Daniel,3
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cabramatta.csv,5,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Vaucluse.csv,7,UPTON Gabrielle,1,UPTON Gabrielle,1,UPTON Gabrielle,1,UPTON Gabrielle,1,UPTON Gabrielle,1,McEWIN Megan,2,McEWIN Megan,2,McEWIN Megan,2,McEWIN Megan,2,McEWIN Megan,2
australia/processed_data/Australia_Victoria_LegAssembly_2018/BallotPaperDetails-Melbourne District SE2018.csv,8,Ellen Sandell,1,Ellen Sandell,1,Ellen Sandell,1,Jennifer Kanis,2,Jennifer Kanis,2,Ellen Sandell,1,Ellen Sandell,1,Ellen Sandell,1,Ellen Sandell,1,Ellen Sandell,1
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Strathfield.csv,6,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1,LI Jason Yat-Sen,1
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Willoughby.csv,6,JAMES Tim,1,JAMES Tim,1,JAMES Tim,1,JAMES Tim,1,JAMES Tim,1,PENN Larissa,2,PENN Larissa,2,PENN Larissa,2,PENN Larissa,2,PENN Larissa,2
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2101 LA Pref Data_NA_Upper Hunter.csv,13,LAYZELL Dave,1,LAYZELL Dave,1,LAYZELL Dave,1,LAYZELL Dave,1,LAYZELL Dave,1,DRAYTON Jeff,2,DRAYTON Jeff,2,DRAYTON Jeff,2,DRAYTON Jeff,2,DRAYTON Jeff,2
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Bega.csv,7,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1,HOLLAND Michael,1
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Monaro.csv,6,OVERALL Nichole,1,OVERALL Nichole,1,OVERALL Nichole,1,OVERALL Nichole,1,OVERALL Nichole,1,WILSON Bryce,2,WILSON Bryce,2,WILSON Bryce,2,WILSON Bryce,2,WILSON Bryce,2
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB1801 LA Pref Data_NA_Wagga Wagga.csv,7,HAM Julia,1,McGIRR Joe,2,McGIRR Joe,2,McGIRR Joe,2,McGIRR Joe,2,McGIRR Joe,2,McGIRR Joe,2,McGIRR Joe,2,McGIRR Joe,2,McGIRR Joe,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cessnock.csv,5,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1,BARR Clayton,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Keira.csv,5,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1,PARK Ryan,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Maroubra.csv,5,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1,DALEY Michael,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Holsworthy.csv,6,GIBBONS Melanie,1,GIBBONS Melanie,1,GIBBONS Melanie,1,GIBBONS Melanie,1,GIBBONS Melanie,1,KALIYANDA Charishma,2,KALIYANDA Charishma,2,KALIYANDA Charishma,2,KALIYANDA Charishma,2,KALIYANDA Charishma,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wollondilly.csv,6,ROWELL Jai,1,ROWELL Jai,1,ROWELL Jai,1,ROWELL Jai,1,ROWELL Jai,1,O'BRIEN Ciaran,2,O'BRIEN Ciaran,2,O'BRIEN Ciaran,2,O'BRIEN Ciaran,2,O'BRIEN Ciaran,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wollongong.csv,7,HAY Noreen,1,HAY Noreen,1,HAY Noreen,1,HAY Noreen,1,HAY Noreen,1,RORRIS Arthur,3,RORRIS Arthur,3,RORRIS Arthur,3,RORRIS Arthur,3,RORRIS Arthur,3
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Penrith.csv,8,AYRES Stuart,1,AYRES Stuart,1,AYRES Stuart,1,AYRES Stuart,1,AYRES Stuart,1,HUSAR Emma,2,HUSAR Emma,2,HUSAR Emma,2,HUSAR Emma,2,HUSAR Emma,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Upper Hunter.csv,6,JOHNSEN Michael,1,JOHNSEN Michael,1,JOHNSEN Michael,1,JOHNSEN Michael,1,JOHNSEN Michael,1,RUSH Martin,2,RUSH Martin,2,RUSH Martin,2,RUSH Martin,2,RUSH Martin,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Bathurst.csv,5,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1,TOOLE Paul,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Bankstown.csv,6,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1,MIHAILUK Tania,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Dubbo.csv,7,GRANT Troy,1,GRANT Troy,1,GRANT Troy,1,GRANT Troy,1,GRANT Troy,1,GRANT Troy,1,GRANT Troy,1,GRANT Troy,1,GRANT Troy,1,GRANT Troy,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Newcastle.csv,7,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1,CRAKANTHORP Tim,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Campbelltown.csv,5,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1,WARREN Greg,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Tweed.csv,5,PROVEST Geoff,1,PROVEST Geoff,1,PROVEST Geoff,1,GOODMAN Ron,2,PROVEST Geoff,1,GOODMAN Ron,2,GOODMAN Ron,2,GOODMAN Ron,2,GOODMAN Ron,2,GOODMAN Ron,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wakehurst.csv,6,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1,HAZZARD Brad,1
