file,numCands,plurality,plurality_rank,IRV,IRV_rank,top-two,top-two_rank,borda-pm,borda-pm_rank,borda-om-no-uwi,borda-om-no-uwi_rank,borda-avg-no-uwi,borda-avg-no-uwi_rank,top-3-truncation,top-3-truncation_rank,condorcet,condorcet_rank,minimax,minimax_rank,smith_plurality,smith_plurality_rank,smith_irv,smith_irv_rank,smith-minimax,smith-minimax_rank,ranked-pairs,ranked-pairs_rank,bucklin,bucklin_rank,approval,approval_rank
raw_data/scotland/processed_data/s-lanarks17-ballots/Ward17-HamiltonNorthandEast_s-lanarks17-17.csv,9,['Martin Grant HOSE (Con)'],1,['Davie MCLACHLAN (Lab)'],3,['Stephanie CALLAGHAN (SNP)'],2,['Davie MCLACHLAN (Lab)'],3,['Davie MCLACHLAN (Lab)'],3,['Davie MCLACHLAN (Lab)'],3,['Stephanie CALLAGHAN (SNP)'],2,['Davie MCLACHLAN (Lab)'],3,['Davie MCLACHLAN (Lab)'],3,['Martin Grant HOSE (Con)'],1,['Davie MCLACHLAN (Lab)'],3,['Davie MCLACHLAN (Lab)'],3,['Davie MCLACHLAN (Lab)'],3,['Davie MCLACHLAN (Lab)'],3,['Davie MCLACHLAN (Lab)'],3
raw_data/scotland/processed_data/s-lanarks17-ballots/Ward12-RutherglenCentralandNorth_s-lanarks17-12.csv,8,['Janine CALIKES (SNP)'],1,['Janine CALIKES (SNP)'],1,['Janine CALIKES (SNP)'],1,['Gerard KILLEN (Lab)'],2,['Janine CALIKES (SNP)'],1,['Gerard KILLEN (Lab)'],2,['Janine CALIKES (SNP)'],1,['Janine CALIKES (SNP)'],1,['Janine CALIKES (SNP)'],1,['Janine CALIKES (SNP)'],1,['Janine CALIKES (SNP)'],1,['Janine CALIKES (SNP)'],1,['Janine CALIKES (SNP)'],1,"['Gerard KILLEN (Lab)', 'Janine CALIKES (SNP)']",multiple,['Janine CALIKES (SNP)'],1
raw_data/scotland/processed_data/s-lanarks17-ballots/Ward14-CambuslangEast_s-lanarks17-14.csv,9,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,['Walter BROGAN (Lab)'],1,"['Alistair FULTON (SNP)', 'Walter BROGAN (Lab)', 'Katy LOUDON (SNP)']",multiple,['Walter BROGAN (Lab)'],1
raw_data/scotland/processed_data/s-lanarks17-ballots/Ward7-EastKilbrideCentralSouth_s-lanarks17-07.csv,8,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,['John ANDERSON (SNP)'],1,"['John ANDERSON (SNP)', 'Collette STEVENSON (SNP)', 'Gerry CONVERY (Lab)']",multiple,['John ANDERSON (SNP)'],1
raw_data/scotland/processed_data/s-lanarks17-ballots/Ward19-HamiltonSouth_s-lanarks17-19.csv,8,['John ROSS (SNP)'],1,['Joe LOWE (Lab)'],2,['Joe LOWE (Lab)'],2,['Joe LOWE (Lab)'],2,['John ROSS (SNP)'],1,['Joe LOWE (Lab)'],2,['John ROSS (SNP)'],1,['Joe LOWE (Lab)'],2,['Joe LOWE (Lab)'],2,['John ROSS (SNP)'],1,['Joe LOWE (Lab)'],2,['Joe LOWE (Lab)'],2,['Joe LOWE (Lab)'],2,"['John ROSS (SNP)', 'Joe LOWE (Lab)']",multiple,['Joe LOWE (Lab)'],2
raw_data/scotland/processed_data/s-lanarks17-ballots/Ward1-ClydesdaleWest_s-lanarks17-01.csv,9,['Poppy CORBETT (Con)'],1,['Poppy CORBETT (Con)'],1,['Poppy CORBETT (Con)'],1,['Eileen LOGAN (Lab)'],3,['Eileen LOGAN (Lab)'],3,['Eileen LOGAN (Lab)'],3,['Eileen LOGAN (Lab)'],3,['Eileen LOGAN (Lab)'],3,['Eileen LOGAN (Lab)'],3,['Poppy CORBETT (Con)'],1,['Poppy CORBETT (Con)'],1,['Eileen LOGAN (Lab)'],3,['Eileen LOGAN (Lab)'],3,['Eileen LOGAN (Lab)'],3,['Eileen LOGAN (Lab)'],3
raw_data/scotland/processed_data/s-lanarks17-ballots/Ward20-Larkhall_s-lanarks17-20.csv,10,['Richard NELSON (Con)'],1,['Andy CARMICHAEL (Lab)'],2,['Andy CARMICHAEL (Lab)'],2,['Andy CARMICHAEL (Lab)'],2,['Andy CARMICHAEL (Lab)'],2,['Andy CARMICHAEL (Lab)'],2,['Andy CARMICHAEL (Lab)'],2,['Andy CARMICHAEL (Lab)'],2,['Andy CARMICHAEL (Lab)'],2,['Richard NELSON (Con)'],1,['Andy CARMICHAEL (Lab)'],2,['Andy CARMICHAEL (Lab)'],2,['Andy CARMICHAEL (Lab)'],2,"['Andy CARMICHAEL (Lab)', 'Lesley MCDONALD (Lab)']",multiple,['Andy CARMICHAEL (Lab)'],2
raw_data/scotland/processed_data/s-lanarks17-ballots/Ward15-Blantyre_s-lanarks17-15.csv,9,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,['Mo RAZZAQ (Lab)'],1,"['Maureen CHALMERS (SNP)', 'Michael MCGLYNN (SNP)', 'Bert THOMSON (Lab)', 'Mo RAZZAQ (Lab)']",multiple,['Mo RAZZAQ (Lab)'],1
raw_data/scotland/processed_data/s-lanarks17-ballots/Ward13-CambuslangWest_s-lanarks17-13.csv,9,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Clare MCCOLL (SNP)'],4,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1,['Margaret WALKER (Lab)'],1
raw_data/scotland/processed_data/eilean-siar12-ballots/BeinnNaFoghlaAgusUibhistATuath_eilean-siar12-02.csv,7,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1,['Uisdean ROBERTSON (Ind)'],1
raw_data/scotland/processed_data/eilean-siar12-ballots/NaHearadhAgusCeannADeasNanLoch_eilean-siar12-03.csv,5,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1,['Catherine MACDONALD (Ind)'],1
"raw_data/scotland/processed_data/eilean-siar12-ballots/Barraigh,BhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv",12,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1,['Donald MANFORD (SNP)'],1
raw_data/scotland/processed_data/eilean-siar12-ballots/SteornabhaghaTuath_eilean-siar12-07.csv,11,['Iain MACKENZIE (Ind)'],1,['Iain MACKENZIE (Ind)'],1,['Iain MACKENZIE (Ind)'],1,['RODDIE MACKAY (Ind)'],2,['Iain MACKENZIE (Ind)'],1,['RODDIE MACKAY (Ind)'],2,['Iain MACKENZIE (Ind)'],1,['Iain MACKENZIE (Ind)'],1,['Iain MACKENZIE (Ind)'],1,['Iain MACKENZIE (Ind)'],1,['Iain MACKENZIE (Ind)'],1,['Iain MACKENZIE (Ind)'],1,['Iain MACKENZIE (Ind)'],1,"['Iain MACKENZIE (Ind)', 'RODDIE MACKAY (Ind)']",multiple,['Iain MACKENZIE (Ind)'],1
raw_data/scotland/processed_data/eilean-siar12-ballots/LochaTuath_eilean-siar12-08.csv,6,['Donald Finlayson CRICHTON (Ind)'],1,['Catriona STEWART (Ind)'],3,['JOHN A MACIVER (Ind)'],2,['Catriona STEWART (Ind)'],3,['Catriona STEWART (Ind)'],3,['Catriona STEWART (Ind)'],3,['Catriona STEWART (Ind)'],3,['Catriona STEWART (Ind)'],3,['Catriona STEWART (Ind)'],3,['Donald Finlayson CRICHTON (Ind)'],1,['Catriona STEWART (Ind)'],3,['Catriona STEWART (Ind)'],3,['Catriona STEWART (Ind)'],3,"['JOHN A MACIVER (Ind)', 'KENNETH A MACIVER (SNP)', 'Donald Finlayson CRICHTON (Ind)', 'Catriona STEWART (Ind)']",multiple,['Catriona STEWART (Ind)'],3
raw_data/scotland/processed_data/eilean-siar12-ballots/AnTaobhSiaragusNis_eilean-siar12-09.csv,7,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1,['Iain MORRISON (Ind)'],1
raw_data/scotland/processed_data/eilean-siar12-ballots/SteornabhaghaDeas_eilean-siar12-06.csv,8,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1,['Charlie NICOLSON (Ind)'],1
raw_data/scotland/processed_data/eilean-siar12-ballots/Sgir'UigeAgusCeannATuathNanLoch_eilean-siar12-04.csv,8,['NORMAN ALEXANDER MACDONALD (Ind)'],1,['Cudig MACLEOD (Ind)'],3,['Bill HOUSTON (SNP)'],2,['Cudig MACLEOD (Ind)'],3,['Cudig MACLEOD (Ind)'],3,['Cudig MACLEOD (Ind)'],3,['Cudig MACLEOD (Ind)'],3,['Cudig MACLEOD (Ind)'],3,['Cudig MACLEOD (Ind)'],3,['NORMAN ALEXANDER MACDONALD (Ind)'],1,['Cudig MACLEOD (Ind)'],3,['Cudig MACLEOD (Ind)'],3,['Cudig MACLEOD (Ind)'],3,['Cudig MACLEOD (Ind)'],3,['Cudig MACLEOD (Ind)'],3
raw_data/scotland/processed_data/e-ayrshire17-ballots/KilmarnockNorth_e-ayrshire17-02.csv,6,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,['Helen COFFEY (SNP)'],1,"['Helen COFFEY (SNP)', 'Elaine COWAN (SNP)']",multiple,['Helen COFFEY (SNP)'],1
raw_data/scotland/processed_data/e-ayrshire17-ballots/Annick_e-ayrshire17-01.csv,9,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['Gordon JENKINS (SNP)'],2,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1,['John MCFADZEAN (Con)'],1
raw_data/scotland/processed_data/e-ayrshire17-ballots/Ballochmyle_e-ayrshire17-07.csv,8,['Claire LEITCH (SNP)'],1,['Claire LEITCH (SNP)'],1,['Claire LEITCH (SNP)'],1,['Neil MCGHEE (Lab)'],3,['Neil MCGHEE (Lab)'],3,['Neil MCGHEE (Lab)'],3,['Claire LEITCH (SNP)'],1,['Claire LEITCH (SNP)'],1,['Claire LEITCH (SNP)'],1,['Claire LEITCH (SNP)'],1,['Claire LEITCH (SNP)'],1,['Claire LEITCH (SNP)'],1,['Claire LEITCH (SNP)'],1,"['Jim ROBERTS (SNP)', 'Neil MURRAY (Lab)', 'Claire LEITCH (SNP)', 'Neil MCGHEE (Lab)']",multiple,['Claire LEITCH (SNP)'],1
raw_data/scotland/processed_data/e-ayrshire17-ballots/CumnockandNewCumnock_e-ayrshire17-08.csv,9,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1,['Billy CRAWFORD (Lab)'],1
raw_data/scotland/processed_data/e-ayrshire17-ballots/KilmarnockWestandCrosshouse_e-ayrshire17-03.csv,7,['Tom COOK (Con)'],1,['Iain LINTON (SNP)'],3,['Lillian JONES (Lab)'],2,['Iain LINTON (SNP)'],3,['Iain LINTON (SNP)'],3,['Iain LINTON (SNP)'],3,['Iain LINTON (SNP)'],3,['Iain LINTON (SNP)'],3,['Iain LINTON (SNP)'],3,['Tom COOK (Con)'],1,['Iain LINTON (SNP)'],3,['Iain LINTON (SNP)'],3,['Iain LINTON (SNP)'],3,"['Lillian JONES (Lab)', 'Douglas REID (SNP)', 'Tom COOK (Con)', 'Iain LINTON (SNP)']",multiple,['Iain LINTON (SNP)'],3
raw_data/scotland/processed_data/e-ayrshire17-ballots/KilmarnockSouth_e-ayrshire17-05.csv,6,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,['Jim TODD (SNP)'],1,"['Jim TODD (SNP)', 'Clare MAITLAND (SNP)']",multiple,['Jim TODD (SNP)'],1
raw_data/scotland/processed_data/e-ayrshire17-ballots/DoonValley_e-ayrshire17-09.csv,10,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1,['Elaine DINWOODIE (Lab)'],1
raw_data/scotland/processed_data/e-ayrshire17-ballots/IrvineValley_e-ayrshire17-06.csv,9,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,['Elena WHITHAM (SNP)'],1,"['Elena WHITHAM (SNP)', 'Sally COGLEY (Rubbish)']",multiple,['Elena WHITHAM (SNP)'],1
raw_data/scotland/processed_data/e-ayrshire17-ballots/KilmarnockEastandHurlford_e-ayrshire17-04.csv,8,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,['Fiona CAMPBELL (SNP)'],1,"['Barry DOUGLAS (Lab)', 'Fiona CAMPBELL (SNP)', 'John CAMPBELL (SNP)']",multiple,['Fiona CAMPBELL (SNP)'],1
raw_data/scotland/processed_data/angus22/Ward1-KirriemuirandDean_ward1.csv,8,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,['Julie BELL (SNP)'],1,"['George MEECHAN (SNP)', 'Julie BELL (SNP)']",multiple,['Julie BELL (SNP)'],1
raw_data/scotland/processed_data/angus22/Ward8-MontroseandDistrict_ward8.csv,10,['Iain GALL (Con)'],1,['Kenny BRAES (SNP)'],2,['Kenny BRAES (SNP)'],2,['Kenny BRAES (SNP)'],2,['Kenny BRAES (SNP)'],2,['Kenny BRAES (SNP)'],2,['Kenny BRAES (SNP)'],2,['Kenny BRAES (SNP)'],2,['Kenny BRAES (SNP)'],2,['Iain GALL (Con)'],1,['Kenny BRAES (SNP)'],2,['Kenny BRAES (SNP)'],2,['Kenny BRAES (SNP)'],2,"['Tommy STEWART (Ind)', 'Bill DUFF (SNP)', 'Kenny BRAES (SNP)', 'Mark SALMOND (Ind)']",multiple,['Kenny BRAES (SNP)'],2
raw_data/scotland/processed_data/angus22/Ward6-ArbroathWestLethamandFriockheim_ward6.csv,11,['Louise NICOL (Con)'],1,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Louise NICOL (Con)'],1,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2,['Serena Mary COWDY (SNP)'],2
raw_data/scotland/processed_data/angus22/Ward7-ArbroathEastandLunan_ward7.csv,7,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Lois SPEED (Ind)'],1,['Brenda DURNO (SNP)'],2,['Lois SPEED (Ind)'],1
raw_data/scotland/processed_data/angus22/Ward3-ForfarandDistrict_ward3.csv,9,['Linda CLARK (SNP)'],1,['Ian MCLAREN (Ind)'],3,['Linda CLARK (SNP)'],1,['Ian MCLAREN (Ind)'],3,['Linda CLARK (SNP)'],1,['Ian MCLAREN (Ind)'],3,['Linda CLARK (SNP)'],1,[],,['Linda CLARK (SNP)'],1,['Linda CLARK (SNP)'],1,['Ian MCLAREN (Ind)'],3,['Linda CLARK (SNP)'],1,['Linda CLARK (SNP)'],1,"['Lynne DEVINE (SNP)', 'Ian MCLAREN (Ind)', 'Linda CLARK (SNP)', 'Colin BROWN (Ind)']",multiple,['Linda CLARK (SNP)'],1
raw_data/scotland/processed_data/angus22/Ward2-BrechinandEdzell_ward2.csv,6,['Chris BEATTIE (SNP)'],1,['Chris BEATTIE (SNP)'],1,['Chris BEATTIE (SNP)'],1,['Jill BROWN SCOTT (Ind)'],3,['Jill BROWN SCOTT (Ind)'],3,['Jill BROWN SCOTT (Ind)'],3,['Jill BROWN SCOTT (Ind)'],3,['Jill BROWN SCOTT (Ind)'],3,['Jill BROWN SCOTT (Ind)'],3,['Chris BEATTIE (SNP)'],1,['Chris BEATTIE (SNP)'],1,['Jill BROWN SCOTT (Ind)'],3,['Jill BROWN SCOTT (Ind)'],3,['Jill BROWN SCOTT (Ind)'],3,['Jill BROWN SCOTT (Ind)'],3
raw_data/scotland/processed_data/angus22/Ward4-MonifiethandSidlaw_ward4.csv,9,['Craig FOTHERINGHAM (Con)'],1,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Craig FOTHERINGHAM (Con)'],1,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2,['Lloyd MELVILLE (SNP)'],2
raw_data/scotland/processed_data/angus22/Ward5-CarnoustieandDistrict_ward5.csv,8,['Mark James MCDONALD (SNP)'],1,['David CHEAPE (Ind)'],2,['David CHEAPE (Ind)'],2,['David CHEAPE (Ind)'],2,['David CHEAPE (Ind)'],2,['David CHEAPE (Ind)'],2,['Mark James MCDONALD (SNP)'],1,['David CHEAPE (Ind)'],2,['David CHEAPE (Ind)'],2,['Mark James MCDONALD (SNP)'],1,['David CHEAPE (Ind)'],2,['David CHEAPE (Ind)'],2,['David CHEAPE (Ind)'],2,"['David CHEAPE (Ind)', 'Mark James MCDONALD (SNP)', 'Brian David BOYD (Ind)']",multiple,['David CHEAPE (Ind)'],2
"raw_data/scotland/processed_data/w-lothian22/Ward2-BroxburnUphallandWinchburgh_west lothian,2022,ward 2.csv",10,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,['Diane CALDER (SNP)'],1,"['Diane CALDER (SNP)', 'Janet CAMPBELL (SNP)']",multiple,['Diane CALDER (SNP)'],1
"raw_data/scotland/processed_data/w-lothian22/Ward7-WhitburnandBlackburn_west lothian,2022,ward 7.csv",8,['JIM DICKSON (SNP)'],1,['George PAUL (Labour and Co-operative Party)'],2,['George PAUL (Labour and Co-operative Party)'],2,['George PAUL (Labour and Co-operative Party)'],2,['George PAUL (Labour and Co-operative Party)'],2,['George PAUL (Labour and Co-operative Party)'],2,['JIM DICKSON (SNP)'],1,['George PAUL (Labour and Co-operative Party)'],2,['George PAUL (Labour and Co-operative Party)'],2,['JIM DICKSON (SNP)'],1,['George PAUL (Labour and Co-operative Party)'],2,['George PAUL (Labour and Co-operative Party)'],2,['George PAUL (Labour and Co-operative Party)'],2,"['JIM DICKSON (SNP)', 'Kirsteen SULLIVAN (Labour and Co-operative Party)', 'George PAUL (Labour and Co-operative Party)']",multiple,['George PAUL (Labour and Co-operative Party)'],2
"raw_data/scotland/processed_data/w-lothian22/Ward3-LivingstonNorth_west lothian,2022,ward 3.csv",9,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,['Robert DE BOLD (SNP)'],1,"['Robert DE BOLD (SNP)', 'Andrew MILLER (SNP)']",multiple,['Robert DE BOLD (SNP)'],1
"raw_data/scotland/processed_data/w-lothian22/Ward6-FauldhouseandtheBreichValley_west lothian,2022,ward 6.csv",9,['Pauline CLARK (SNP)'],1,['Cathy MULDOON (Lab)'],2,['Cathy MULDOON (Lab)'],2,['Cathy MULDOON (Lab)'],2,['Pauline CLARK (SNP)'],1,['Cathy MULDOON (Lab)'],2,['Cathy MULDOON (Lab)'],2,['Cathy MULDOON (Lab)'],2,['Cathy MULDOON (Lab)'],2,['Pauline CLARK (SNP)'],1,['Cathy MULDOON (Lab)'],2,['Cathy MULDOON (Lab)'],2,['Cathy MULDOON (Lab)'],2,"['Craig MEEK (Lab)', 'Cathy MULDOON (Lab)']",multiple,['Cathy MULDOON (Lab)'],2
