"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","rank27","rank28","Num Cands","Num Seats"
"28","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","14","15","10","1","5","17","6","12","4","9","18","16","20","28","3","23","11","21","25","13","7","24","27","19","2","8","26","nan","nan"
"28","8","4","2","1","13","16","6","10","11","7","5","14","12","15","3","17","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","28","1","23","20","18","17","3","25","2","7","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","1","13","12","9","16","10","6","14","15","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","28","15","22","13","12","10","9","11","2","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","15","3","5","2","17","12","14","7","21","8","4","19","11","20","9","13","1","16","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","28","5","3","2","9","8","7","4","12","11","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","9","21","11","17","2","4","28","12","13","8","20","15","27","6","1","22","23","5","19","24","14","26","3","18","10","16","7","nan","nan"
"20","5","10","2","4","18","11","12","7","9","19","13","3","6","17","14","15","1","16","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","26","23","4","1","3","27","22","9","28","21","25","10","7","16","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","15","25","22","1","7","27","19","26","13","21","8","3","14","18","28","20","23","2","12","9","5","4","17","16","10","24","11","nan","nan"
"25","11","15","4","3","2","18","12","19","7","5","26","21","23","10","6","16","9","27","28","17","22","13","20","24","1","14","8","nan","nan"
"9","10","4","2","16","12","13","6","7","17","5","3","11","14","1","15","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","12","16","2","5","18","17","13","7","4","14","11","3","6","19","20","15","9","1","10","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","28","26","9","8","7","5","10","2","4","27","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","12","4","3","2","19","13","9","10","6","17","14","5","7","23","22","11","24","8","1","16","15","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
