,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,numSeats,numCands
10555,PP,Medowie Public,1723,Formal,MP,ANDERSON Leah,skipped,1,2
10556,PP,Medowie Public,1724,Formal,MP,ANDERSON Leah,skipped,1,2
10557,PP,Medowie Public,1725,Formal,MP,ANDERSON Leah,skipped,1,2
10558,PP,Medowie Public,1726,Formal,MP,ANDERSON Leah,skipped,1,2
10559,PP,Medowie Public,1727,Formal,MP,ANDERSON Leah,skipped,1,2
10560,PP,Medowie Public,1728,Formal,MP,ANDERSON Leah,skipped,1,2
10561,PP,Medowie Public,1729,Formal,MP,ANDERSON Leah,skipped,1,2
10562,PP,Medowie Public,1730,Formal,MP,ANDERSON Leah,skipped,1,2
10563,PP,Medowie Public,1731,Formal,MP,ANDERSON Leah,skipped,1,2
10564,PP,Medowie Public,1732,Formal,MP,ANDERSON Leah,skipped,1,2
10565,PP,Medowie Public,1733,Formal,MP,ANDERSON Leah,skipped,1,2
10566,PP,Medowie Public,1734,Formal,MP,ANDERSON Leah,skipped,1,2
10567,PP,Medowie Public,1735,Formal,MP,ANDERSON Leah,skipped,1,2
10568,PP,Medowie Public,1736,Formal,MP,ANDERSON Leah,skipped,1,2
10569,PP,Medowie Public,1737,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10570,PP,Medowie Public,1738,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10571,PP,Medowie Public,1739,Formal,MP,ANDERSON Leah,skipped,1,2
10572,PP,Medowie Public,1740,Formal,MP,ANDERSON Leah,skipped,1,2
10573,PP,Medowie Public,1741,Formal,MP,ANDERSON Leah,skipped,1,2
10574,PP,Medowie Public,1742,Formal,MP,ANDERSON Leah,skipped,1,2
10575,PP,Medowie Public,1743,Formal,MP,ANDERSON Leah,skipped,1,2
10576,PP,Medowie Public,1744,Formal,MP,ANDERSON Leah,skipped,1,2
10577,PP,Medowie Public,1745,Formal,MP,ANDERSON Leah,skipped,1,2
10578,PP,Medowie Public,1746,Formal,MP,ANDERSON Leah,skipped,1,2
10579,PP,Medowie Public,1747,Formal,MP,ANDERSON Leah,skipped,1,2
10580,PP,Medowie Public,1748,Formal,MP,ANDERSON Leah,skipped,1,2
10581,PP,Medowie Public,1749,Formal,MP,ANDERSON Leah,skipped,1,2
10582,PP,Medowie Public,1750,Formal,MP,ANDERSON Leah,skipped,1,2
10583,PP,Medowie Public,1751,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10584,PP,Medowie Public,1752,Formal,MP,ANDERSON Leah,skipped,1,2
10585,PP,Medowie Public,1753,Formal,MP,ANDERSON Leah,skipped,1,2
10586,PP,Medowie Public,1754,Formal,MP,ANDERSON Leah,skipped,1,2
10587,PP,Medowie Public,1755,Formal,MP,ANDERSON Leah,skipped,1,2
10588,PP,Medowie Public,1756,Formal,MP,ANDERSON Leah,skipped,1,2
10589,PP,Medowie Public,1757,Formal,MP,ANDERSON Leah,skipped,1,2
10590,PP,Medowie Public,1758,Formal,MP,ANDERSON Leah,skipped,1,2
10591,PP,Medowie Public,1759,Formal,MP,ANDERSON Leah,skipped,1,2
10592,PP,Medowie Public,1760,Formal,MP,ANDERSON Leah,skipped,1,2
10593,PP,Medowie Public,1761,Formal,MP,ANDERSON Leah,skipped,1,2
10594,PP,Medowie Public,1762,Formal,MP,ANDERSON Leah,skipped,1,2
10595,PP,Medowie Public,1763,Formal,MP,ANDERSON Leah,skipped,1,2
10596,PP,Medowie Public,1764,Formal,MP,ANDERSON Leah,skipped,1,2
10597,PP,Medowie Public,1765,Formal,MP,ANDERSON Leah,skipped,1,2
10598,PP,Medowie Public,1766,Formal,MP,ANDERSON Leah,skipped,1,2
10599,PP,Medowie Public,1767,Formal,MP,ANDERSON Leah,skipped,1,2
10600,PP,Medowie Public,1768,Formal,MP,ANDERSON Leah,skipped,1,2
10601,PP,Medowie Public,1769,Formal,MP,ANDERSON Leah,skipped,1,2
10602,PP,Medowie Public,1770,Formal,MP,ANDERSON Leah,skipped,1,2
10603,PP,Medowie Public,1771,Formal,MP,ANDERSON Leah,skipped,1,2
10604,PP,Medowie Public,1772,Formal,MP,ANDERSON Leah,skipped,1,2
10605,PP,Medowie Public,1773,Formal,MP,ANDERSON Leah,skipped,1,2
10606,PP,Medowie Public,1774,Formal,MP,ANDERSON Leah,skipped,1,2
10607,PP,Medowie Public,1775,Formal,MP,ANDERSON Leah,skipped,1,2
10608,PP,Medowie Public,1776,Formal,MP,ANDERSON Leah,skipped,1,2
10609,PP,Medowie Public,1777,Formal,MP,ANDERSON Leah,skipped,1,2
10610,PP,Medowie Public,1778,Formal,MP,ANDERSON Leah,skipped,1,2
10611,PP,Medowie Public,1779,Formal,MP,ANDERSON Leah,skipped,1,2
10612,PP,Medowie Public,1780,Formal,MP,ANDERSON Leah,skipped,1,2
10613,PP,Medowie Public,1781,Formal,MP,ANDERSON Leah,skipped,1,2
10614,PP,Medowie Public,1782,Formal,MP,ANDERSON Leah,skipped,1,2
10615,PP,Medowie Public,1783,Formal,MP,ANDERSON Leah,skipped,1,2
10616,PP,Medowie Public,1784,Formal,MP,ANDERSON Leah,skipped,1,2
10617,PP,Medowie Public,1785,Formal,MP,ANDERSON Leah,skipped,1,2
10618,PP,Medowie Public,1786,Formal,MP,ANDERSON Leah,skipped,1,2
10619,PP,Medowie Public,1787,Formal,MP,ANDERSON Leah,skipped,1,2
10620,PP,Medowie Public,1788,Formal,MP,ANDERSON Leah,skipped,1,2
10621,PP,Medowie Public,1789,Formal,MP,ANDERSON Leah,skipped,1,2
10622,PP,Medowie Public,1790,Formal,MP,ANDERSON Leah,skipped,1,2
10623,PP,Medowie Public,1791,Formal,MP,ANDERSON Leah,skipped,1,2
10624,PP,Medowie Public,1792,Formal,MP,ANDERSON Leah,skipped,1,2
10625,PP,Medowie Public,1793,Formal,MP,ANDERSON Leah,skipped,1,2
10626,PP,Medowie Public,1794,Formal,MP,ANDERSON Leah,skipped,1,2
10627,PP,Medowie Public,1795,Formal,MP,ANDERSON Leah,skipped,1,2
10628,PP,Medowie Public,1796,Formal,MP,ANDERSON Leah,skipped,1,2
10629,PP,Medowie Public,1797,Formal,MP,ANDERSON Leah,skipped,1,2
10630,PP,Medowie Public,1798,Formal,MP,ANDERSON Leah,skipped,1,2
10631,PP,Medowie Public,1799,Formal,MP,ANDERSON Leah,skipped,1,2
10632,PP,Medowie Public,1800,Formal,MP,ANDERSON Leah,skipped,1,2
10633,PP,Medowie Public,1801,Formal,MP,ANDERSON Leah,skipped,1,2
10634,PP,Medowie Public,1802,Formal,MP,ANDERSON Leah,skipped,1,2
10635,PP,Medowie Public,1803,Formal,MP,ANDERSON Leah,skipped,1,2
10636,PP,Medowie Public,1804,Formal,MP,ANDERSON Leah,skipped,1,2
10637,PP,Medowie Public,1805,Formal,MP,ANDERSON Leah,skipped,1,2
10638,PP,Medowie Public,1806,Formal,MP,ANDERSON Leah,skipped,1,2
10639,PP,Medowie Public,1807,Formal,MP,ANDERSON Leah,skipped,1,2
10640,PP,Medowie Public,1808,Formal,MP,ANDERSON Leah,skipped,1,2
10641,PP,Medowie Public,1809,Formal,MP,ANDERSON Leah,skipped,1,2
10642,PP,Medowie Public,1810,Formal,MP,ANDERSON Leah,skipped,1,2
10643,PP,Medowie Public,1811,Formal,MP,ANDERSON Leah,skipped,1,2
10644,PP,Medowie Public,1812,Formal,MP,ANDERSON Leah,skipped,1,2
10645,PP,Medowie Public,1813,Formal,MP,ANDERSON Leah,skipped,1,2
10646,PP,Medowie Public,1814,Formal,MP,ANDERSON Leah,skipped,1,2
10647,PP,Medowie Public,1815,Formal,MP,ANDERSON Leah,skipped,1,2
10648,PP,Medowie Public,1816,Formal,MP,ANDERSON Leah,skipped,1,2
10649,PP,Medowie Public,1817,Formal,MP,ANDERSON Leah,skipped,1,2
10650,PP,Medowie Public,1818,Formal,MP,ANDERSON Leah,skipped,1,2
10651,PP,Medowie Public,1819,Formal,MP,ANDERSON Leah,skipped,1,2
10652,PP,Medowie Public,1820,Formal,MP,ANDERSON Leah,skipped,1,2
10653,PP,Medowie Public,1821,Formal,MP,ANDERSON Leah,skipped,1,2
10654,PP,Medowie Public,1822,Formal,MP,ANDERSON Leah,skipped,1,2
10655,PP,Medowie Public,1823,Formal,MP,ANDERSON Leah,skipped,1,2
10656,PP,Medowie Public,1824,Formal,MP,ANDERSON Leah,skipped,1,2
10657,PP,Medowie Public,1825,Formal,MP,ANDERSON Leah,skipped,1,2
10658,PP,Medowie Public,1826,Formal,MP,ANDERSON Leah,skipped,1,2
10659,PP,Medowie Public,1827,Formal,MP,ANDERSON Leah,skipped,1,2
10660,PP,Medowie Public,1828,Formal,MP,ANDERSON Leah,skipped,1,2
10661,PP,Medowie Public,1829,Formal,MP,ANDERSON Leah,skipped,1,2
10662,PP,Medowie Public,1830,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10663,PP,Medowie Public,1831,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10664,PP,Medowie Public,1832,Formal,MP,ANDERSON Leah,skipped,1,2
10665,PP,Medowie Public,1833,Formal,MP,ANDERSON Leah,skipped,1,2
10666,PP,Medowie Public,1834,Formal,MP,ANDERSON Leah,skipped,1,2
10667,PP,Medowie Public,1835,Formal,MP,ANDERSON Leah,skipped,1,2
10668,PP,Medowie Public,1836,Formal,MP,ANDERSON Leah,skipped,1,2
10669,PP,Medowie Public,1837,Formal,MP,ANDERSON Leah,skipped,1,2
10670,PP,Medowie Public,1838,Formal,MP,ANDERSON Leah,skipped,1,2
10671,PP,Medowie Public,1839,Formal,MP,ANDERSON Leah,skipped,1,2
10672,PP,Medowie Public,1840,Formal,MP,ANDERSON Leah,skipped,1,2
10673,PP,Medowie Public,1841,Formal,MP,ANDERSON Leah,skipped,1,2
10674,PP,Medowie Public,1842,Formal,MP,ANDERSON Leah,skipped,1,2
10675,PP,Medowie Public,1843,Formal,MP,ANDERSON Leah,skipped,1,2
10676,PP,Medowie Public,1844,Formal,MP,ANDERSON Leah,skipped,1,2
10677,PP,Medowie Public,1845,Formal,MP,ANDERSON Leah,skipped,1,2
10678,PP,Medowie Public,1846,Formal,MP,ANDERSON Leah,skipped,1,2
10679,PP,Medowie Public,1847,Formal,MP,ANDERSON Leah,skipped,1,2
10680,PP,Medowie Public,1848,Formal,MP,ANDERSON Leah,skipped,1,2
10681,PP,Medowie Public,1849,Formal,MP,ANDERSON Leah,skipped,1,2
10682,PP,Medowie Public,1850,Formal,MP,ANDERSON Leah,skipped,1,2
10683,PP,Medowie Public,1851,Formal,MP,ANDERSON Leah,skipped,1,2
10684,PP,Medowie Public,1852,Formal,MP,ANDERSON Leah,skipped,1,2
10685,PP,Medowie Public,1853,Formal,MP,ANDERSON Leah,skipped,1,2
10686,PP,Medowie Public,1854,Formal,MP,ANDERSON Leah,skipped,1,2
10687,PP,Medowie Public,1855,Formal,MP,ANDERSON Leah,skipped,1,2
10688,PP,Medowie Public,1856,Formal,MP,ANDERSON Leah,skipped,1,2
10689,PP,Medowie Public,1857,Formal,MP,ANDERSON Leah,skipped,1,2
10690,PP,Medowie Public,1858,Formal,MP,ANDERSON Leah,skipped,1,2
10691,PP,Medowie Public,1859,Formal,MP,ANDERSON Leah,skipped,1,2
10692,PP,Medowie Public,1860,Formal,MP,ANDERSON Leah,skipped,1,2
10693,PP,Medowie Public,1861,Formal,MP,ANDERSON Leah,skipped,1,2
10694,PP,Medowie Public,1862,Formal,MP,ANDERSON Leah,skipped,1,2
10695,PP,Medowie Public,1863,Formal,MP,ANDERSON Leah,skipped,1,2
10696,PP,Medowie Public,1864,Formal,MP,ANDERSON Leah,skipped,1,2
10697,PP,Medowie Public,1865,Formal,MP,ANDERSON Leah,skipped,1,2
10698,PP,Medowie Public,1866,Formal,MP,ANDERSON Leah,skipped,1,2
10699,PP,Medowie Public,1867,Formal,MP,ANDERSON Leah,skipped,1,2
10700,PP,Medowie Public,1868,Formal,MP,ANDERSON Leah,skipped,1,2
10701,PP,Medowie Public,1869,Formal,MP,ANDERSON Leah,skipped,1,2
10702,PP,Medowie Public,1870,Formal,MP,ANDERSON Leah,skipped,1,2
10703,PP,Medowie Public,1871,Formal,MP,ANDERSON Leah,skipped,1,2
10704,PP,Medowie Public,1872,Formal,MP,ANDERSON Leah,skipped,1,2
10705,PP,Medowie Public,1873,Formal,MP,ANDERSON Leah,skipped,1,2
10706,PP,Medowie Public,1874,Formal,MP,ANDERSON Leah,skipped,1,2
10707,PP,Medowie Public,1875,Formal,MP,ANDERSON Leah,skipped,1,2
10708,PP,Medowie Public,1876,Formal,MP,ANDERSON Leah,skipped,1,2
10709,PP,Medowie Public,1877,Formal,MP,ANDERSON Leah,skipped,1,2
10710,PP,Medowie Public,1878,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10711,PP,Medowie Public,1879,Formal,MP,ANDERSON Leah,skipped,1,2
10712,PP,Medowie Public,1880,Formal,MP,ANDERSON Leah,skipped,1,2
10713,PP,Medowie Public,1881,Formal,MP,ANDERSON Leah,skipped,1,2
10714,PP,Medowie Public,1882,Formal,MP,ANDERSON Leah,skipped,1,2
10715,PP,Medowie Public,1883,Formal,MP,ANDERSON Leah,skipped,1,2
10716,PP,Medowie Public,1884,Formal,MP,ANDERSON Leah,skipped,1,2
10717,PP,Medowie Public,1885,Formal,MP,ANDERSON Leah,skipped,1,2
10718,PP,Medowie Public,1886,Formal,MP,ANDERSON Leah,skipped,1,2
10719,PP,Medowie Public,1887,Formal,MP,ANDERSON Leah,skipped,1,2
10720,PP,Medowie Public,1888,Formal,MP,ANDERSON Leah,skipped,1,2
10721,PP,Medowie Public,1889,Formal,MP,ANDERSON Leah,skipped,1,2
10722,PP,Medowie Public,1890,Formal,MP,ANDERSON Leah,skipped,1,2
10723,PP,Medowie Public,1891,Formal,MP,ANDERSON Leah,skipped,1,2
10724,PP,Medowie Public,1892,Formal,MP,ANDERSON Leah,skipped,1,2
10725,PP,Medowie Public,1893,Formal,MP,ANDERSON Leah,skipped,1,2
10726,PP,Medowie Public,1894,Formal,MP,ANDERSON Leah,skipped,1,2
10727,PP,Medowie Public,1895,Formal,MP,ANDERSON Leah,skipped,1,2
10728,PP,Medowie Public,1896,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10729,PP,Medowie Public,1897,Formal,MP,ANDERSON Leah,skipped,1,2
10730,PP,Medowie Public,1898,Formal,MP,ANDERSON Leah,skipped,1,2
10731,PP,Medowie Public,1899,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10732,PP,Medowie Public,1900,Formal,MP,ANDERSON Leah,skipped,1,2
10733,PP,Medowie Public,1901,Formal,MP,ANDERSON Leah,skipped,1,2
10734,PP,Medowie Public,1902,Formal,MP,ANDERSON Leah,skipped,1,2
10735,PP,Medowie Public,1903,Formal,MP,ANDERSON Leah,skipped,1,2
10736,PP,Medowie Public,1904,Formal,MP,ANDERSON Leah,skipped,1,2
10737,PP,Medowie Public,1905,Formal,MP,ANDERSON Leah,skipped,1,2
10738,PP,Medowie Public,1906,Formal,MP,ANDERSON Leah,skipped,1,2
10739,PP,Medowie Public,1907,Formal,MP,ANDERSON Leah,skipped,1,2
10740,PP,Medowie Public,1908,Formal,MP,ANDERSON Leah,skipped,1,2
10741,PP,Medowie Public,1909,Formal,MP,ANDERSON Leah,skipped,1,2
10742,PP,Medowie Public,1910,Formal,MP,ANDERSON Leah,skipped,1,2
10743,PP,Medowie Public,1911,Formal,MP,ANDERSON Leah,skipped,1,2
10744,PP,Medowie Public,1912,Formal,MP,ANDERSON Leah,skipped,1,2
10745,PP,Medowie Public,1913,Formal,MP,ANDERSON Leah,skipped,1,2
10746,PP,Medowie Public,1914,Formal,MP,ANDERSON Leah,skipped,1,2
10747,PP,Medowie Public,1915,Formal,MP,ANDERSON Leah,skipped,1,2
10748,PP,Medowie Public,1916,Formal,MP,ANDERSON Leah,skipped,1,2
10749,PP,Medowie Public,1917,Formal,MP,ANDERSON Leah,skipped,1,2
10750,PP,Medowie Public,1918,Formal,MP,ANDERSON Leah,skipped,1,2
10751,PP,Medowie Public,1919,Formal,MP,ANDERSON Leah,skipped,1,2
10752,PP,Medowie Public,1920,Formal,MP,ANDERSON Leah,skipped,1,2
10753,PP,Medowie Public,1921,Formal,MP,ANDERSON Leah,skipped,1,2
10754,PP,Medowie Public,1922,Formal,MP,ANDERSON Leah,skipped,1,2
10755,PP,Medowie Public,1923,Formal,MP,ANDERSON Leah,skipped,1,2
10756,PP,Medowie Public,1924,Formal,MP,ANDERSON Leah,skipped,1,2
10757,PP,Medowie Public,1925,Formal,MP,ANDERSON Leah,skipped,1,2
10758,PP,Medowie Public,1926,Formal,MP,ANDERSON Leah,skipped,1,2
10759,PP,Medowie Public,1927,Formal,MP,ANDERSON Leah,skipped,1,2
10760,PP,Medowie Public,1928,Formal,MP,ANDERSON Leah,skipped,1,2
10761,PP,Medowie Public,1929,Formal,MP,ANDERSON Leah,skipped,1,2
10762,PP,Medowie Public,1930,Formal,MP,ANDERSON Leah,skipped,1,2
10763,PP,Medowie Public,1931,Formal,MP,ANDERSON Leah,skipped,1,2
10764,PP,Medowie Public,1932,Formal,MP,ANDERSON Leah,skipped,1,2
10765,PP,Medowie Public,1933,Formal,MP,ANDERSON Leah,skipped,1,2
10766,PP,Medowie Public,1934,Formal,MP,ANDERSON Leah,skipped,1,2
10767,PP,Medowie Public,1935,Formal,MP,ANDERSON Leah,skipped,1,2
10768,PP,Medowie Public,1936,Formal,MP,ANDERSON Leah,skipped,1,2
10769,PP,Medowie Public,1937,Formal,MP,ANDERSON Leah,skipped,1,2
10770,PP,Medowie Public,1938,Formal,MP,ANDERSON Leah,skipped,1,2
10771,PP,Medowie Public,1939,Formal,MP,ANDERSON Leah,skipped,1,2
10772,PP,Medowie Public,1940,Formal,MP,ANDERSON Leah,skipped,1,2
10773,PP,Medowie Public,1941,Formal,MP,ANDERSON Leah,skipped,1,2
10774,PP,Medowie Public,1942,Formal,MP,ANDERSON Leah,skipped,1,2
10775,PP,Medowie Public,1943,Formal,MP,ANDERSON Leah,skipped,1,2
10776,PP,Medowie Public,1944,Formal,MP,ANDERSON Leah,skipped,1,2
10777,PP,Medowie Public,1945,Formal,MP,ANDERSON Leah,skipped,1,2
10778,PP,Medowie Public,1946,Formal,MP,ANDERSON Leah,skipped,1,2
10779,PP,Medowie Public,1947,Formal,MP,ANDERSON Leah,skipped,1,2
10780,PP,Medowie Public,1948,Formal,MP,ANDERSON Leah,skipped,1,2
10781,PP,Medowie Public,1949,Formal,MP,ANDERSON Leah,skipped,1,2
10782,PP,Medowie Public,1950,Formal,MP,ANDERSON Leah,skipped,1,2
10783,PP,Medowie Public,1951,Formal,MP,ANDERSON Leah,skipped,1,2
10784,PP,Medowie Public,1952,Formal,MP,ANDERSON Leah,skipped,1,2
10785,PP,Medowie Public,1953,Formal,MP,ANDERSON Leah,skipped,1,2
10786,PP,Medowie Public,1954,Formal,MP,ANDERSON Leah,skipped,1,2
10787,PP,Medowie Public,1955,Formal,MP,ANDERSON Leah,skipped,1,2
10788,PP,Medowie Public,1956,Formal,MP,ANDERSON Leah,skipped,1,2
10789,PP,Medowie Public,1957,Formal,MP,ANDERSON Leah,skipped,1,2
10790,PP,Medowie Public,1958,Formal,MP,ANDERSON Leah,skipped,1,2
10791,PP,Medowie Public,1959,Formal,MP,ANDERSON Leah,skipped,1,2
10792,PP,Medowie Public,1960,Formal,MP,ANDERSON Leah,skipped,1,2
10793,PP,Medowie Public,1961,Formal,MP,ANDERSON Leah,skipped,1,2
10794,PP,Medowie Public,1962,Formal,MP,ANDERSON Leah,skipped,1,2
10795,PP,Medowie Public,1963,Formal,MP,ANDERSON Leah,skipped,1,2
10796,PP,Medowie Public,1964,Formal,MP,ANDERSON Leah,skipped,1,2
10797,PP,Medowie Public,1965,Formal,MP,ANDERSON Leah,skipped,1,2
10798,PP,Medowie Public,1966,Formal,MP,ANDERSON Leah,skipped,1,2
10799,PP,Medowie Public,1967,Formal,MP,ANDERSON Leah,skipped,1,2
10800,PP,Medowie Public,1968,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10801,PP,Medowie Public,1969,Formal,MP,ANDERSON Leah,skipped,1,2
10802,PP,Medowie Public,1970,Formal,MP,ANDERSON Leah,skipped,1,2
10803,PP,Medowie Public,1971,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10804,PP,Medowie Public,1972,Formal,MP,PALMER Ryan,skipped,1,2
10805,PP,Medowie Public,1973,Formal,MP,PALMER Ryan,skipped,1,2
10806,PP,Medowie Public,1974,Formal,MP,PALMER Ryan,skipped,1,2
10807,PP,Medowie Public,1975,Formal,MP,PALMER Ryan,skipped,1,2
10808,PP,Medowie Public,1976,Formal,MP,PALMER Ryan,skipped,1,2
10809,PP,Medowie Public,1977,Formal,MP,PALMER Ryan,skipped,1,2
10810,PP,Medowie Public,1978,Formal,MP,PALMER Ryan,skipped,1,2
10811,PP,Medowie Public,1979,Formal,MP,PALMER Ryan,skipped,1,2
10812,PP,Medowie Public,1980,Formal,MP,PALMER Ryan,skipped,1,2
10813,PP,Medowie Public,1981,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10814,PP,Medowie Public,1982,Formal,MP,ANDERSON Leah,skipped,1,2
10815,PP,Medowie Public,1983,Formal,MP,ANDERSON Leah,skipped,1,2
10816,PP,Medowie Public,1984,Formal,MP,ANDERSON Leah,skipped,1,2
10817,PP,Medowie Public,1985,Formal,MP,ANDERSON Leah,skipped,1,2
10818,PP,Medowie Public,1986,Formal,MP,ANDERSON Leah,skipped,1,2
10819,PP,Medowie Public,1987,Formal,MP,ANDERSON Leah,skipped,1,2
10820,PP,Medowie Public,1988,Formal,MP,ANDERSON Leah,skipped,1,2
10821,PP,Medowie Public,1989,Formal,MP,ANDERSON Leah,skipped,1,2
10822,PP,Medowie Public,1990,Formal,MP,ANDERSON Leah,skipped,1,2
10823,PP,Medowie Public,1991,Formal,MP,ANDERSON Leah,skipped,1,2
10824,PP,Medowie Public,1992,Formal,MP,ANDERSON Leah,skipped,1,2
10825,PP,Medowie Public,1993,Formal,MP,ANDERSON Leah,skipped,1,2
10826,PP,Medowie Public,1994,Formal,MP,ANDERSON Leah,skipped,1,2
10827,PP,Medowie Public,1995,Formal,MP,ANDERSON Leah,skipped,1,2
10828,PP,Medowie Public,1996,Formal,MP,ANDERSON Leah,skipped,1,2
10829,PP,Medowie Public,1997,Formal,MP,ANDERSON Leah,skipped,1,2
10830,PP,Medowie Public,1998,Formal,MP,ANDERSON Leah,skipped,1,2
10831,PP,Medowie Public,1999,Formal,MP,ANDERSON Leah,skipped,1,2
10832,PP,Medowie Public,2000,Formal,MP,ANDERSON Leah,skipped,1,2
10833,PP,Medowie Public,2001,Formal,MP,ANDERSON Leah,skipped,1,2
10834,PP,Medowie Public,2002,Formal,MP,ANDERSON Leah,skipped,1,2
10835,PP,Medowie Public,2003,Formal,MP,ANDERSON Leah,skipped,1,2
10836,PP,Medowie Public,2004,Formal,MP,ANDERSON Leah,skipped,1,2
10837,PP,Medowie Public,2005,Formal,MP,ANDERSON Leah,skipped,1,2
10838,PP,Medowie Public,2006,Formal,MP,ANDERSON Leah,skipped,1,2
10839,PP,Medowie Public,2007,Formal,MP,ANDERSON Leah,skipped,1,2
10840,PP,Medowie Public,2008,Formal,MP,ANDERSON Leah,skipped,1,2
10841,PP,Medowie Public,2009,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10842,PP,Medowie Public,2010,Formal,MP,ANDERSON Leah,skipped,1,2
10843,PP,Medowie Public,2011,Formal,MP,ANDERSON Leah,skipped,1,2
10844,PP,Medowie Public,2012,Formal,MP,ANDERSON Leah,skipped,1,2
10845,PP,Medowie Public,2013,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10846,PP,Medowie Public,2014,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10847,PP,Medowie Public,2015,Formal,MP,ANDERSON Leah,skipped,1,2
10848,PP,Medowie Public,2016,Formal,MP,ANDERSON Leah,skipped,1,2
10849,PP,Medowie Public,2017,Formal,MP,ANDERSON Leah,skipped,1,2
10850,PP,Medowie Public,2018,Formal,MP,ANDERSON Leah,skipped,1,2
10851,PP,Medowie Public,2019,Formal,MP,ANDERSON Leah,skipped,1,2
10852,PP,Medowie Public,2020,Formal,MP,ANDERSON Leah,skipped,1,2
10853,PP,Medowie Public,2021,Formal,MP,ANDERSON Leah,skipped,1,2
10854,PP,Medowie Public,2022,Formal,MP,ANDERSON Leah,skipped,1,2
10855,PP,Medowie Public,2023,Formal,MP,ANDERSON Leah,skipped,1,2
10856,PP,Medowie Public,2024,Formal,MP,ANDERSON Leah,skipped,1,2
10857,PP,Medowie Public,2025,Formal,MP,ANDERSON Leah,skipped,1,2
10858,PP,Medowie Public,2026,Formal,MP,ANDERSON Leah,skipped,1,2
10859,PP,Medowie Public,2027,Formal,MP,ANDERSON Leah,skipped,1,2
10860,PP,Medowie Public,2028,Formal,MP,ANDERSON Leah,skipped,1,2
10861,PP,Medowie Public,2029,Formal,MP,ANDERSON Leah,skipped,1,2
10862,PP,Medowie Public,2030,Formal,MP,ANDERSON Leah,skipped,1,2
10863,PP,Medowie Public,2031,Formal,MP,ANDERSON Leah,skipped,1,2
10864,PP,Medowie Public,2032,Formal,MP,ANDERSON Leah,skipped,1,2
10865,PP,Medowie Public,2033,Formal,MP,ANDERSON Leah,skipped,1,2
10866,PP,Medowie Public,2034,Formal,MP,ANDERSON Leah,skipped,1,2
10867,PP,Medowie Public,2035,Formal,MP,ANDERSON Leah,skipped,1,2
10868,PP,Medowie Public,2036,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10869,PP,Medowie Public,2037,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10870,PP,Medowie Public,2038,Formal,MP,ANDERSON Leah,skipped,1,2
10871,PP,Medowie Public,2039,Formal,MP,ANDERSON Leah,skipped,1,2
10872,PP,Medowie Public,2040,Formal,MP,ANDERSON Leah,skipped,1,2
10873,PP,Medowie Public,2041,Formal,MP,ANDERSON Leah,skipped,1,2
10874,PP,Medowie Public,2042,Formal,MP,ANDERSON Leah,skipped,1,2
10875,PP,Medowie Public,2043,Formal,MP,ANDERSON Leah,skipped,1,2
10876,PP,Medowie Public,2044,Formal,MP,ANDERSON Leah,skipped,1,2
10877,PP,Medowie Public,2045,Formal,MP,ANDERSON Leah,skipped,1,2
10878,PP,Medowie Public,2046,Formal,MP,ANDERSON Leah,PALMER Ryan,1,2
10879,PP,Medowie Public,2047,Formal,MP,ANDERSON Leah,skipped,1,2
10880,PP,Medowie Public,2048,Formal,MP,ANDERSON Leah,skipped,1,2
10881,PP,Medowie Public,2049,Formal,MP,ANDERSON Leah,skipped,1,2
10882,PP,Medowie Public,2050,Formal,MP,ANDERSON Leah,skipped,1,2
10883,PP,Medowie Public,2051,Formal,MP,ANDERSON Leah,skipped,1,2
10884,PP,Medowie Public,2052,Formal,MP,ANDERSON Leah,skipped,1,2
10885,PP,Medowie Public,2053,Formal,MP,ANDERSON Leah,skipped,1,2
10886,PP,Medowie Public,2054,Formal,MP,ANDERSON Leah,skipped,1,2
10887,PP,Medowie Public,2055,Formal,MP,ANDERSON Leah,skipped,1,2
10888,PP,Medowie Public,2056,Formal,MP,PALMER Ryan,skipped,1,2
10889,PP,Medowie Public,2057,Formal,MP,PALMER Ryan,skipped,1,2
10890,PP,Medowie Public,2058,Formal,MP,PALMER Ryan,skipped,1,2
10891,PP,Medowie Public,2059,Formal,MP,PALMER Ryan,skipped,1,2
10892,PP,Medowie Public,2060,Formal,MP,PALMER Ryan,skipped,1,2
