VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
PP,Ballina High,7303,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7304,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7305,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7306,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7307,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Ballina High,7308,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7309,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7310,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7311,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Ballina High,7312,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7313,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7314,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7315,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7316,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7317,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7318,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7319,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7320,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7321,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7322,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7323,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7324,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7325,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7326,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7327,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7328,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7329,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7330,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7331,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7332,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7333,Formal,MP,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7334,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7335,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7336,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7337,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7338,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7339,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7340,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7341,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7342,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7343,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7344,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7345,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7346,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7347,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7348,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7349,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7350,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7351,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7352,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,JOHNSON Jeff,JOHNSTON Eoin,1,6
PP,Ballina High,7353,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,JOHNSTON Eoin,MCCARTHY Steve,WILLIAMS Keith,1,6
PP,Ballina High,7354,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7355,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7356,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7357,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7358,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7359,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7360,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Ballina High,7361,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7362,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,skipped,1,6
PP,Ballina High,7363,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7364,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7365,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7366,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7367,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7368,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7369,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7370,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7371,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7372,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7373,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7374,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7375,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7376,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7377,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7378,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7379,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,WILLIAMS Keith,JOHNSON Jeff,1,6
PP,Ballina High,7380,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7381,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7382,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7383,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7384,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7385,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7386,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7387,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7388,Formal,MP,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,JOHNSTON Eoin,JOHNSON Jeff,1,6
PP,Ballina High,7389,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7390,Formal,MP,CADWALLADER Sharon,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7391,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7392,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7393,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7394,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7395,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7396,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7397,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7398,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7399,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7400,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7401,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7402,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7403,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7404,Formal,MP,CADWALLADER Sharon,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7405,Formal,MP,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7406,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7407,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7408,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7409,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7410,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7411,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7412,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Ballina High,7413,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7414,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7415,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7416,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7417,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7418,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7419,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7420,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7421,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7422,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7423,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7424,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7425,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7426,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7427,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,JOHNSON Jeff,1,6
PP,Ballina High,7428,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,MCCARTHY Steve,CADWALLADER Sharon,WILLIAMS Keith,1,6
PP,Ballina High,7429,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7430,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7431,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,MCCARTHY Steve,1,6
PP,Ballina High,7432,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7433,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,skipped,skipped,1,6
PP,Ballina High,7434,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7435,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7436,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7437,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7438,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7439,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7440,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7441,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7442,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7443,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7444,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Ballina High,7445,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7446,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7447,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7448,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7449,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7450,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7451,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7452,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7453,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,JOHNSON Jeff,MCCARTHY Steve,WILLIAMS Keith,1,6
PP,Ballina High,7454,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7455,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7456,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7457,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7458,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7459,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7460,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7461,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,CADWALLADER Sharon,JOHNSTON Eoin,WILLIAMS Keith,1,6
PP,Ballina High,7462,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7463,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7464,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7465,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7466,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7467,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7468,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7469,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,1,6
PP,Ballina High,7470,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7471,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7472,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7473,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,MCCARTHY Steve,WILLIAMS Keith,CADWALLADER Sharon,1,6
PP,Ballina High,7474,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7475,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,WILLIAMS Keith,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Ballina High,7476,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7477,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7478,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7479,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7480,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,skipped,skipped,1,6
PP,Ballina High,7481,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7482,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7483,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7484,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,WILLIAMS Keith,JOHNSTON Eoin,1,6
PP,Ballina High,7485,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,6
PP,Ballina High,7486,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7487,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,JOHNSTON Eoin,MCCARTHY Steve,1,6
PP,Ballina High,7488,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7489,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7490,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7491,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7492,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7493,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7494,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7495,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7496,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7497,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,1,6
PP,Ballina High,7498,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7499,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7500,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7501,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,skipped,skipped,skipped,1,6
PP,Ballina High,7502,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7503,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Ballina High,7504,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7505,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7506,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7507,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Ballina High,7508,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,skipped,skipped,skipped,1,6
PP,Ballina High,7509,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7510,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7511,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7512,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7513,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7514,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,1,6
PP,Ballina High,7515,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7516,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7517,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7518,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7519,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,skipped,skipped,skipped,1,6
PP,Ballina High,7520,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7521,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7522,Formal,MP,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,WILLIAMS Keith,JOHNSON Jeff,1,6
PP,Ballina High,7523,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,MCCARTHY Steve,WILLIAMS Keith,CADWALLADER Sharon,1,6
PP,Ballina High,7524,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7525,Formal,MP,JOHNSTON Eoin,WILLIAMS Keith,MCCARTHY Steve,JOHNSON Jeff,CADWALLADER Sharon,1,6
PP,Ballina High,7526,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7527,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,MCCARTHY Steve,WILLIAMS Keith,CADWALLADER Sharon,1,6
PP,Ballina High,7528,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7529,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7530,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7531,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7532,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7533,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7534,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7535,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7536,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7537,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,skipped,1,6
PP,Ballina High,7538,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7539,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7540,Formal,MP,JOHNSTON Eoin,skipped,skipped,skipped,skipped,1,6
PP,Ballina High,7541,Formal,MP,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,JOHNSON Jeff,WILLIAMS Keith,1,6
PP,Ballina High,7542,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
PP,Ballina High,7543,Formal,MP,JOHNSTON Eoin,JOHNSON Jeff,skipped,skipped,skipped,1,6
