VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5
iVote,Enrolment/NAMAV,12599,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12600,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12601,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12602,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12603,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12604,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12605,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12606,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12607,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12608,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12609,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12610,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12611,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12612,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12613,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12614,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12615,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12616,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12617,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12618,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12619,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12620,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12621,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12622,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12623,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12624,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12625,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12626,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12627,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12628,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12629,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12630,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12631,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12632,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12633,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12634,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12635,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12636,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12637,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12638,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12639,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12640,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12641,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12642,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12643,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12644,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12645,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12646,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12647,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12648,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12649,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12650,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12651,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12652,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12653,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12654,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12655,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12656,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12657,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12658,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12659,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12660,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12661,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12662,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12663,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12664,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12665,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12666,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12667,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12668,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12669,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12670,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12671,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12672,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12673,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12674,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12675,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12676,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12677,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12678,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12679,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12680,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12681,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12682,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12683,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12684,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12685,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12686,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12687,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12688,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12689,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12690,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12691,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12692,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12693,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12694,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12695,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12696,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12697,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12698,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12699,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12700,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12701,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12702,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12703,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12704,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12705,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12706,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12707,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12708,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12709,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12710,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12711,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12712,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12713,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12714,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12715,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12716,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12717,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12718,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12719,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12720,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12721,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12722,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12723,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12724,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12725,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12726,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12727,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12728,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12729,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12730,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12731,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12732,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12733,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12734,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12735,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12736,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12737,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12738,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12739,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12740,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12741,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12742,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12743,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12744,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12745,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12746,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12747,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12748,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12749,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12750,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12751,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12752,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12753,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12754,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12755,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12756,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12757,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12758,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12759,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12760,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12761,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12762,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12763,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12764,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12765,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12766,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12767,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12768,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12769,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12770,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12771,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12772,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12773,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12774,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12775,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12776,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12777,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12778,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12779,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12780,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12781,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12782,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12783,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12784,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12785,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12786,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12787,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12788,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12789,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12790,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12791,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12792,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12793,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12794,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12795,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12796,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12797,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12798,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12799,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12800,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12801,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12802,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12803,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12804,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12805,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12806,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12807,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12808,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12809,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12810,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12811,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12812,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12813,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12814,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12815,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12816,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12817,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12818,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12819,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12820,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12821,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12822,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12823,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12824,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12825,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12826,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12827,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12828,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12829,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12830,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12831,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12832,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12833,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12834,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12835,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12836,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12837,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12838,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12839,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12840,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12841,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12842,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12843,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12844,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12845,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12846,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12847,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12848,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12849,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12850,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12851,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12852,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12853,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12854,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12855,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12856,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12857,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12858,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12859,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12860,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12861,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12862,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12863,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12864,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12865,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12866,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12867,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12868,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12869,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12870,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,12871,Formal,MP,CURRAN Doug,skipped,skipped,skipped,skipped
