,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,numSeats,numCands
10898,PP,Kurri Kurri Public,12835,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10899,PP,Kurri Kurri Public,12836,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
10900,PP,Kurri Kurri Public,12837,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10901,PP,Kurri Kurri Public,12838,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10902,PP,Kurri Kurri Public,12839,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
10903,PP,Kurri Kurri Public,12840,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10904,PP,Kurri Kurri Public,12841,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10905,PP,Kurri Kurri Public,12842,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10906,PP,Kurri Kurri Public,12843,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
10907,PP,Kurri Kurri Public,12844,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10908,PP,Kurri Kurri Public,12845,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
10909,PP,Kurri Kurri Public,12846,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10910,PP,Kurri Kurri Public,12847,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10911,PP,Kurri Kurri Public,12848,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
10912,PP,Kurri Kurri Public,12849,Formal,MP,MURRAY Janet,MOORES John,OLSEN Ian,SUVAAL Jay,1,4
10913,PP,Kurri Kurri Public,12850,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
10914,PP,Kurri Kurri Public,12851,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10915,PP,Kurri Kurri Public,12852,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10916,PP,Kurri Kurri Public,12853,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10917,PP,Kurri Kurri Public,12854,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,skipped,1,4
10918,PP,Kurri Kurri Public,12855,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10919,PP,Kurri Kurri Public,12856,Formal,MP,MURRAY Janet,MOORES John,skipped,skipped,1,4
10920,PP,Kurri Kurri Public,12857,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10921,PP,Kurri Kurri Public,12858,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
10922,PP,Kurri Kurri Public,12859,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10923,PP,Kurri Kurri Public,12860,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10924,PP,Kurri Kurri Public,12861,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10925,PP,Kurri Kurri Public,12862,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
10926,PP,Kurri Kurri Public,12863,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10927,PP,Kurri Kurri Public,12864,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10928,PP,Kurri Kurri Public,12865,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10929,PP,Kurri Kurri Public,12866,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10930,PP,Kurri Kurri Public,12867,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10931,PP,Kurri Kurri Public,12868,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10932,PP,Kurri Kurri Public,12869,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10933,PP,Kurri Kurri Public,12870,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10934,PP,Kurri Kurri Public,12871,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10935,PP,Kurri Kurri Public,12872,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10936,PP,Kurri Kurri Public,12873,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10937,PP,Kurri Kurri Public,12874,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
10938,PP,Kurri Kurri Public,12875,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10939,PP,Kurri Kurri Public,12876,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
10940,PP,Kurri Kurri Public,12877,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10941,PP,Kurri Kurri Public,12878,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
10942,PP,Kurri Kurri Public,12879,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10943,PP,Kurri Kurri Public,12880,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10944,PP,Kurri Kurri Public,12881,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10945,PP,Kurri Kurri Public,12882,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
10946,PP,Kurri Kurri Public,12883,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
10947,PP,Kurri Kurri Public,12884,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
10948,PP,Kurri Kurri Public,12885,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10949,PP,Kurri Kurri Public,12886,Formal,MP,MURRAY Janet,OLSEN Ian,skipped,skipped,1,4
10950,PP,Kurri Kurri Public,12887,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
10951,PP,Kurri Kurri Public,12888,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10952,PP,Kurri Kurri Public,12889,Formal,MP,MURRAY Janet,MOORES John,skipped,skipped,1,4
10953,PP,Kurri Kurri Public,12890,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10954,PP,Kurri Kurri Public,12891,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10955,PP,Kurri Kurri Public,12892,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10956,PP,Kurri Kurri Public,12893,Formal,MP,SUVAAL Jay,MURRAY Janet,skipped,skipped,1,4
10957,PP,Kurri Kurri Public,12894,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10958,PP,Kurri Kurri Public,12895,Formal,MP,SUVAAL Jay,OLSEN Ian,MOORES John,MURRAY Janet,1,4
10959,PP,Kurri Kurri Public,12896,Formal,MP,SUVAAL Jay,MURRAY Janet,MOORES John,OLSEN Ian,1,4
10960,PP,Kurri Kurri Public,12897,Formal,MP,SUVAAL Jay,MURRAY Janet,OLSEN Ian,MOORES John,1,4
10961,PP,Kurri Kurri Public,12898,Formal,MP,SUVAAL Jay,MURRAY Janet,MOORES John,OLSEN Ian,1,4
10962,PP,Kurri Kurri Public,12899,Formal,MP,SUVAAL Jay,MOORES John,skipped,skipped,1,4
10963,PP,Kurri Kurri Public,12900,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10964,PP,Kurri Kurri Public,12901,Formal,MP,SUVAAL Jay,MURRAY Janet,skipped,skipped,1,4
10965,PP,Kurri Kurri Public,12902,Formal,MP,SUVAAL Jay,OLSEN Ian,skipped,skipped,1,4
10966,PP,Kurri Kurri Public,12903,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10967,PP,Kurri Kurri Public,12904,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10968,PP,Kurri Kurri Public,12905,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10969,PP,Kurri Kurri Public,12906,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10970,PP,Kurri Kurri Public,12907,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10971,PP,Kurri Kurri Public,12908,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10972,PP,Kurri Kurri Public,12909,Formal,MP,SUVAAL Jay,MURRAY Janet,skipped,skipped,1,4
10973,PP,Kurri Kurri Public,12910,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10974,PP,Kurri Kurri Public,12911,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10975,PP,Kurri Kurri Public,12912,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10976,PP,Kurri Kurri Public,12913,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
10977,PP,Kurri Kurri Public,12914,Formal,MP,SUVAAL Jay,MURRAY Janet,OLSEN Ian,MOORES John,1,4
10978,PP,Kurri Kurri Public,12915,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10979,PP,Kurri Kurri Public,12916,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10980,PP,Kurri Kurri Public,12917,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10981,PP,Kurri Kurri Public,12918,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10982,PP,Kurri Kurri Public,12919,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10983,PP,Kurri Kurri Public,12920,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10984,PP,Kurri Kurri Public,12921,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10985,PP,Kurri Kurri Public,12922,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
10986,PP,Kurri Kurri Public,12923,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
10987,PP,Kurri Kurri Public,12924,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
10988,PP,Kurri Kurri Public,12925,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10989,PP,Kurri Kurri Public,12926,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10990,PP,Kurri Kurri Public,12927,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10991,PP,Kurri Kurri Public,12928,Formal,MP,MURRAY Janet,MOORES John,skipped,skipped,1,4
10992,PP,Kurri Kurri Public,12929,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10993,PP,Kurri Kurri Public,12930,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
10994,PP,Kurri Kurri Public,12931,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10995,PP,Kurri Kurri Public,12932,Formal,MP,MURRAY Janet,SUVAAL Jay,skipped,skipped,1,4
10996,PP,Kurri Kurri Public,12933,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10997,PP,Kurri Kurri Public,12934,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10998,PP,Kurri Kurri Public,12935,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
10999,PP,Kurri Kurri Public,12936,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
11000,PP,Kurri Kurri Public,12937,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
11001,PP,Kurri Kurri Public,12938,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
11002,PP,Kurri Kurri Public,12939,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
11003,PP,Kurri Kurri Public,12940,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11004,PP,Kurri Kurri Public,12941,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11005,PP,Kurri Kurri Public,12942,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11006,PP,Kurri Kurri Public,12943,Formal,MP,SUVAAL Jay,OLSEN Ian,MURRAY Janet,MOORES John,1,4
11007,PP,Kurri Kurri Public,12944,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11008,PP,Kurri Kurri Public,12945,Formal,MP,SUVAAL Jay,MURRAY Janet,OLSEN Ian,MOORES John,1,4
11009,PP,Kurri Kurri Public,12946,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11010,PP,Kurri Kurri Public,12947,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11011,PP,Kurri Kurri Public,12948,Formal,MP,SUVAAL Jay,OLSEN Ian,MURRAY Janet,MOORES John,1,4
11012,PP,Kurri Kurri Public,12949,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11013,PP,Kurri Kurri Public,12950,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11014,PP,Kurri Kurri Public,12951,Formal,MP,SUVAAL Jay,MURRAY Janet,skipped,skipped,1,4
11015,PP,Kurri Kurri Public,12952,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11016,PP,Kurri Kurri Public,12953,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11017,PP,Kurri Kurri Public,12954,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11018,PP,Kurri Kurri Public,12955,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11019,PP,Kurri Kurri Public,12956,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11020,PP,Kurri Kurri Public,12957,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11021,PP,Kurri Kurri Public,12958,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11022,PP,Kurri Kurri Public,12959,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11023,PP,Kurri Kurri Public,12960,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11024,PP,Kurri Kurri Public,12961,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11025,PP,Kurri Kurri Public,12962,Formal,MP,SUVAAL Jay,MOORES John,MURRAY Janet,OLSEN Ian,1,4
11026,PP,Kurri Kurri Public,12963,Formal,MP,SUVAAL Jay,MURRAY Janet,OLSEN Ian,MOORES John,1,4
11027,PP,Kurri Kurri Public,12964,Formal,MP,SUVAAL Jay,MURRAY Janet,OLSEN Ian,MOORES John,1,4
11028,PP,Kurri Kurri Public,12965,Formal,MP,SUVAAL Jay,OLSEN Ian,MURRAY Janet,MOORES John,1,4
11029,PP,Kurri Kurri Public,12966,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11030,PP,Kurri Kurri Public,12967,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11031,PP,Kurri Kurri Public,12968,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11032,PP,Kurri Kurri Public,12969,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11033,PP,Kurri Kurri Public,12970,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11034,PP,Kurri Kurri Public,12971,Formal,MP,SUVAAL Jay,MURRAY Janet,skipped,skipped,1,4
11035,PP,Kurri Kurri Public,12972,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11036,PP,Kurri Kurri Public,12973,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11037,PP,Kurri Kurri Public,12974,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11038,PP,Kurri Kurri Public,12975,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11039,PP,Kurri Kurri Public,12976,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11040,PP,Kurri Kurri Public,12977,Formal,MP,SUVAAL Jay,OLSEN Ian,MURRAY Janet,MOORES John,1,4
11041,PP,Kurri Kurri Public,12978,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11042,PP,Kurri Kurri Public,12979,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11043,PP,Kurri Kurri Public,12980,Formal,MP,SUVAAL Jay,OLSEN Ian,MURRAY Janet,MOORES John,1,4
11044,PP,Kurri Kurri Public,12981,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11045,PP,Kurri Kurri Public,12982,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11046,PP,Kurri Kurri Public,12983,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11047,PP,Kurri Kurri Public,12984,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11048,PP,Kurri Kurri Public,12985,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11049,PP,Kurri Kurri Public,12986,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11050,PP,Kurri Kurri Public,12987,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11051,PP,Kurri Kurri Public,12988,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11052,PP,Kurri Kurri Public,12989,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11053,PP,Kurri Kurri Public,12990,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11054,PP,Kurri Kurri Public,12991,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11055,PP,Kurri Kurri Public,12992,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11056,PP,Kurri Kurri Public,12993,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11057,PP,Kurri Kurri Public,12994,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11058,PP,Kurri Kurri Public,12995,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11059,PP,Kurri Kurri Public,12996,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11060,PP,Kurri Kurri Public,12997,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11061,PP,Kurri Kurri Public,12998,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11062,PP,Kurri Kurri Public,12999,Formal,MP,OLSEN Ian,SUVAAL Jay,skipped,skipped,1,4
11063,PP,Kurri Kurri Public,13000,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11064,PP,Kurri Kurri Public,13001,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11065,PP,Kurri Kurri Public,13002,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11066,PP,Kurri Kurri Public,13003,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
11067,PP,Kurri Kurri Public,13004,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11068,PP,Kurri Kurri Public,13005,Formal,MP,OLSEN Ian,MOORES John,MURRAY Janet,SUVAAL Jay,1,4
11069,PP,Kurri Kurri Public,13006,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11070,PP,Kurri Kurri Public,13007,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11071,PP,Kurri Kurri Public,13008,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11072,PP,Kurri Kurri Public,13009,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11073,PP,Kurri Kurri Public,13010,Formal,MP,OLSEN Ian,SUVAAL Jay,MURRAY Janet,MOORES John,1,4
11074,PP,Kurri Kurri Public,13011,Formal,MP,OLSEN Ian,SUVAAL Jay,MURRAY Janet,MOORES John,1,4
11075,PP,Kurri Kurri Public,13012,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11076,PP,Kurri Kurri Public,13013,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11077,PP,Kurri Kurri Public,13014,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11078,PP,Kurri Kurri Public,13015,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11079,PP,Kurri Kurri Public,13016,Formal,MP,SUVAAL Jay,MOORES John,OLSEN Ian,MURRAY Janet,1,4
11080,PP,Kurri Kurri Public,13017,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11081,PP,Kurri Kurri Public,13018,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11082,PP,Kurri Kurri Public,13019,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11083,PP,Kurri Kurri Public,13020,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11084,PP,Kurri Kurri Public,13021,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11085,PP,Kurri Kurri Public,13022,Formal,MP,SUVAAL Jay,OLSEN Ian,MURRAY Janet,MOORES John,1,4
11086,PP,Kurri Kurri Public,13023,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11087,PP,Kurri Kurri Public,13024,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11088,PP,Kurri Kurri Public,13025,Formal,MP,SUVAAL Jay,MURRAY Janet,OLSEN Ian,MOORES John,1,4
11089,PP,Kurri Kurri Public,13026,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11090,PP,Kurri Kurri Public,13027,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11091,PP,Kurri Kurri Public,13028,Formal,MP,SUVAAL Jay,MURRAY Janet,skipped,skipped,1,4
11092,PP,Kurri Kurri Public,13029,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11093,PP,Kurri Kurri Public,13030,Formal,MP,SUVAAL Jay,MURRAY Janet,OLSEN Ian,MOORES John,1,4
11094,PP,Kurri Kurri Public,13031,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11095,PP,Kurri Kurri Public,13032,Formal,MP,SUVAAL Jay,MOORES John,OLSEN Ian,MURRAY Janet,1,4
11096,PP,Kurri Kurri Public,13033,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11097,PP,Kurri Kurri Public,13034,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11098,PP,Kurri Kurri Public,13035,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11099,PP,Kurri Kurri Public,13036,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11100,PP,Kurri Kurri Public,13037,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11101,PP,Kurri Kurri Public,13038,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11102,PP,Kurri Kurri Public,13039,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
11103,PP,Kurri Kurri Public,13040,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11104,PP,Kurri Kurri Public,13041,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11105,PP,Kurri Kurri Public,13042,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11106,PP,Kurri Kurri Public,13043,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11107,PP,Kurri Kurri Public,13044,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11108,PP,Kurri Kurri Public,13045,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11109,PP,Kurri Kurri Public,13046,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
11110,PP,Kurri Kurri Public,13047,Formal,MP,OLSEN Ian,MURRAY Janet,SUVAAL Jay,MOORES John,1,4
11111,PP,Kurri Kurri Public,13048,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11112,PP,Kurri Kurri Public,13049,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11113,PP,Kurri Kurri Public,13050,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11114,PP,Kurri Kurri Public,13051,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11115,PP,Kurri Kurri Public,13052,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11116,PP,Kurri Kurri Public,13053,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11117,PP,Kurri Kurri Public,13054,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11118,PP,Kurri Kurri Public,13055,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
11119,PP,Kurri Kurri Public,13056,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11120,PP,Kurri Kurri Public,13057,Formal,MP,OLSEN Ian,MURRAY Janet,SUVAAL Jay,MOORES John,1,4
11121,PP,Kurri Kurri Public,13058,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11122,PP,Kurri Kurri Public,13059,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11123,PP,Kurri Kurri Public,13060,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11124,PP,Kurri Kurri Public,13061,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11125,PP,Kurri Kurri Public,13062,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11126,PP,Kurri Kurri Public,13063,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11127,PP,Kurri Kurri Public,13064,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11128,PP,Kurri Kurri Public,13065,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11129,PP,Kurri Kurri Public,13066,Formal,MP,OLSEN Ian,SUVAAL Jay,skipped,skipped,1,4
11130,PP,Kurri Kurri Public,13067,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11131,PP,Kurri Kurri Public,13068,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
11132,PP,Kurri Kurri Public,13069,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
11133,PP,Kurri Kurri Public,13070,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11134,PP,Kurri Kurri Public,13071,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
11135,PP,Kurri Kurri Public,13072,Formal,MP,OLSEN Ian,SUVAAL Jay,MURRAY Janet,MOORES John,1,4
11136,PP,Kurri Kurri Public,13073,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11137,PP,Kurri Kurri Public,13074,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11138,PP,Kurri Kurri Public,13075,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
11139,PP,Kurri Kurri Public,13076,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11140,PP,Kurri Kurri Public,13077,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11141,PP,Kurri Kurri Public,13078,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11142,PP,Kurri Kurri Public,13079,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11143,PP,Kurri Kurri Public,13080,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11144,PP,Kurri Kurri Public,13081,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11145,PP,Kurri Kurri Public,13082,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
11146,PP,Kurri Kurri Public,13083,Formal,MP,OLSEN Ian,MURRAY Janet,SUVAAL Jay,MOORES John,1,4
11147,PP,Kurri Kurri Public,13084,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
