Index,rank1,rank2,rank3,rank4,numSeats,numCands
GE346,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE347,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,2,3
GE348,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE349,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,2,3
GE350,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE351,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE352,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE353,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE354,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE355,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE356,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,2,3
GE357,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,2,3
GE358,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,2,3
GE359,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE360,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE362,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE363,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,2,3
GE364,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,2,3
GE365,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE366,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,2,3
GE367,GRANT LUNDBERG,DARON S. HUGHES,skipped,skipped,2,3
GE368,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE369,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,2,3
GE370,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,2,3
GE371,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE372,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE373,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE374,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE375,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE376,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE377,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE378,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,2,3
GE379,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE380,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,2,3
GE381,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,2,3
GE382,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE383,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE384,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE385,HALE ROBISON,DARON S. HUGHES,GRANT LUNDBERG,skipped,2,3
GE386,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,2,3
GE387,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,2,3
GE388,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE389,GRANT LUNDBERG,HALE ROBISON,DARON S. HUGHES,skipped,2,3
GE390,GRANT LUNDBERG,DARON S. HUGHES,HALE ROBISON,skipped,2,3
GE391,HALE ROBISON,GRANT LUNDBERG,DARON S. HUGHES,skipped,2,3
GE392,DARON S. HUGHES,GRANT LUNDBERG,HALE ROBISON,skipped,2,3
GE393,HALE ROBISON,GRANT LUNDBERG,skipped,skipped,2,3
