,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,numSeats,numCands
21439,PR,Lismore Region RO Office,17356,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21440,PR,Lismore Region RO Office,17357,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21441,PR,Lismore Region RO Office,17358,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21442,PR,Lismore Region RO Office,17359,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21443,PR,Lismore Region RO Office,17360,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21444,PR,Lismore Region RO Office,17361,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21445,PR,Lismore Region RO Office,17362,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21446,PR,Lismore Region RO Office,17363,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21447,PR,Lismore Region RO Office,17364,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21448,PR,Lismore Region RO Office,17365,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21449,PR,Lismore Region RO Office,17366,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21450,PR,Lismore Region RO Office,17367,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,1,6
21451,PR,Lismore Region RO Office,17368,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21452,PR,Lismore Region RO Office,17369,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21453,PR,Lismore Region RO Office,17370,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21454,PR,Lismore Region RO Office,17371,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21455,PR,Lismore Region RO Office,17372,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21456,PR,Lismore Region RO Office,17373,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21457,PR,Lismore Region RO Office,17374,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21458,PR,Lismore Region RO Office,17375,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21459,PR,Lismore Region RO Office,17376,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21460,PR,Lismore Region RO Office,17377,Formal,MP,KRIEG Steve,HEALEY Patrick,BIRD Elly,skipped,skipped,skipped,1,6
21461,PR,Lismore Region RO Office,17378,Formal,MP,KRIEG Steve,ROB Big,BIRD Elly,skipped,skipped,skipped,1,6
21462,PR,Lismore Region RO Office,17379,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21463,PR,Lismore Region RO Office,17380,Formal,MP,KRIEG Steve,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
21464,PR,Lismore Region RO Office,17381,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21465,PR,Lismore Region RO Office,17382,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21466,PR,Lismore Region RO Office,17383,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21467,PR,Lismore Region RO Office,17384,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21468,PR,Lismore Region RO Office,17385,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21469,PR,Lismore Region RO Office,17386,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21470,PR,Lismore Region RO Office,17387,Formal,MP,KRIEG Steve,BIRD Elly,ROB Big,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,1,6
21471,PR,Lismore Region RO Office,17388,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21472,PR,Lismore Region RO Office,17389,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21473,PR,Lismore Region RO Office,17390,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21474,PR,Lismore Region RO Office,17391,Formal,MP,KRIEG Steve,ROB Big,BIRD Elly,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,1,6
21475,PR,Lismore Region RO Office,17392,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21476,PR,Lismore Region RO Office,17393,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,skipped,skipped,skipped,1,6
21477,PR,Lismore Region RO Office,17394,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21478,PR,Lismore Region RO Office,17395,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21479,PR,Lismore Region RO Office,17396,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21480,PR,Lismore Region RO Office,17397,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21481,PR,Lismore Region RO Office,17398,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21482,PR,Lismore Region RO Office,17399,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21483,PR,Lismore Region RO Office,17400,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21484,PR,Lismore Region RO Office,17401,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21485,PR,Lismore Region RO Office,17402,Formal,MP,KRIEG Steve,ROB Big,COOK Darlene,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,1,6
21486,PR,Lismore Region RO Office,17403,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21487,PR,Lismore Region RO Office,17404,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,BIRD Elly,skipped,1,6
21488,PR,Lismore Region RO Office,17405,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21489,PR,Lismore Region RO Office,17406,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21490,PR,Lismore Region RO Office,17407,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21491,PR,Lismore Region RO Office,17408,Formal,MP,KRIEG Steve,HEALEY Patrick,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,ROB Big,1,6
21492,PR,Lismore Region RO Office,17409,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21493,PR,Lismore Region RO Office,17410,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21494,PR,Lismore Region RO Office,17411,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21495,PR,Lismore Region RO Office,17412,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21496,PR,Lismore Region RO Office,17413,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21497,PR,Lismore Region RO Office,17414,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21498,PR,Lismore Region RO Office,17415,Formal,MP,KRIEG Steve,BIRD Elly,ROB Big,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,1,6
21499,PR,Lismore Region RO Office,17416,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21500,PR,Lismore Region RO Office,17417,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21501,PR,Lismore Region RO Office,17418,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21502,PR,Lismore Region RO Office,17419,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21503,PR,Lismore Region RO Office,17420,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21504,PR,Lismore Region RO Office,17421,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21505,PR,Lismore Region RO Office,17422,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
21506,PR,Lismore Region RO Office,17423,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21507,PR,Lismore Region RO Office,17424,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21508,PR,Lismore Region RO Office,17425,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21509,PR,Lismore Region RO Office,17426,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
21510,PR,Lismore Region RO Office,17427,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21511,PR,Lismore Region RO Office,17428,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21512,PR,Lismore Region RO Office,17429,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,1,6
21513,PR,Lismore Region RO Office,17430,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21514,PR,Lismore Region RO Office,17431,Formal,MP,KRIEG Steve,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,ROB Big,1,6
21515,PR,Lismore Region RO Office,17432,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,1,6
21516,PR,Lismore Region RO Office,17433,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21517,PR,Lismore Region RO Office,17434,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21518,PR,Lismore Region RO Office,17435,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21519,PR,Lismore Region RO Office,17436,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21520,PR,Lismore Region RO Office,17437,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21521,PR,Lismore Region RO Office,17438,Formal,MP,KRIEG Steve,COOK Darlene,BIRD Elly,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,1,6
21522,PR,Lismore Region RO Office,17439,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21523,PR,Lismore Region RO Office,17440,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21524,PR,Lismore Region RO Office,17441,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21525,PR,Lismore Region RO Office,17442,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21526,PR,Lismore Region RO Office,17443,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21527,PR,Lismore Region RO Office,17444,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21528,PR,Lismore Region RO Office,17445,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21529,PR,Lismore Region RO Office,17446,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21530,PR,Lismore Region RO Office,17447,Formal,MP,KRIEG Steve,COOK Darlene,HEALEY Patrick,BIRD Elly,ROB Big,GRINDON-EKINS Vanessa,1,6
21531,PR,Lismore Region RO Office,17448,Formal,MP,KRIEG Steve,COOK Darlene,skipped,skipped,skipped,skipped,1,6
21532,PR,Lismore Region RO Office,17449,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21533,PR,Lismore Region RO Office,17450,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21534,PR,Lismore Region RO Office,17451,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,skipped,skipped,skipped,1,6
21535,PR,Lismore Region RO Office,17452,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21536,PR,Lismore Region RO Office,17453,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21537,PR,Lismore Region RO Office,17454,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21538,PR,Lismore Region RO Office,17455,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21539,PR,Lismore Region RO Office,17456,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21540,PR,Lismore Region RO Office,17457,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21541,PR,Lismore Region RO Office,17458,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21542,PR,Lismore Region RO Office,17459,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21543,PR,Lismore Region RO Office,17460,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21544,PR,Lismore Region RO Office,17461,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21545,PR,Lismore Region RO Office,17462,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21546,PR,Lismore Region RO Office,17463,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21547,PR,Lismore Region RO Office,17464,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21548,PR,Lismore Region RO Office,17465,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21549,PR,Lismore Region RO Office,17466,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21550,PR,Lismore Region RO Office,17467,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21551,PR,Lismore Region RO Office,17468,Formal,MP,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
21552,PR,Lismore Region RO Office,17469,Formal,MP,KRIEG Steve,BIRD Elly,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,ROB Big,1,6
21553,PR,Lismore Region RO Office,17470,Formal,MP,KRIEG Steve,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,ROB Big,1,6
21554,PR,Lismore Region RO Office,17471,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21555,PR,Lismore Region RO Office,17472,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21556,PR,Lismore Region RO Office,17473,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21557,PR,Lismore Region RO Office,17474,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21558,PR,Lismore Region RO Office,17475,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21559,PR,Lismore Region RO Office,17476,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,skipped,skipped,skipped,1,6
21560,PR,Lismore Region RO Office,17477,Formal,MP,KRIEG Steve,ROB Big,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,1,6
21561,PR,Lismore Region RO Office,17478,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21562,PR,Lismore Region RO Office,17479,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21563,PR,Lismore Region RO Office,17480,Formal,MP,KRIEG Steve,HEALEY Patrick,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,ROB Big,1,6
21564,PR,Lismore Region RO Office,17481,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21565,PR,Lismore Region RO Office,17482,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21566,PR,Lismore Region RO Office,17483,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21567,PR,Lismore Region RO Office,17484,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21568,PR,Lismore Region RO Office,17485,Formal,MP,KRIEG Steve,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,ROB Big,1,6
21569,PR,Lismore Region RO Office,17486,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21570,PR,Lismore Region RO Office,17487,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21571,PR,Lismore Region RO Office,17488,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21572,PR,Lismore Region RO Office,17489,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21573,PR,Lismore Region RO Office,17490,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21574,PR,Lismore Region RO Office,17491,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21575,PR,Lismore Region RO Office,17492,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21576,PR,Lismore Region RO Office,17493,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21577,PR,Lismore Region RO Office,17494,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21578,PR,Lismore Region RO Office,17495,Formal,MP,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,COOK Darlene,skipped,1,6
21579,PR,Lismore Region RO Office,17496,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21580,PR,Lismore Region RO Office,17497,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,1,6
21581,PR,Lismore Region RO Office,17498,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21582,PR,Lismore Region RO Office,17499,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21583,PR,Lismore Region RO Office,17500,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21584,PR,Lismore Region RO Office,17501,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21585,PR,Lismore Region RO Office,17502,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21586,PR,Lismore Region RO Office,17503,Formal,MP,KRIEG Steve,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,ROB Big,1,6
21587,PR,Lismore Region RO Office,17504,Formal,MP,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,BIRD Elly,ROB Big,1,6
21588,PR,Lismore Region RO Office,17505,Formal,MP,HEALEY Patrick,COOK Darlene,KRIEG Steve,skipped,skipped,skipped,1,6
21589,PR,Lismore Region RO Office,17506,Formal,MP,KRIEG Steve,ROB Big,BIRD Elly,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,1,6
21590,PR,Lismore Region RO Office,17507,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21591,PR,Lismore Region RO Office,17508,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,1,6
21592,PR,Lismore Region RO Office,17509,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21593,PR,Lismore Region RO Office,17510,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
21594,PR,Lismore Region RO Office,17511,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21595,PR,Lismore Region RO Office,17512,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21596,PR,Lismore Region RO Office,17513,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21597,PR,Lismore Region RO Office,17514,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21598,PR,Lismore Region RO Office,17515,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,1,6
21599,PR,Lismore Region RO Office,17516,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,ROB Big,KRIEG Steve,1,6
21600,PR,Lismore Region RO Office,17517,Formal,MP,COOK Darlene,BIRD Elly,skipped,skipped,skipped,skipped,1,6
21601,PR,Lismore Region RO Office,17518,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
21602,PR,Lismore Region RO Office,17519,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
21603,PR,Lismore Region RO Office,17520,Formal,MP,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
21604,PR,Lismore Region RO Office,17521,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21605,PR,Lismore Region RO Office,17522,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21606,PR,Lismore Region RO Office,17523,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21607,PR,Lismore Region RO Office,17524,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21608,PR,Lismore Region RO Office,17525,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21609,PR,Lismore Region RO Office,17526,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,skipped,skipped,skipped,1,6
21610,PR,Lismore Region RO Office,17527,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
21611,PR,Lismore Region RO Office,17528,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21612,PR,Lismore Region RO Office,17529,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21613,PR,Lismore Region RO Office,17530,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21614,PR,Lismore Region RO Office,17531,Formal,MP,KRIEG Steve,HEALEY Patrick,COOK Darlene,BIRD Elly,skipped,skipped,1,6
21615,PR,Lismore Region RO Office,17532,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21616,PR,Lismore Region RO Office,17533,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,1,6
21617,PR,Lismore Region RO Office,17534,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21618,PR,Lismore Region RO Office,17535,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21619,PR,Lismore Region RO Office,17536,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
21620,PR,Lismore Region RO Office,17537,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21621,PR,Lismore Region RO Office,17538,Formal,MP,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,BIRD Elly,ROB Big,1,6
21622,PR,Lismore Region RO Office,17539,Formal,MP,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
21623,PR,Lismore Region RO Office,17540,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21624,PR,Lismore Region RO Office,17541,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
21625,PR,Lismore Region RO Office,17542,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21626,Postal,Postal,11258,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21627,Postal,Postal,11259,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21628,Postal,Postal,11260,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
21629,Postal,Postal,11261,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21630,Postal,Postal,11262,Formal,MP,KRIEG Steve,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,ROB Big,1,6
21631,Postal,Postal,11263,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21632,Postal,Postal,11264,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21633,Postal,Postal,11265,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21634,Postal,Postal,11266,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
21635,Postal,Postal,11267,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21636,Postal,Postal,11268,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21637,Postal,Postal,11269,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21638,Postal,Postal,11270,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,1,6
21639,Postal,Postal,11271,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21640,Postal,Postal,11272,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,1,6
21641,Postal,Postal,11273,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21642,Postal,Postal,11274,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21643,Postal,Postal,11275,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21644,Postal,Postal,11276,Formal,MP,KRIEG Steve,BIRD Elly,HEALEY Patrick,COOK Darlene,ROB Big,GRINDON-EKINS Vanessa,1,6
21645,Postal,Postal,11277,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21646,Postal,Postal,11278,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21647,Postal,Postal,11279,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21648,Postal,Postal,11280,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21649,Postal,Postal,11281,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21650,Postal,Postal,11282,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21651,Postal,Postal,11283,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21652,Postal,Postal,11284,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
21653,Postal,Postal,11285,Formal,MP,KRIEG Steve,COOK Darlene,BIRD Elly,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,1,6
