,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,numSeats,numCands
4737,PP,Goonellabah Comm. Cntr,7575,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4738,PP,Goonellabah Comm. Cntr,7576,Formal,MP,GRINDON-EKINS Vanessa,ROB Big,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,1,6
4739,PP,Goonellabah Comm. Cntr,7577,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
4740,PP,Goonellabah Comm. Cntr,7578,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4741,PP,Goonellabah Comm. Cntr,7579,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4742,PP,Goonellabah Comm. Cntr,7580,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
4743,PP,Goonellabah Comm. Cntr,7581,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
4744,PP,Goonellabah Comm. Cntr,7582,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4745,PP,Goonellabah Comm. Cntr,7583,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4746,PP,Goonellabah Comm. Cntr,7584,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4747,PP,Goonellabah Comm. Cntr,7585,Formal,MP,GRINDON-EKINS Vanessa,HEALEY Patrick,BIRD Elly,skipped,skipped,skipped,1,6
4748,PP,Goonellabah Comm. Cntr,7586,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4749,PP,Goonellabah Comm. Cntr,7587,Formal,MP,GRINDON-EKINS Vanessa,ROB Big,skipped,skipped,skipped,skipped,1,6
4750,PP,Goonellabah Comm. Cntr,7588,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big,BIRD Elly,1,6
4751,PP,Goonellabah Comm. Cntr,7589,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,COOK Darlene,ROB Big,KRIEG Steve,1,6
4752,PP,Goonellabah Comm. Cntr,7590,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4753,PP,Goonellabah Comm. Cntr,7591,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4754,PP,Goonellabah Comm. Cntr,7592,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4755,PP,Goonellabah Comm. Cntr,7593,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4756,PP,Goonellabah Comm. Cntr,7594,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,skipped,skipped,1,6
4757,PP,Goonellabah Comm. Cntr,7595,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped,1,6
4758,PP,Goonellabah Comm. Cntr,7596,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4759,PP,Goonellabah Comm. Cntr,7597,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4760,PP,Goonellabah Comm. Cntr,7598,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4761,PP,Goonellabah Comm. Cntr,7599,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4762,PP,Goonellabah Comm. Cntr,7600,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
4763,PP,Goonellabah Comm. Cntr,7601,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4764,PP,Goonellabah Comm. Cntr,7602,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,COOK Darlene,HEALEY Patrick,BIRD Elly,ROB Big,1,6
4765,PP,Goonellabah Comm. Cntr,7603,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4766,PP,Goonellabah Comm. Cntr,7604,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4767,PP,Goonellabah Comm. Cntr,7605,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve,1,6
4768,PP,Goonellabah Comm. Cntr,7606,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped,1,6
4769,PP,Goonellabah Comm. Cntr,7607,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big,COOK Darlene,1,6
4770,PP,Goonellabah Comm. Cntr,7608,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4771,PP,Goonellabah Comm. Cntr,7609,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,COOK Darlene,KRIEG Steve,ROB Big,1,6
4772,PP,Goonellabah Comm. Cntr,7610,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4773,PP,Goonellabah Comm. Cntr,7611,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,skipped,skipped,skipped,1,6
4774,PP,Goonellabah Comm. Cntr,7612,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4775,PP,Goonellabah Comm. Cntr,7613,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4776,PP,Goonellabah Comm. Cntr,7614,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4777,PP,Goonellabah Comm. Cntr,7615,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4778,PP,Goonellabah Comm. Cntr,7616,Formal,MP,GRINDON-EKINS Vanessa,ROB Big,COOK Darlene,HEALEY Patrick,BIRD Elly,KRIEG Steve,1,6
4779,PP,Goonellabah Comm. Cntr,7617,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
4780,PP,Goonellabah Comm. Cntr,7618,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4781,PP,Goonellabah Comm. Cntr,7619,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,skipped,skipped,1,6
4782,PP,Goonellabah Comm. Cntr,7620,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
4783,PP,Goonellabah Comm. Cntr,7621,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
4784,PP,Goonellabah Comm. Cntr,7622,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4785,PP,Goonellabah Comm. Cntr,7623,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,skipped,skipped,1,6
4786,PP,Goonellabah Comm. Cntr,7624,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,ROB Big,HEALEY Patrick,KRIEG Steve,1,6
4787,PP,Goonellabah Comm. Cntr,7625,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve,1,6
4788,PP,Goonellabah Comm. Cntr,7626,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,ROB Big,KRIEG Steve,HEALEY Patrick,1,6
4789,PP,Goonellabah Comm. Cntr,7627,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,skipped,1,6
4790,PP,Goonellabah Comm. Cntr,7628,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
4791,PP,Goonellabah Comm. Cntr,7629,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,COOK Darlene,ROB Big,KRIEG Steve,1,6
4792,PP,Goonellabah Comm. Cntr,7630,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4793,PP,Goonellabah Comm. Cntr,7631,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4794,PP,Goonellabah Comm. Cntr,7632,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4795,PP,Goonellabah Comm. Cntr,7633,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4796,PP,Goonellabah Comm. Cntr,7634,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4797,PP,Goonellabah Comm. Cntr,7635,Formal,MP,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,KRIEG Steve,ROB Big,BIRD Elly,1,6
4798,PP,Goonellabah Comm. Cntr,7636,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,KRIEG Steve,COOK Darlene,ROB Big,1,6
4799,PP,Goonellabah Comm. Cntr,7637,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4800,PP,Goonellabah Comm. Cntr,7638,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,COOK Darlene,HEALEY Patrick,ROB Big,BIRD Elly,1,6
4801,PP,Goonellabah Comm. Cntr,7639,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
4802,PP,Goonellabah Comm. Cntr,7640,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4803,PP,Goonellabah Comm. Cntr,7641,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,COOK Darlene,BIRD Elly,HEALEY Patrick,ROB Big,1,6
4804,PP,Goonellabah Comm. Cntr,7642,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4805,PP,Goonellabah Comm. Cntr,7643,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,skipped,skipped,skipped,skipped,1,6
4806,PP,Goonellabah Comm. Cntr,7644,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4807,PP,Goonellabah Comm. Cntr,7645,Formal,MP,GRINDON-EKINS Vanessa,KRIEG Steve,BIRD Elly,COOK Darlene,HEALEY Patrick,ROB Big,1,6
4808,PP,Goonellabah Comm. Cntr,7646,Formal,MP,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,skipped,1,6
4809,PP,Goonellabah Comm. Cntr,7647,Formal,MP,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,skipped,skipped,skipped,1,6
4810,PP,Goonellabah Comm. Cntr,7648,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4811,PP,Goonellabah Comm. Cntr,7649,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,ROB Big,HEALEY Patrick,KRIEG Steve,BIRD Elly,1,6
4812,PP,Goonellabah Comm. Cntr,7650,Formal,MP,GRINDON-EKINS Vanessa,COOK Darlene,KRIEG Steve,HEALEY Patrick,BIRD Elly,ROB Big,1,6
4813,PP,Goonellabah Comm. Cntr,7651,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4814,PP,Goonellabah Comm. Cntr,7652,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4815,PP,Goonellabah Comm. Cntr,7653,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
4816,PP,Goonellabah Comm. Cntr,7654,Formal,MP,KRIEG Steve,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
4817,PP,Goonellabah Comm. Cntr,7655,Formal,MP,KRIEG Steve,COOK Darlene,HEALEY Patrick,GRINDON-EKINS Vanessa,ROB Big,BIRD Elly,1,6
4818,PP,Goonellabah Comm. Cntr,7656,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4819,PP,Goonellabah Comm. Cntr,7657,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,1,6
4820,PP,Goonellabah Comm. Cntr,7658,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4821,PP,Goonellabah Comm. Cntr,7659,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4822,PP,Goonellabah Comm. Cntr,7660,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4823,PP,Goonellabah Comm. Cntr,7661,Formal,MP,KRIEG Steve,COOK Darlene,BIRD Elly,ROB Big,HEALEY Patrick,GRINDON-EKINS Vanessa,1,6
4824,PP,Goonellabah Comm. Cntr,7662,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
4825,PP,Goonellabah Comm. Cntr,7663,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4826,PP,Goonellabah Comm. Cntr,7664,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4827,PP,Goonellabah Comm. Cntr,7665,Formal,MP,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
4828,PP,Goonellabah Comm. Cntr,7666,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4829,PP,Goonellabah Comm. Cntr,7667,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
4830,PP,Goonellabah Comm. Cntr,7668,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
4831,PP,Goonellabah Comm. Cntr,7669,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4832,PP,Goonellabah Comm. Cntr,7670,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4833,PP,Goonellabah Comm. Cntr,7671,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4834,PP,Goonellabah Comm. Cntr,7672,Formal,MP,HEALEY Patrick,KRIEG Steve,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,ROB Big,1,6
4835,PP,Goonellabah Comm. Cntr,7673,Formal,MP,HEALEY Patrick,ROB Big,BIRD Elly,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,1,6
4836,PP,Goonellabah Comm. Cntr,7674,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4837,PP,Goonellabah Comm. Cntr,7675,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4838,PP,Goonellabah Comm. Cntr,7676,Formal,MP,HEALEY Patrick,KRIEG Steve,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,ROB Big,1,6
4839,PP,Goonellabah Comm. Cntr,7677,Formal,MP,HEALEY Patrick,COOK Darlene,skipped,skipped,skipped,skipped,1,6
4840,PP,Goonellabah Comm. Cntr,7678,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4841,PP,Goonellabah Comm. Cntr,7679,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4842,PP,Goonellabah Comm. Cntr,7680,Formal,MP,HEALEY Patrick,skipped,skipped,skipped,skipped,skipped,1,6
4843,PP,Goonellabah Comm. Cntr,7681,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
4844,PP,Goonellabah Comm. Cntr,7682,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
4845,PP,Goonellabah Comm. Cntr,7683,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
4846,PP,Goonellabah Comm. Cntr,7684,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
4847,PP,Goonellabah Comm. Cntr,7685,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
4848,PP,Goonellabah Comm. Cntr,7686,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
4849,PP,Goonellabah Comm. Cntr,7687,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
4850,PP,Goonellabah Comm. Cntr,7688,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4851,PP,Goonellabah Comm. Cntr,7689,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
4852,PP,Goonellabah Comm. Cntr,7690,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,KRIEG Steve,HEALEY Patrick,ROB Big,1,6
4853,PP,Goonellabah Comm. Cntr,7691,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
4854,PP,Goonellabah Comm. Cntr,7692,Formal,MP,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4855,PP,Goonellabah Comm. Cntr,7693,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
4856,PP,Goonellabah Comm. Cntr,7694,Formal,MP,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
4857,PP,Goonellabah Comm. Cntr,7695,Formal,MP,COOK Darlene,skipped,skipped,skipped,skipped,skipped,1,6
4858,PP,Goonellabah Comm. Cntr,7696,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4859,PP,Goonellabah Comm. Cntr,7697,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4860,PP,Goonellabah Comm. Cntr,7698,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4861,PP,Goonellabah Comm. Cntr,7699,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
4862,PP,Goonellabah Comm. Cntr,7700,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4863,PP,Goonellabah Comm. Cntr,7701,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4864,PP,Goonellabah Comm. Cntr,7702,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
4865,PP,Goonellabah Comm. Cntr,7703,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4866,PP,Goonellabah Comm. Cntr,7704,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4867,PP,Goonellabah Comm. Cntr,7705,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4868,PP,Goonellabah Comm. Cntr,7706,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4869,PP,Goonellabah Comm. Cntr,7707,Formal,MP,KRIEG Steve,BIRD Elly,COOK Darlene,HEALEY Patrick,skipped,skipped,1,6
4870,PP,Goonellabah Comm. Cntr,7708,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4871,PP,Goonellabah Comm. Cntr,7709,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4872,PP,Goonellabah Comm. Cntr,7710,Formal,MP,KRIEG Steve,COOK Darlene,skipped,skipped,skipped,skipped,1,6
4873,PP,Goonellabah Comm. Cntr,7711,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4874,PP,Goonellabah Comm. Cntr,7712,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4875,PP,Goonellabah Comm. Cntr,7713,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,1,6
4876,PP,Goonellabah Comm. Cntr,7714,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4877,PP,Goonellabah Comm. Cntr,7715,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4878,PP,Goonellabah Comm. Cntr,7716,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
4879,PP,Goonellabah Comm. Cntr,7717,Formal,MP,KRIEG Steve,BIRD Elly,HEALEY Patrick,skipped,skipped,skipped,1,6
4880,PP,Goonellabah Comm. Cntr,7718,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
4881,PP,Goonellabah Comm. Cntr,7719,Formal,MP,KRIEG Steve,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,BIRD Elly,ROB Big,1,6
4882,PP,Goonellabah Comm. Cntr,7720,Formal,MP,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,ROB Big,1,6
4883,PP,Goonellabah Comm. Cntr,7721,Formal,MP,ROB Big,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4884,PP,Goonellabah Comm. Cntr,7722,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
4885,PP,Goonellabah Comm. Cntr,7723,Formal,MP,ROB Big,GRINDON-EKINS Vanessa,BIRD Elly,COOK Darlene,KRIEG Steve,HEALEY Patrick,1,6
4886,PP,Goonellabah Comm. Cntr,7724,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4887,PP,Goonellabah Comm. Cntr,7725,Formal,MP,ROB Big,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4888,PP,Goonellabah Comm. Cntr,7726,Formal,MP,ROB Big,KRIEG Steve,BIRD Elly,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,1,6
4889,PP,Goonellabah Comm. Cntr,7727,Formal,MP,ROB Big,COOK Darlene,HEALEY Patrick,GRINDON-EKINS Vanessa,KRIEG Steve,BIRD Elly,1,6
4890,PP,Goonellabah Comm. Cntr,7728,Formal,MP,ROB Big,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4891,PP,Goonellabah Comm. Cntr,7729,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,BIRD Elly,COOK Darlene,skipped,1,6
4892,PP,Goonellabah Comm. Cntr,7730,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4893,PP,Goonellabah Comm. Cntr,7731,Formal,MP,ROB Big,BIRD Elly,skipped,skipped,skipped,skipped,1,6
4894,PP,Goonellabah Comm. Cntr,7732,Formal,MP,ROB Big,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,1,6
4895,PP,Goonellabah Comm. Cntr,7733,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4896,PP,Goonellabah Comm. Cntr,7734,Formal,MP,ROB Big,KRIEG Steve,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
4897,PP,Goonellabah Comm. Cntr,7735,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4898,PP,Goonellabah Comm. Cntr,7736,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4899,PP,Goonellabah Comm. Cntr,7737,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4900,PP,Goonellabah Comm. Cntr,7738,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4901,PP,Goonellabah Comm. Cntr,7739,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4902,PP,Goonellabah Comm. Cntr,7740,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4903,PP,Goonellabah Comm. Cntr,7741,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4904,PP,Goonellabah Comm. Cntr,7742,Formal,MP,ROB Big,BIRD Elly,skipped,skipped,skipped,skipped,1,6
4905,PP,Goonellabah Comm. Cntr,7743,Formal,MP,ROB Big,skipped,skipped,skipped,skipped,skipped,1,6
4906,PP,Goonellabah Comm. Cntr,7744,Formal,MP,ROB Big,KRIEG Steve,skipped,skipped,skipped,skipped,1,6
4907,PP,Goonellabah Comm. Cntr,7745,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
4908,PP,Goonellabah Comm. Cntr,7746,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,skipped,skipped,1,6
4909,PP,Goonellabah Comm. Cntr,7747,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
4910,PP,Goonellabah Comm. Cntr,7748,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
4911,PP,Goonellabah Comm. Cntr,7749,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
4912,PP,Goonellabah Comm. Cntr,7750,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
4913,PP,Goonellabah Comm. Cntr,7751,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
4914,PP,Goonellabah Comm. Cntr,7752,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,HEALEY Patrick,KRIEG Steve,ROB Big,1,6
4915,PP,Goonellabah Comm. Cntr,7753,Formal,MP,BIRD Elly,ROB Big,skipped,skipped,skipped,skipped,1,6
4916,PP,Goonellabah Comm. Cntr,7754,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
4917,PP,Goonellabah Comm. Cntr,7755,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
4918,PP,Goonellabah Comm. Cntr,7756,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
4919,PP,Goonellabah Comm. Cntr,7757,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
4920,PP,Goonellabah Comm. Cntr,7758,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
