,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
7916,PP,Moruya Public,4680,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7917,PP,Moruya Public,4681,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7918,PP,Moruya Public,4682,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7919,PP,Moruya Public,4683,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7920,PP,Moruya Public,4684,Formal,MP,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,skipped,skipped,skipped,skipped,1,7
7921,PP,Moruya Public,4685,Formal,MP,HATCHER Mat,POLLOCK Rob,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),WORTHINGTON Alison,1,7
7922,PP,Moruya Public,4686,Formal,MP,HATCHER Mat,WORTHINGTON Alison,HARRISON N (Tubby),SMITH Gary,GRACE David,STARMER Karyn,POLLOCK Rob,1,7
7923,PP,Moruya Public,4687,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7924,PP,Moruya Public,4688,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7925,PP,Moruya Public,4689,Formal,MP,HATCHER Mat,GRACE David,STARMER Karyn,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob,WORTHINGTON Alison,1,7
7926,PP,Moruya Public,4690,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7927,PP,Moruya Public,4691,Formal,MP,HATCHER Mat,STARMER Karyn,HARRISON N (Tubby),skipped,skipped,skipped,skipped,1,7
7928,PP,Moruya Public,4692,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,1,7
7929,PP,Moruya Public,4693,Formal,MP,HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,skipped,1,7
7930,PP,Moruya Public,4694,Formal,MP,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn,SMITH Gary,GRACE David,WORTHINGTON Alison,1,7
7931,PP,Moruya Public,4695,Formal,MP,HATCHER Mat,WORTHINGTON Alison,GRACE David,HARRISON N (Tubby),SMITH Gary,POLLOCK Rob,STARMER Karyn,1,7
7932,PP,Moruya Public,4696,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,1,7
7933,PP,Moruya Public,4697,Formal,MP,HATCHER Mat,STARMER Karyn,HARRISON N (Tubby),POLLOCK Rob,skipped,skipped,skipped,1,7
7934,PP,Moruya Public,4698,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7935,PP,Moruya Public,4699,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7936,PP,Moruya Public,4700,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7937,PP,Moruya Public,4701,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7938,PP,Moruya Public,4702,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7939,PP,Moruya Public,4703,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7940,PP,Moruya Public,4704,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7941,PP,Moruya Public,4705,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7942,PP,Moruya Public,4706,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7943,PP,Moruya Public,4707,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7944,PP,Moruya Public,4708,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7945,PP,Moruya Public,4709,Formal,MP,STARMER Karyn,POLLOCK Rob,WORTHINGTON Alison,HATCHER Mat,SMITH Gary,HARRISON N (Tubby),GRACE David,1,7
7946,PP,Moruya Public,4710,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7947,PP,Moruya Public,4711,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7948,PP,Moruya Public,4712,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7949,PP,Moruya Public,4713,Formal,MP,STARMER Karyn,POLLOCK Rob,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,GRACE David,WORTHINGTON Alison,1,7
7950,PP,Moruya Public,4714,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7951,PP,Moruya Public,4715,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7952,PP,Moruya Public,4716,Formal,MP,STARMER Karyn,POLLOCK Rob,HATCHER Mat,skipped,skipped,skipped,skipped,1,7
7953,PP,Moruya Public,4717,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
7954,PP,Moruya Public,4718,Formal,MP,STARMER Karyn,HARRISON N (Tubby),POLLOCK Rob,HATCHER Mat,SMITH Gary,GRACE David,WORTHINGTON Alison,1,7
7955,PP,Moruya Public,4719,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7956,PP,Moruya Public,4720,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7957,PP,Moruya Public,4721,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
7958,PP,Moruya Public,4722,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7959,PP,Moruya Public,4723,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7960,PP,Moruya Public,4724,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,GRACE David,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob,1,7
7961,PP,Moruya Public,4725,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7962,PP,Moruya Public,4726,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,skipped,skipped,skipped,skipped,1,7
7963,PP,Moruya Public,4727,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7964,PP,Moruya Public,4728,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7965,PP,Moruya Public,4729,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7966,PP,Moruya Public,4730,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7967,PP,Moruya Public,4731,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7968,PP,Moruya Public,4732,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7969,PP,Moruya Public,4733,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7970,PP,Moruya Public,4734,Formal,MP,STARMER Karyn,GRACE David,HARRISON N (Tubby),POLLOCK Rob,WORTHINGTON Alison,SMITH Gary,HATCHER Mat,1,7
7971,PP,Moruya Public,4735,Formal,MP,STARMER Karyn,WORTHINGTON Alison,HATCHER Mat,GRACE David,skipped,skipped,skipped,1,7
7972,PP,Moruya Public,4736,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7973,PP,Moruya Public,4737,Formal,MP,STARMER Karyn,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,skipped,skipped,skipped,1,7
7974,PP,Moruya Public,4738,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7975,PP,Moruya Public,4739,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7976,PP,Moruya Public,4740,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7977,PP,Moruya Public,4741,Formal,MP,STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,1,7
7978,PP,Moruya Public,4742,Formal,MP,STARMER Karyn,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,1,7
7979,PP,Moruya Public,4743,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
7980,PP,Moruya Public,4744,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7981,PP,Moruya Public,4745,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7982,PP,Moruya Public,4746,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7983,PP,Moruya Public,4747,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7984,PP,Moruya Public,4748,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
7985,PP,Moruya Public,4749,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7986,PP,Moruya Public,4750,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7987,PP,Moruya Public,4751,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7988,PP,Moruya Public,4752,Formal,MP,STARMER Karyn,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,1,7
7989,PP,Moruya Public,4753,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,1,7
7990,PP,Moruya Public,4754,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7991,PP,Moruya Public,4755,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7992,PP,Moruya Public,4756,Formal,MP,STARMER Karyn,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,1,7
7993,PP,Moruya Public,4757,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,SMITH Gary,GRACE David,POLLOCK Rob,HARRISON N (Tubby),1,7
7994,PP,Moruya Public,4758,Formal,MP,STARMER Karyn,WORTHINGTON Alison,HATCHER Mat,POLLOCK Rob,HARRISON N (Tubby),GRACE David,SMITH Gary,1,7
7995,PP,Moruya Public,4759,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,1,7
7996,PP,Moruya Public,4760,Formal,MP,HATCHER Mat,GRACE David,skipped,skipped,skipped,skipped,skipped,1,7
7997,PP,Moruya Public,4761,Formal,MP,HATCHER Mat,GRACE David,skipped,skipped,skipped,skipped,skipped,1,7
7998,PP,Moruya Public,4762,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
7999,PP,Moruya Public,4763,Formal,MP,HATCHER Mat,POLLOCK Rob,GRACE David,SMITH Gary,HARRISON N (Tubby),STARMER Karyn,WORTHINGTON Alison,1,7
8000,PP,Moruya Public,4764,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,1,7
8001,PP,Moruya Public,4765,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,1,7
8002,PP,Moruya Public,4766,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8003,PP,Moruya Public,4767,Formal,MP,HATCHER Mat,STARMER Karyn,WORTHINGTON Alison,SMITH Gary,POLLOCK Rob,HARRISON N (Tubby),GRACE David,1,7
8004,PP,Moruya Public,4768,Formal,MP,HATCHER Mat,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn,WORTHINGTON Alison,GRACE David,1,7
8005,PP,Moruya Public,4769,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8006,PP,Moruya Public,4770,Formal,MP,HATCHER Mat,STARMER Karyn,HARRISON N (Tubby),WORTHINGTON Alison,GRACE David,SMITH Gary,POLLOCK Rob,1,7
8007,PP,Moruya Public,4771,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,1,7
8008,PP,Moruya Public,4772,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8009,PP,Moruya Public,4773,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8010,PP,Moruya Public,4774,Formal,MP,HATCHER Mat,GRACE David,skipped,skipped,skipped,skipped,skipped,1,7
8011,PP,Moruya Public,4775,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,1,7
8012,PP,Moruya Public,4776,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped,1,7
8013,PP,Moruya Public,4777,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8014,PP,Moruya Public,4778,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8015,PP,Moruya Public,4779,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8016,PP,Moruya Public,4780,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8017,PP,Moruya Public,4781,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8018,PP,Moruya Public,4782,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8019,PP,Moruya Public,4783,Formal,MP,HATCHER Mat,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob,GRACE David,STARMER Karyn,WORTHINGTON Alison,1,7
8020,PP,Moruya Public,4784,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,1,7
8021,PP,Moruya Public,4785,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,SMITH Gary,POLLOCK Rob,GRACE David,WORTHINGTON Alison,1,7
8022,PP,Moruya Public,4786,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,1,7
8023,PP,Moruya Public,4787,Formal,MP,HATCHER Mat,POLLOCK Rob,STARMER Karyn,HARRISON N (Tubby),GRACE David,WORTHINGTON Alison,SMITH Gary,1,7
8024,PP,Moruya Public,4788,Formal,MP,HATCHER Mat,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),POLLOCK Rob,WORTHINGTON Alison,1,7
8025,PP,Moruya Public,4789,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8026,PP,Moruya Public,4790,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8027,PP,Moruya Public,4791,Formal,MP,HATCHER Mat,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,1,7
8028,PP,Moruya Public,4792,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8029,PP,Moruya Public,4793,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8030,PP,Moruya Public,4794,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8031,PP,Moruya Public,4795,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8032,PP,Moruya Public,4796,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8033,PP,Moruya Public,4797,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8034,PP,Moruya Public,4798,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
8035,PP,Moruya Public,4799,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8036,PP,Moruya Public,4800,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8037,PP,Moruya Public,4801,Formal,MP,HATCHER Mat,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,1,7
8038,PP,Moruya Public,4802,Formal,MP,HATCHER Mat,WORTHINGTON Alison,GRACE David,STARMER Karyn,HARRISON N (Tubby),POLLOCK Rob,SMITH Gary,1,7
8039,PP,Moruya Public,4803,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8040,PP,Moruya Public,4804,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,1,7
8041,PP,Moruya Public,4805,Formal,MP,HATCHER Mat,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,1,7
8042,PP,Moruya Public,4806,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,1,7
8043,PP,Moruya Public,4807,Formal,MP,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8044,PP,Moruya Public,4808,Formal,MP,HATCHER Mat,HARRISON N (Tubby),STARMER Karyn,skipped,skipped,skipped,skipped,1,7
8045,PP,Moruya Public,4809,Formal,MP,STARMER Karyn,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,1,7
8046,PP,Moruya Public,4810,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8047,PP,Moruya Public,4811,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8048,PP,Moruya Public,4812,Formal,MP,STARMER Karyn,WORTHINGTON Alison,GRACE David,SMITH Gary,HATCHER Mat,HARRISON N (Tubby),POLLOCK Rob,1,7
8049,PP,Moruya Public,4813,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8050,PP,Moruya Public,4814,Formal,MP,STARMER Karyn,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,WORTHINGTON Alison,GRACE David,1,7
8051,PP,Moruya Public,4815,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
8052,PP,Moruya Public,4816,Formal,MP,WORTHINGTON Alison,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,1,7
8053,PP,Moruya Public,4817,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8054,PP,Moruya Public,4818,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8055,PP,Moruya Public,4819,Formal,MP,STARMER Karyn,WORTHINGTON Alison,HATCHER Mat,SMITH Gary,GRACE David,POLLOCK Rob,HARRISON N (Tubby),1,7
8056,PP,Moruya Public,4820,Formal,MP,STARMER Karyn,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,GRACE David,POLLOCK Rob,WORTHINGTON Alison,1,7
8057,PP,Moruya Public,4821,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8058,PP,Moruya Public,4822,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8059,PP,Moruya Public,4823,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8060,PP,Moruya Public,4824,Formal,MP,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,skipped,skipped,1,7
8061,PP,Moruya Public,4825,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8062,PP,Moruya Public,4826,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8063,PP,Moruya Public,4827,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8064,PP,Moruya Public,4828,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8065,PP,Moruya Public,4829,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8066,PP,Moruya Public,4830,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8067,PP,Moruya Public,4831,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8068,PP,Moruya Public,4832,Formal,MP,STARMER Karyn,HARRISON N (Tubby),POLLOCK Rob,skipped,skipped,skipped,skipped,1,7
8069,PP,Moruya Public,4833,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
8070,PP,Moruya Public,4834,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8071,PP,Moruya Public,4835,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
8072,PP,Moruya Public,4836,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8073,PP,Moruya Public,4837,Formal,MP,STARMER Karyn,GRACE David,HARRISON N (Tubby),skipped,skipped,skipped,skipped,1,7
8074,PP,Moruya Public,4838,Formal,MP,STARMER Karyn,HATCHER Mat,WORTHINGTON Alison,SMITH Gary,GRACE David,POLLOCK Rob,HARRISON N (Tubby),1,7
8075,PP,Moruya Public,4839,Formal,MP,STARMER Karyn,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,1,7
8076,PP,Moruya Public,4840,Formal,MP,STARMER Karyn,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,1,7
8077,PP,Moruya Public,4841,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8078,PP,Moruya Public,4842,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8079,PP,Moruya Public,4843,Formal,MP,STARMER Karyn,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,1,7
8080,PP,Moruya Public,4844,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8081,PP,Moruya Public,4845,Formal,MP,STARMER Karyn,WORTHINGTON Alison,GRACE David,skipped,skipped,skipped,skipped,1,7
8082,PP,Moruya Public,4846,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8083,PP,Moruya Public,4847,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8084,PP,Moruya Public,4848,Formal,MP,STARMER Karyn,WORTHINGTON Alison,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,1,7
8085,PP,Moruya Public,4849,Formal,MP,STARMER Karyn,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,1,7
8086,PP,Moruya Public,4850,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8087,PP,Moruya Public,4851,Formal,MP,STARMER Karyn,WORTHINGTON Alison,HATCHER Mat,HARRISON N (Tubby),SMITH Gary,GRACE David,POLLOCK Rob,1,7
8088,PP,Moruya Public,4852,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8089,PP,Moruya Public,4853,Formal,MP,STARMER Karyn,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,1,7
8090,PP,Moruya Public,4854,Formal,MP,STARMER Karyn,GRACE David,WORTHINGTON Alison,HARRISON N (Tubby),HATCHER Mat,SMITH Gary,POLLOCK Rob,1,7
8091,PP,Moruya Public,4855,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8092,PP,Moruya Public,4856,Formal,MP,STARMER Karyn,GRACE David,SMITH Gary,HARRISON N (Tubby),HATCHER Mat,skipped,skipped,1,7
8093,PP,Moruya Public,4857,Formal,MP,STARMER Karyn,skipped,skipped,skipped,skipped,skipped,skipped,1,7
8094,PP,Moruya Public,4858,Formal,MP,STARMER Karyn,WORTHINGTON Alison,skipped,skipped,skipped,skipped,skipped,1,7
8095,PP,Moruya Public,4859,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8096,PP,Moruya Public,4860,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
8097,PP,Moruya Public,4861,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
8098,PP,Moruya Public,4862,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
8099,PP,Moruya Public,4863,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
8100,PP,Moruya Public,4864,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8101,PP,Moruya Public,4865,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,STARMER Karyn,HATCHER Mat,SMITH Gary,GRACE David,skipped,1,7
8102,PP,Moruya Public,4866,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,skipped,skipped,skipped,skipped,1,7
8103,PP,Moruya Public,4867,Formal,MP,HARRISON N (Tubby),GRACE David,STARMER Karyn,HATCHER Mat,skipped,skipped,skipped,1,7
8104,PP,Moruya Public,4868,Formal,MP,HARRISON N (Tubby),STARMER Karyn,WORTHINGTON Alison,SMITH Gary,GRACE David,HATCHER Mat,POLLOCK Rob,1,7
8105,PP,Moruya Public,4869,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8106,PP,Moruya Public,4870,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8107,PP,Moruya Public,4871,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8108,PP,Moruya Public,4872,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8109,PP,Moruya Public,4873,Formal,MP,HARRISON N (Tubby),HATCHER Mat,POLLOCK Rob,STARMER Karyn,skipped,skipped,skipped,1,7
8110,PP,Moruya Public,4874,Formal,MP,HARRISON N (Tubby),POLLOCK Rob,HATCHER Mat,SMITH Gary,STARMER Karyn,GRACE David,WORTHINGTON Alison,1,7
8111,PP,Moruya Public,4875,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8112,PP,Moruya Public,4876,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8113,PP,Moruya Public,4877,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8114,PP,Moruya Public,4878,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8115,PP,Moruya Public,4879,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
8116,PP,Moruya Public,4880,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped,1,7
