ballotID,precinctPortion,ballot_type,countingGroup,precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,Num cands,Num seats
01663_00000_871162,89.0,Ballot 2 - Type 2,Early,89,KEN MIYAGISHIMA,MIKE A TELLEZ,WILLIAM BILL MATTIACE,GREGORY Z SMITH,JORGE SANCHEZ,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,10,1
01663_00000_487666,102.0,Ballot 16 - Type 16,Early,102,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_132496,71.0,Ballot 14 - Type 14,Early,71,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_315136,102.0,Ballot 16 - Type 16,Early,102,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_477131,52.0,Ballot 14 - Type 14,Early,52,ISABELLA SOLIS,GREGORY Z SMITH,MIKE A TELLEZ,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,skipped,skipped,10,1
01663_00000_052563,112.0,Ballot 16 - Type 16,Early,112,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_667856,40.002,Ballot 19 - Type 19,Early,40,KEN MIYAGISHIMA,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_804307,71.0,Ballot 14 - Type 14,Early,71,KEN MIYAGISHIMA,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_561185,48.0,Ballot 20 - Type 20,Early,48,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_834222,62.0,Ballot 17 - Type 17,Early,62,KEN MIYAGISHIMA,ISABELLA SOLIS,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,10,1
01663_00000_744792,99.002,Ballot 2 - Type 2,Early,99,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_761070,56.002,Ballot 14 - Type 14,Early,56,WILLIAM BILL MATTIACE,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_717352,39.0,Ballot 19 - Type 19,Early,39,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_511400,51.0,Ballot 14 - Type 14,Early,51,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_865529,83.002,Ballot 20 - Type 20,Early,83,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_943729,47.0,Ballot 20 - Type 20,Early,47,MIKE A TELLEZ,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_112078,71.0,Ballot 14 - Type 14,Early,71,KEN MIYAGISHIMA,GREGORY Z SMITH,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_104889,89.0,Ballot 2 - Type 2,Early,89,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_798143,73.0,Ballot 14 - Type 14,Early,73,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_632632,108.002,Ballot 19 - Type 19,Early,108,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_024834,109.002,Ballot 17 - Type 17,Early,109,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_598569,106.0,Ballot 16 - Type 16,Early,106,WILLIAM BILL MATTIACE,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_414860,109.002,Ballot 17 - Type 17,Early,109,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ISABELLA SOLIS,BEV COURTNEY,MIKE A TELLEZ,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,10,1
01663_00000_533209,93.0,Ballot 20 - Type 20,Early,93,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,GREGORY Z SMITH,KEN MIYAGISHIMA,10,1
01663_00000_813301,69.0,Ballot 20 - Type 20,Early,69,KEN MIYAGISHIMA,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_342234,62.0,Ballot 17 - Type 17,Early,62,KEN MIYAGISHIMA,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,10,1
01663_00000_726347,34.0,Ballot 20 - Type 20,Early,34,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,JORGE SANCHEZ,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,10,1
01663_00000_161682,7.002,Ballot 14 - Type 14,Early,7,KEN MIYAGISHIMA,GREGORY Z SMITH,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_205894,71.0,Ballot 14 - Type 14,Early,71,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_830638,26.0,Ballot 2 - Type 2,Early,26,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_753302,39.0,Ballot 19 - Type 19,Early,39,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_987802,37.0,Ballot 2 - Type 2,Early,37,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_629929,33.0,Ballot 20 - Type 20,Early,33,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_057320,112.0,Ballot 16 - Type 16,Early,112,KEN MIYAGISHIMA,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_404457,40.002,Ballot 19 - Type 19,Early,40,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_524563,52.0,Ballot 14 - Type 14,Early,52,MIKE A TELLEZ,BEV COURTNEY,WILLIAM BILL MATTIACE,ISABELLA SOLIS,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,KEN MIYAGISHIMA,10,1
01663_00000_093811,68.0,Ballot 20 - Type 20,Early,68,WILLIAM BILL MATTIACE,MIKE A TELLEZ,BEV COURTNEY,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_034053,55.002,Ballot 14 - Type 14,Early,55,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,BEV COURTNEY,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,GREGORY Z SMITH,KEN MIYAGISHIMA,10,1
01663_00000_506164,59.0,Ballot 16 - Type 16,Early,59,WILLIAM BILL MATTIACE,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_478114,38.002,Ballot 19 - Type 19,Early,38,ISABELLA SOLIS,MIKE A TELLEZ,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,GREGORY Z SMITH,KEN MIYAGISHIMA,10,1
01663_00000_703656,70.0,Ballot 20 - Type 20,Early,70,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,ISABELLA SOLIS,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_412104,102.0,Ballot 16 - Type 16,Early,102,KEN MIYAGISHIMA,BEV COURTNEY,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_588695,71.0,Ballot 14 - Type 14,Early,71,MIKE A TELLEZ,WILLIAM BILL MATTIACE,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_184692,26.0,Ballot 2 - Type 2,Early,26,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_041297,73.0,Ballot 14 - Type 14,Early,73,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_727897,106.0,Ballot 16 - Type 16,Early,106,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_378207,34.0,Ballot 20 - Type 20,Early,34,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_569391,41.0,Ballot 19 - Type 19,Early,41,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_801976,99.002,Ballot 2 - Type 2,Early,99,GREGORY Z SMITH,WILLIAM BILL MATTIACE,BEV COURTNEY,MIKE A TELLEZ,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_512247,91.0,Ballot 20 - Type 20,Early,91,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_601107,112.0,Ballot 16 - Type 16,Early,112,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_090777,108.002,Ballot 19 - Type 19,Early,108,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_998550,56.002,Ballot 14 - Type 14,Early,56,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_432050,67.0,Ballot 16 - Type 16,Early,67,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_764164,106.0,Ballot 16 - Type 16,Early,106,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_193206,109.002,Ballot 17 - Type 17,Early,109,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_033402,43.0,Ballot 20 - Type 20,Early,43,KEN MIYAGISHIMA,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,JORGE SANCHEZ,GREGORY Z SMITH,MIKE A TELLEZ,10,1
01663_00000_219630,22.002,Ballot 19 - Type 19,Early,22,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,MIKE A TELLEZ,GREGORY Z SMITH,ISABELLA SOLIS,JORGE SANCHEZ,BEV COURTNEY,10,1
01663_00000_837861,73.0,Ballot 14 - Type 14,Early,73,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,BEV COURTNEY,JORGE SANCHEZ,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_764902,102.0,Ballot 16 - Type 16,Early,102,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_897913,37.0,Ballot 2 - Type 2,Early,37,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_415725,30.0,Ballot 2 - Type 2,Early,30,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_505503,106.0,Ballot 16 - Type 16,Early,106,ISABELLA SOLIS,MIKE A TELLEZ,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_116429,57.002,Ballot 14 - Type 14,Early,57,GREGORY Z SMITH,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_405041,112.0,Ballot 16 - Type 16,Early,112,WILLIAM BILL MATTIACE,BEV COURTNEY,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_282726,109.002,Ballot 17 - Type 17,Early,109,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_825700,78.002,Ballot 14 - Type 14,Early,78,WILLIAM BILL MATTIACE,GREGORY Z SMITH,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_566011,59.0,Ballot 16 - Type 16,Early,59,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_874894,36.0,Ballot 2 - Type 2,Early,36,GREGORY Z SMITH,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,BEV COURTNEY,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,10,1
01663_00000_094662,105.002,Ballot 17 - Type 17,Early,105,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,MIKE A TELLEZ,GREGORY Z SMITH,BEV COURTNEY,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,10,1
01663_00000_385084,38.002,Ballot 19 - Type 19,Early,38,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_487100,26.0,Ballot 2 - Type 2,Early,26,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_621578,108.002,Ballot 19 - Type 19,Early,108,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,10,1
01663_00000_356532,38.002,Ballot 19 - Type 19,Early,38,MIKE A TELLEZ,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_176012,7.002,Ballot 14 - Type 14,Early,7,BEV COURTNEY,MIKE A TELLEZ,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,10,1
01663_00000_463106,46.0,Ballot 20 - Type 20,Early,46,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_007447,26.0,Ballot 2 - Type 2,Early,26,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_246375,72.0,Ballot 14 - Type 14,Early,72,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_977376,33.0,Ballot 20 - Type 20,Early,33,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_113345,55.002,Ballot 14 - Type 14,Early,55,ISABELLA SOLIS,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,GREGORY Z SMITH,BEV COURTNEY,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,10,1
01663_00000_584195,67.0,Ballot 16 - Type 16,Early,67,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,JORGE SANCHEZ,GREGORY Z SMITH,ISABELLA SOLIS,BEV COURTNEY,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,10,1
01663_00000_963949,112.0,Ballot 16 - Type 16,Early,112,KEN MIYAGISHIMA,GREGORY Z SMITH,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_440980,90.002,Ballot 19 - Type 19,Early,90,GREGORY Z SMITH,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_576193,55.002,Ballot 14 - Type 14,Early,55,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_225672,106.0,Ballot 16 - Type 16,Early,106,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_536189,37.0,Ballot 2 - Type 2,Early,37,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_079840,40.002,Ballot 19 - Type 19,Early,40,MIKE A TELLEZ,ISABELLA SOLIS,WILLIAM BILL MATTIACE,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_940939,22.002,Ballot 19 - Type 19,Early,22,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,MIKE A TELLEZ,GREGORY Z SMITH,JORGE SANCHEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,10,1
01663_00000_503070,102.0,Ballot 16 - Type 16,Early,102,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,ISABELLA SOLIS,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,BEV COURTNEY,10,1
01663_00000_474482,56.002,Ballot 14 - Type 14,Early,56,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_797676,108.002,Ballot 19 - Type 19,Early,108,GREGORY Z SMITH,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_631922,68.0,Ballot 20 - Type 20,Early,68,KEN MIYAGISHIMA,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,MIKE A TELLEZ,JORGE SANCHEZ,GREGORY Z SMITH,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,10,1
01663_00000_879211,109.002,Ballot 17 - Type 17,Early,109,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_399386,73.0,Ballot 14 - Type 14,Early,73,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_763761,59.0,Ballot 16 - Type 16,Early,59,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_860464,103.0,Ballot 16 - Type 16,Early,103,GREGORY Z SMITH,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,BEV COURTNEY,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_189918,112.0,Ballot 16 - Type 16,Early,112,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_496312,61.0,Ballot 16 - Type 16,Early,61,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_905755,73.0,Ballot 14 - Type 14,Early,73,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,KEN MIYAGISHIMA,MIKE A TELLEZ,skipped,skipped,skipped,skipped,10,1
01663_00000_602571,48.0,Ballot 20 - Type 20,Early,48,GREGORY Z SMITH,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,BEV COURTNEY,ISABELLA SOLIS,10,1
01663_00000_068387,44.0,Ballot 20 - Type 20,Early,44,KEN MIYAGISHIMA,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,JORGE SANCHEZ,GREGORY Z SMITH,10,1
01663_00000_885441,67.0,Ballot 16 - Type 16,Early,67,GREGORY Z SMITH,KEN MIYAGISHIMA,MIKE A TELLEZ,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_245558,73.0,Ballot 14 - Type 14,Early,73,GREGORY Z SMITH,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_954233,99.002,Ballot 2 - Type 2,Early,99,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_324791,113.001,Ballot 20 - Type 20,Early,113,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_941048,62.0,Ballot 17 - Type 17,Early,62,WILLIAM BILL MATTIACE,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,KEN MIYAGISHIMA,MIKE A TELLEZ,10,1
01663_00000_731757,53.0,Ballot 14 - Type 14,Early,53,BEV COURTNEY,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,ISABELLA SOLIS,JORGE SANCHEZ,GREGORY Z SMITH,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,10,1
01663_00000_390340,118.0,Ballot 16 - Type 16,Early,118,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_141942,103.0,Ballot 16 - Type 16,Early,103,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_927171,69.0,Ballot 20 - Type 20,Early,69,KEN MIYAGISHIMA,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_017830,62.0,Ballot 17 - Type 17,Early,62,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,GREGORY Z SMITH,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,MIKE A TELLEZ,JORGE SANCHEZ,10,1
01663_00000_750524,26.0,Ballot 2 - Type 2,Early,26,GREGORY Z SMITH,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_623703,117.001,Ballot 16 - Type 16,Early,117,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_207608,83.002,Ballot 20 - Type 20,Early,83,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,10,1
01663_00000_859301,106.0,Ballot 16 - Type 16,Early,106,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,10,1
01663_00000_160488,106.0,Ballot 16 - Type 16,Early,106,KEN MIYAGISHIMA,MIKE A TELLEZ,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS,BEV COURTNEY,10,1
