ballotID,precinctPortion,ballot_type,countingGroup,precinct,rank1,rank2,rank3,rank4,Num cands,Num seats
01663_00000_574637,53.0,Ballot 14 - Type 14,Early,53,JASON D ESTRADA,PHILIP A VANVEEN,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",4,1
01663_00000_877938,71.0,Ballot 14 - Type 14,Early,71,PHILIP A VANVEEN,JASON D ESTRADA,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,4,1
01663_00000_818115,73.0,Ballot 14 - Type 14,Early,73,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,TESSA ABEYTA STUVE,4,1
01663_00000_802646,57.002,Ballot 14 - Type 14,Early,57,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,JASON D ESTRADA,4,1
01663_00000_061710,73.0,Ballot 14 - Type 14,Early,73,PHILIP A VANVEEN,TESSA ABEYTA STUVE,JASON D ESTRADA,"JACK L VALENCIA, JR",4,1
01663_00000_012441,78.002,Ballot 14 - Type 14,Early,78,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01663_00000_133512,78.002,Ballot 14 - Type 14,Early,78,TESSA ABEYTA STUVE,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01663_00000_642099,55.002,Ballot 14 - Type 14,Early,55,"JACK L VALENCIA, JR",PHILIP A VANVEEN,TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01663_00000_531676,57.002,Ballot 14 - Type 14,Early,57,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01663_00000_298232,72.0,Ballot 14 - Type 14,Early,72,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01663_00000_745860,78.002,Ballot 14 - Type 14,Early,78,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01663_00000_444133,73.0,Ballot 14 - Type 14,Early,73,"JACK L VALENCIA, JR",skipped,skipped,skipped,4,1
01663_00000_474914,50.0,Ballot 14 - Type 14,Early,50,PHILIP A VANVEEN,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01663_00000_944127,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01663_00000_736862,78.002,Ballot 14 - Type 14,Early,78,TESSA ABEYTA STUVE,PHILIP A VANVEEN,JASON D ESTRADA,"JACK L VALENCIA, JR",4,1
01663_00000_391781,52.0,Ballot 14 - Type 14,Early,52,JASON D ESTRADA,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,PHILIP A VANVEEN,4,1
01663_00000_097311,53.0,Ballot 14 - Type 14,Early,53,"JACK L VALENCIA, JR",PHILIP A VANVEEN,TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01663_00000_513933,73.0,Ballot 14 - Type 14,Early,73,"JACK L VALENCIA, JR",PHILIP A VANVEEN,TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01663_00000_870311,7.002,Ballot 14 - Type 14,Early,7,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01663_00000_432264,72.0,Ballot 14 - Type 14,Early,72,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01663_00000_164475,7.002,Ballot 14 - Type 14,Early,7,PHILIP A VANVEEN,"JACK L VALENCIA, JR",skipped,skipped,4,1
01663_00000_527954,114.002,Ballot 14 - Type 14,Early,114,TESSA ABEYTA STUVE,JASON D ESTRADA,PHILIP A VANVEEN,"JACK L VALENCIA, JR",4,1
01663_00000_660286,57.002,Ballot 14 - Type 14,Early,57,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,PHILIP A VANVEEN,JASON D ESTRADA,4,1
01663_00000_843220,56.002,Ballot 14 - Type 14,Early,56,PHILIP A VANVEEN,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01663_00000_011579,73.0,Ballot 14 - Type 14,Early,73,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01663_00000_514236,49.0,Ballot 14 - Type 14,Early,49,PHILIP A VANVEEN,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01663_00000_987395,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,JASON D ESTRADA,4,1
01663_00000_364405,77.002,Ballot 14 - Type 14,Early,77,PHILIP A VANVEEN,TESSA ABEYTA STUVE,skipped,skipped,4,1
01663_00000_077270,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01663_00000_166908,55.002,Ballot 14 - Type 14,Early,55,PHILIP A VANVEEN,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01669_00000_675677,55.002,Ballot 14 - Type 14,Early,55,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_773120,7.002,Ballot 14 - Type 14,Early,7,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,TESSA ABEYTA STUVE,4,1
01669_00000_141456,57.002,Ballot 14 - Type 14,Early,57,PHILIP A VANVEEN,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01669_00000_207699,56.002,Ballot 14 - Type 14,Early,56,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_033497,114.002,Ballot 14 - Type 14,Early,114,TESSA ABEYTA STUVE,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01669_00000_587653,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_547339,72.0,Ballot 14 - Type 14,Early,72,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01669_00000_529318,71.0,Ballot 14 - Type 14,Early,71,"JACK L VALENCIA, JR",PHILIP A VANVEEN,TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01669_00000_295730,56.002,Ballot 14 - Type 14,Early,56,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01669_00000_927909,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_498213,51.0,Ballot 14 - Type 14,Early,51,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,skipped,skipped,4,1
01669_00000_909733,55.002,Ballot 14 - Type 14,Early,55,JASON D ESTRADA,PHILIP A VANVEEN,skipped,skipped,4,1
01669_00000_976681,53.0,Ballot 14 - Type 14,Early,53,PHILIP A VANVEEN,JASON D ESTRADA,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,4,1
01669_00000_680341,71.0,Ballot 14 - Type 14,Early,71,PHILIP A VANVEEN,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,skipped,4,1
01669_00000_654790,56.002,Ballot 14 - Type 14,Early,56,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,JASON D ESTRADA,4,1
01669_00000_446191,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_143989,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,PHILIP A VANVEEN,skipped,skipped,4,1
01669_00000_600076,49.0,Ballot 14 - Type 14,Early,49,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01669_00000_306258,52.0,Ballot 14 - Type 14,Early,52,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,PHILIP A VANVEEN,4,1
01669_00000_398064,56.002,Ballot 14 - Type 14,Early,56,PHILIP A VANVEEN,TESSA ABEYTA STUVE,skipped,skipped,4,1
01669_00000_562296,71.0,Ballot 14 - Type 14,Early,71,PHILIP A VANVEEN,JASON D ESTRADA,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",4,1
01669_00000_322054,55.002,Ballot 14 - Type 14,Early,55,PHILIP A VANVEEN,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01669_00000_080080,77.002,Ballot 14 - Type 14,Early,77,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_855686,72.0,Ballot 14 - Type 14,Early,72,"JACK L VALENCIA, JR",skipped,skipped,skipped,4,1
01669_00000_034882,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01669_00000_958374,51.0,Ballot 14 - Type 14,Early,51,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,skipped,skipped,4,1
01669_00000_739120,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_455098,50.0,Ballot 14 - Type 14,Early,50,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_040762,73.0,Ballot 14 - Type 14,Early,73,"JACK L VALENCIA, JR",skipped,skipped,skipped,4,1
01669_00000_302175,55.002,Ballot 14 - Type 14,Early,55,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_811606,55.002,Ballot 14 - Type 14,Early,55,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01669_00000_919691,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01669_00000_215925,78.002,Ballot 14 - Type 14,Early,78,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,skipped,skipped,4,1
01669_00000_815367,56.002,Ballot 14 - Type 14,Early,56,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_791634,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,skipped,4,1
01669_00000_531101,55.002,Ballot 14 - Type 14,Early,55,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,JASON D ESTRADA,PHILIP A VANVEEN,4,1
01669_00000_657189,49.0,Ballot 14 - Type 14,Early,49,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,JASON D ESTRADA,skipped,4,1
01669_00000_636005,55.002,Ballot 14 - Type 14,Early,55,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,skipped,4,1
01669_00000_983836,72.0,Ballot 14 - Type 14,Early,72,"JACK L VALENCIA, JR",skipped,skipped,skipped,4,1
01669_00000_647128,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_746709,7.002,Ballot 14 - Type 14,Early,7,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01669_00000_783409,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,JASON D ESTRADA,4,1
01669_00000_496620,55.002,Ballot 14 - Type 14,Early,55,TESSA ABEYTA STUVE,PHILIP A VANVEEN,skipped,skipped,4,1
01669_00000_063752,78.002,Ballot 14 - Type 14,Early,78,PHILIP A VANVEEN,"JACK L VALENCIA, JR",skipped,skipped,4,1
01669_00000_987270,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,PHILIP A VANVEEN,"JACK L VALENCIA, JR",skipped,4,1
01669_00000_200463,52.0,Ballot 14 - Type 14,Early,52,"JACK L VALENCIA, JR",JASON D ESTRADA,PHILIP A VANVEEN,skipped,4,1
01669_00000_144098,55.002,Ballot 14 - Type 14,Early,55,PHILIP A VANVEEN,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01669_00000_227473,56.002,Ballot 14 - Type 14,Early,56,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01669_00000_364730,56.002,Ballot 14 - Type 14,Early,56,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,TESSA ABEYTA STUVE,4,1
01669_00000_340639,56.002,Ballot 14 - Type 14,Early,56,PHILIP A VANVEEN,TESSA ABEYTA STUVE,JASON D ESTRADA,"JACK L VALENCIA, JR",4,1
01669_00000_561920,49.0,Ballot 14 - Type 14,Early,49,TESSA ABEYTA STUVE,JASON D ESTRADA,PHILIP A VANVEEN,"JACK L VALENCIA, JR",4,1
01669_00000_450489,78.002,Ballot 14 - Type 14,Early,78,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,PHILIP A VANVEEN,4,1
01669_00000_633423,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,JASON D ESTRADA,4,1
01669_00000_335043,73.0,Ballot 14 - Type 14,Early,73,PHILIP A VANVEEN,"JACK L VALENCIA, JR",skipped,skipped,4,1
01669_00000_527487,55.002,Ballot 14 - Type 14,Early,55,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,skipped,4,1
01669_00000_030308,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01670_00000_364618,55.002,Ballot 14 - Type 14,Early,55,"JACK L VALENCIA, JR",PHILIP A VANVEEN,TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01670_00000_993254,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_685056,52.0,Ballot 14 - Type 14,Early,52,PHILIP A VANVEEN,"JACK L VALENCIA, JR",skipped,skipped,4,1
01670_00000_126009,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_643509,52.0,Ballot 14 - Type 14,Early,52,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,JASON D ESTRADA,4,1
01670_00000_406848,73.0,Ballot 14 - Type 14,Early,73,"JACK L VALENCIA, JR",PHILIP A VANVEEN,skipped,skipped,4,1
01670_00000_890136,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_946716,7.002,Ballot 14 - Type 14,Early,7,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,TESSA ABEYTA STUVE,4,1
01670_00000_505154,78.002,Ballot 14 - Type 14,Early,78,"JACK L VALENCIA, JR",PHILIP A VANVEEN,TESSA ABEYTA STUVE,skipped,4,1
01670_00000_423838,72.0,Ballot 14 - Type 14,Early,72,"JACK L VALENCIA, JR",PHILIP A VANVEEN,TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01670_00000_865974,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_945385,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,PHILIP A VANVEEN,4,1
01670_00000_930233,73.0,Ballot 14 - Type 14,Early,73,PHILIP A VANVEEN,TESSA ABEYTA STUVE,JASON D ESTRADA,skipped,4,1
01670_00000_278066,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,JASON D ESTRADA,"JACK L VALENCIA, JR",PHILIP A VANVEEN,4,1
01670_00000_498739,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,JASON D ESTRADA,"JACK L VALENCIA, JR",skipped,4,1
01670_00000_254056,52.0,Ballot 14 - Type 14,Early,52,"JACK L VALENCIA, JR",JASON D ESTRADA,skipped,skipped,4,1
01670_00000_603578,49.0,Ballot 14 - Type 14,Early,49,"JACK L VALENCIA, JR",JASON D ESTRADA,TESSA ABEYTA STUVE,PHILIP A VANVEEN,4,1
01670_00000_111562,73.0,Ballot 14 - Type 14,Early,73,"JACK L VALENCIA, JR",skipped,skipped,skipped,4,1
01670_00000_885840,71.0,Ballot 14 - Type 14,Early,71,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,PHILIP A VANVEEN,JASON D ESTRADA,4,1
01670_00000_551193,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,JASON D ESTRADA,"JACK L VALENCIA, JR",PHILIP A VANVEEN,4,1
01670_00000_276833,114.002,Ballot 14 - Type 14,Early,114,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,PHILIP A VANVEEN,4,1
01670_00000_343232,52.0,Ballot 14 - Type 14,Early,52,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01670_00000_022061,52.0,Ballot 14 - Type 14,Early,52,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,PHILIP A VANVEEN,4,1
01670_00000_652108,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_137406,7.002,Ballot 14 - Type 14,Early,7,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01670_00000_879004,57.002,Ballot 14 - Type 14,Early,57,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_218434,55.002,Ballot 14 - Type 14,Early,55,PHILIP A VANVEEN,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01670_00000_592030,52.0,Ballot 14 - Type 14,Early,52,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_244085,51.0,Ballot 14 - Type 14,Early,51,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,PHILIP A VANVEEN,JASON D ESTRADA,4,1
01670_00000_196233,78.002,Ballot 14 - Type 14,Early,78,PHILIP A VANVEEN,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01670_00000_960967,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,PHILIP A VANVEEN,4,1
01670_00000_598412,53.0,Ballot 14 - Type 14,Early,53,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01670_00000_729359,7.002,Ballot 14 - Type 14,Early,7,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,PHILIP A VANVEEN,4,1
01670_00000_845506,53.0,Ballot 14 - Type 14,Early,53,"JACK L VALENCIA, JR",PHILIP A VANVEEN,JASON D ESTRADA,TESSA ABEYTA STUVE,4,1
01670_00000_543605,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_442276,52.0,Ballot 14 - Type 14,Early,52,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,TESSA ABEYTA STUVE,4,1
01670_00000_823146,7.002,Ballot 14 - Type 14,Early,7,PHILIP A VANVEEN,JASON D ESTRADA,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,4,1
01670_00000_850105,78.002,Ballot 14 - Type 14,Early,78,JASON D ESTRADA,PHILIP A VANVEEN,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",4,1
01670_00000_154949,73.0,Ballot 14 - Type 14,Early,73,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01670_00000_252390,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,JASON D ESTRADA,"JACK L VALENCIA, JR",PHILIP A VANVEEN,4,1
01670_00000_623657,55.002,Ballot 14 - Type 14,Early,55,PHILIP A VANVEEN,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01670_00000_668744,57.002,Ballot 14 - Type 14,Early,57,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,TESSA ABEYTA STUVE,4,1
01670_00000_749402,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_806136,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01670_00000_448087,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01670_00000_394444,72.0,Ballot 14 - Type 14,Early,72,"JACK L VALENCIA, JR",skipped,skipped,skipped,4,1
01670_00000_368351,52.0,Ballot 14 - Type 14,Early,52,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,PHILIP A VANVEEN,skipped,4,1
01670_00000_170786,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01670_00000_045993,55.002,Ballot 14 - Type 14,Early,55,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01670_00000_584388,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01670_00000_926264,51.0,Ballot 14 - Type 14,Early,51,"JACK L VALENCIA, JR",skipped,skipped,skipped,4,1
01670_00000_817014,55.002,Ballot 14 - Type 14,Early,55,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_650632,55.002,Ballot 14 - Type 14,Early,55,PHILIP A VANVEEN,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
01670_00000_630465,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
01670_00000_290804,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,JASON D ESTRADA,PHILIP A VANVEEN,"JACK L VALENCIA, JR",4,1
01670_00000_816332,49.0,Ballot 14 - Type 14,Early,49,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01670_00000_742931,55.002,Ballot 14 - Type 14,Early,55,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_472141,53.0,Ballot 14 - Type 14,Early,53,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,PHILIP A VANVEEN,JASON D ESTRADA,4,1
01670_00000_609486,73.0,Ballot 14 - Type 14,Early,73,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_911376,7.002,Ballot 14 - Type 14,Early,7,TESSA ABEYTA STUVE,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01670_00000_425062,52.0,Ballot 14 - Type 14,Early,52,PHILIP A VANVEEN,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01670_00000_790683,53.0,Ballot 14 - Type 14,Early,53,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_266986,56.002,Ballot 14 - Type 14,Early,56,PHILIP A VANVEEN,TESSA ABEYTA STUVE,skipped,skipped,4,1
01670_00000_479912,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,PHILIP A VANVEEN,"JACK L VALENCIA, JR",skipped,4,1
01670_00000_453982,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,JASON D ESTRADA,PHILIP A VANVEEN,"JACK L VALENCIA, JR",4,1
01670_00000_566615,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,PHILIP A VANVEEN,skipped,skipped,4,1
01670_00000_393823,78.002,Ballot 14 - Type 14,Early,78,PHILIP A VANVEEN,JASON D ESTRADA,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",4,1
01670_00000_457745,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,PHILIP A VANVEEN,skipped,skipped,4,1
01670_00000_040646,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_046307,50.0,Ballot 14 - Type 14,Early,50,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_769674,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,JASON D ESTRADA,PHILIP A VANVEEN,"JACK L VALENCIA, JR",4,1
01670_00000_146182,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,JASON D ESTRADA,"JACK L VALENCIA, JR",PHILIP A VANVEEN,4,1
01670_00000_024747,7.002,Ballot 14 - Type 14,Early,7,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
01670_00000_515359,55.002,Ballot 14 - Type 14,Early,55,TESSA ABEYTA STUVE,JASON D ESTRADA,skipped,skipped,4,1
01670_00000_264453,56.002,Ballot 14 - Type 14,Early,56,TESSA ABEYTA STUVE,PHILIP A VANVEEN,JASON D ESTRADA,"JACK L VALENCIA, JR",4,1
01670_00000_932600,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
01670_00000_687343,51.0,Ballot 14 - Type 14,Early,51,TESSA ABEYTA STUVE,PHILIP A VANVEEN,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
01670_00000_179048,71.0,Ballot 14 - Type 14,Early,71,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",PHILIP A VANVEEN,skipped,4,1
00119_00000_160212,73.0,Ballot 14 - Type 14,Early,73,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
00119_00000_787672,71.0,Ballot 14 - Type 14,Early,71,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
00119_00000_212060,49.0,Ballot 14 - Type 14,Early,49,"JACK L VALENCIA, JR",JASON D ESTRADA,TESSA ABEYTA STUVE,PHILIP A VANVEEN,4,1
00119_00000_762211,50.0,Ballot 14 - Type 14,Early,50,TESSA ABEYTA STUVE,JASON D ESTRADA,"JACK L VALENCIA, JR",PHILIP A VANVEEN,4,1
00119_00000_958404,77.002,Ballot 14 - Type 14,Early,77,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
00119_00000_655717,72.0,Ballot 14 - Type 14,Early,72,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
00119_00000_087316,71.0,Ballot 14 - Type 14,Early,71,PHILIP A VANVEEN,"JACK L VALENCIA, JR",skipped,skipped,4,1
00119_00000_116247,77.002,Ballot 14 - Type 14,Early,77,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
00124_00000_266984,77.002,Ballot 14 - Type 14,Early,77,PHILIP A VANVEEN,"JACK L VALENCIA, JR",skipped,skipped,4,1
00124_00000_186473,7.002,Ballot 14 - Type 14,Early,7,TESSA ABEYTA STUVE,PHILIP A VANVEEN,skipped,skipped,4,1
00124_00000_359000,51.0,Ballot 14 - Type 14,Early,51,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,skipped,skipped,4,1
00124_00000_575181,7.002,Ballot 14 - Type 14,Early,7,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
00124_00000_092296,52.0,Ballot 14 - Type 14,Early,52,PHILIP A VANVEEN,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",JASON D ESTRADA,4,1
00124_00000_943250,78.002,Ballot 14 - Type 14,Early,78,PHILIP A VANVEEN,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,JASON D ESTRADA,4,1
00124_00000_366249,51.0,Ballot 14 - Type 14,Early,51,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
00124_00000_897010,53.0,Ballot 14 - Type 14,Early,53,TESSA ABEYTA STUVE,skipped,skipped,skipped,4,1
00124_00000_730507,73.0,Ballot 14 - Type 14,Early,73,PHILIP A VANVEEN,skipped,skipped,skipped,4,1
00124_00000_637699,49.0,Ballot 14 - Type 14,Early,49,"JACK L VALENCIA, JR",TESSA ABEYTA STUVE,PHILIP A VANVEEN,skipped,4,1
00124_00000_105864,78.002,Ballot 14 - Type 14,Early,78,TESSA ABEYTA STUVE,"JACK L VALENCIA, JR",skipped,skipped,4,1
