Cast Vote Record,Precinct,Ballot Style,Num cands,Num seats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
5058,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5059,Portland 4-1,Ballot Style 4,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Rovelto, Hope R.","Chann, Marpheen S.","Grant, Benjamin K.","DiMillo, Steven A.",skipped,skipped
5060,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5061,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5062,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5063,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5064,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Rovelto, Hope R.","Washburn, Patricia J.","Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P."
5065,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Houseal, Ian P.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped
5066,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Rovelto, Hope R.","Houseal, Ian P.","Emerson, Anthony M.","Condrey, Lawson T.","Bailey, William M.","DiMillo, Steven A."
5067,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5068,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped
5069,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5070,Portland 4-1,Ballot Style 4,11,1,"Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,skipped
5071,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R."
5072,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Bailey, William M.","Emerson, Anthony M.","Houseal, Ian P.","Washburn, Patricia J.","DiMillo, Steven A.",skipped
5073,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped
5074,Portland 4-1,Ballot Style 4,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5075,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Houseal, Ian P.","Emerson, Anthony M.","Condrey, Lawson T.","Chann, Marpheen S.","Bailey, William M.","Rovelto, Hope R.","Washburn, Patricia J.","DiMillo, Steven A.",skipped
5076,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5077,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
5078,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5080,Portland 4-1,Ballot Style 4,11,1,"Condrey, Lawson T.","Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped
5081,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5082,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5083,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5084,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped
5085,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5086,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped
5087,Portland 4-1,Ballot Style 4,11,1,"Bailey, William M.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5088,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5089,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5090,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Condrey, Lawson T.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped
5091,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5092,Portland 4-1,Ballot Style 4,11,1,"Condrey, Lawson T.","Grant, Benjamin K.","Buxton, Catherine A.","Emerson, Anthony M.","Rovelto, Hope R.","Bailey, William M.","Washburn, Patricia J.","Houseal, Ian P.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A."
5093,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5094,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5095,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
5096,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Rovelto, Hope R.","Washburn, Patricia J.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.","Bailey, William M.",skipped
5097,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5098,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5099,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.",skipped
5100,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
5101,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Houseal, Ian P.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped
5102,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5103,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5104,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5105,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
5106,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5107,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,skipped
5108,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5109,Portland 4-1,Ballot Style 4,11,1,"Bailey, William M.","Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5110,Portland 4-1,Ballot Style 4,11,1,"Houseal, Ian P.","Chann, Marpheen S.","DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
5111,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5112,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped
5113,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped
5114,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Chann, Marpheen S.","Condrey, Lawson T.","Houseal, Ian P.","Grant, Benjamin K.",skipped,skipped,skipped
5115,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped
5116,Portland 4-1,Ballot Style 4,11,1,"Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5117,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5118,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5119,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5120,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5121,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5122,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5123,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5124,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5126,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped
5127,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5128,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped
5129,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5130,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5131,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5132,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
5133,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5134,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Houseal, Ian P.",skipped,skipped,skipped
5135,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5136,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5137,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Houseal, Ian P.",skipped,skipped,skipped,skipped
5138,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5139,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5140,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5141,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A."
5142,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped
5143,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Rovelto, Hope R.","Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","Chann, Marpheen S.","Bailey, William M.","DiMillo, Steven A."
5144,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped
5145,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
5146,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped
5147,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5148,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5149,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5150,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5151,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Condrey, Lawson T.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5152,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped
5153,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5154,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5155,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped
5156,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","Emerson, Anthony M.","DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Rovelto, Hope R."
5157,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5158,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5159,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
5160,Portland 4-1,Ballot Style 4,11,1,"Houseal, Ian P.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped
5161,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5162,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5163,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5164,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
5165,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
