rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,numSeats,numCands
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,20,81,81,81,81,3,2,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,,
78,43,59,67,81,73,81,30,8,14,40,39,76,31,6,52,29,21,23,25,35,27,38,58,48,47,2,12,56,42,34,75,16,4,55,20,37,32,69,3,28,57,41,22,54,49,50,24,17,18,80,11,68,13,45,32,79,62,66,46,51,5,72,63,19,1,64,61,9,65,44,74,15,70,10,7,53,71,36,33,60,,
Skipped,58,40,66,65,Skipped,70,Skipped,7,27,41,40,Skipped,81,12,81,15,11,21,38,16,15,26,70,75,66,3,13,65,35,81,Skipped,18,4,77,30,65,22,56,9,13,68,45,12,70,70,80,65,1,36,81,47,Skipped,10,25,81,70,60,40,80,Skipped,25,50,19,7,2,50,60,6,60,25,Skipped,65,81,25,5,38,Skipped,80,17,Skipped,,
81,81,81,81,81,81,81,18,81,81,30,81,81,81,12,39,81,81,65,81,81,81,81,81,81,81,81,81,66,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,71,81,81,63,81,81,70,81,53,81,81,81,81,81,81,81,81,81,67,81,81,25,81,81,81,81,81,81,81,81,,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,,
81,56,57,81,Skipped,81,Skipped,46,12,81,Skipped,27,81,Skipped,14,81,7,8,27,53,81,13,81,Skipped,81,60,2,10,81,25,81,81,81,81,Skipped,19,81,35,81,6,9,81,81,39,81,81,81,81,73,46,57,Skipped,81,10,41,81,40,81,51,30,81,5,Skipped,Skipped,5,3,Skipped,81,4,53,35,Skipped,81,Skipped,7,81,49,Skipped,58,36,81,,
66,48,53,65,78,68,54,37,10,23,63,35,50,66,14,62,15,11,42,44,23,28,14,49,58,42,2,19,35,27,62,65,32,8,32,40,23,50,79,12,12,74,44,28,34,71,52,73,3,44,35,35,60,8,44,70,54,48,23,50,43,12,56,45,7,1,62,66,9,35,33,59,42,48,6,4,34,60,45,18,72,,
81,21,37,81,81,81,81,81,25,81,19,19,45,7,14,81,4,7,81,81,81,8,20,80,39,28,5,81,42,81,81,45,2,13,33,19,66,81,81,3,10,81,38,6,81,81,81,81,1,19,81,81,81,8,59,81,81,81,81,25,81,18,41,81,5,7,72,81,18,81,29,40,81,81,24,81,81,81,81,81,81,,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,,
81,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,50,12,25,67,40,81,44,20,51,15,11,35,40,20,20,10,Skipped,Skipped,Skipped,3,20,30,25,Skipped,Skipped,50,10,Skipped,25,50,35,81,10,20,Skipped,Skipped,24,Skipped,81,43,81,1,Skipped,81,26,Skipped,20,54,81,Skipped,Skipped,30,50,Skipped,10,43,Skipped,4,1,81,Skipped,10,40,24,Skipped,Skipped,81,15,3,40,Skipped,Skipped,20,Skipped,,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,78,10,81,81,81,81,81,81,81,81,1,81,9,11,81,81,81,81,81,81,81,81,81,81,81,81,80,81,81,81,81,81,81,12,81,24,81,81,81,81,81,81,81,81,81,8,81,81,81,7,81,81,81,81,13,81,81,81,8,81,81,81,81,81,81,,
61,38,49,76,81,56,55,33,8,39,53,21,41,54,13,71,17,11,48,66,44,31,10,78,36,47,1,25,67,19,69,52,29,6,58,20,28,24,74,12,14,79,75,16,40,65,42,34,2,22,35,26,77,9,46,73,63,68,32,57,70,15,27,64,4,3,62,80,7,51,18,50,43,60,9,5,23,37,59,30,72,,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,5,81,81,81,4,11,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,15,81,28,81,81,1,7,81,81,81,81,81,81,81,81,81,2,81,81,81,81,81,,
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,3,81,10,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1,81,81,81,81,81,,
81,81,81,81,81,81,81,81,10,81,81,81,20,81,15,81,81,12,81,81,81,13,12,81,81,81,3,81,81,81,81,81,81,4,81,81,81,81,81,9,81,81,81,81,81,81,81,81,2,81,81,81,81,5,81,81,81,81,81,81,81,14,81,81,8,1,81,81,11,81,81,81,81,81,6,7,81,81,81,81,81,,
81,81,81,81,81,81,81,81,81,81,81,81,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,,
