Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
MUN Ballot Style 1,191,Portland 1-3,"Lentz, Sarah M.","Ward, Richard L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,192,Portland 1-3,"Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,193,Portland 1-3,"Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 1,194,Portland 1-3,"Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.","Albert, Stephanie G.","Ward, Richard L.",skipped,skipped,,7
MUN Ballot Style 1,195,Portland 1-3,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,196,Portland 1-3,"Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,197,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,198,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,199,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,200,Portland 1-3,"Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Lentz, Sarah M.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,201,Portland 1-3,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,202,Portland 1-3,"Mancini, Kimberly A.","Ward, Richard L.","Hang, Stacey L.","Grant, Benjamin K.","Schertz, Amber J.","Albert, Stephanie G.",skipped,,7
MUN Ballot Style 1,203,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,204,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,205,Portland 1-3,"Ward, Richard L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,206,Portland 1-3,"Albert, Stephanie G.","Grant, Benjamin K.","Ward, Richard L.","Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",,7
MUN Ballot Style 1,207,Portland 1-3,"Ward, Richard L.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 1,208,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,209,Portland 1-3,"Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,210,Portland 1-3,"Ward, Richard L.","Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",,7
MUN Ballot Style 1,211,Portland 1-3,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,212,Portland 1-3,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,213,Portland 1-3,"Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,214,Portland 1-3,"Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,215,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,216,Portland 1-3,"Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Lentz, Sarah M.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,217,Portland 1-3,"Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,,7
MUN Ballot Style 1,218,Portland 1-3,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,219,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,220,Portland 1-3,"Lentz, Sarah M.","Albert, Stephanie G.","Ward, Richard L.","Hang, Stacey L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,221,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,222,Portland 1-3,"Grant, Benjamin K.","Ward, Richard L.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.",,7
MUN Ballot Style 1,223,Portland 1-3,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,224,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,225,Portland 1-3,"Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 1,226,Portland 1-3,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,227,Portland 1-3,"Albert, Stephanie G.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Grant, Benjamin K.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,228,Portland 1-3,"Lentz, Sarah M.","Hang, Stacey L.","Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,229,Portland 1-3,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,230,Portland 1-3,"Grant, Benjamin K.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,231,Portland 1-3,"Mancini, Kimberly A.","Hang, Stacey L.","Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 1,232,Portland 1-3,"Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,233,Portland 1-3,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,234,Portland 1-3,"Hang, Stacey L.","Ward, Richard L.","Grant, Benjamin K.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.","Lentz, Sarah M.",,7
MUN Ballot Style 1,236,Portland 1-3,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,237,Portland Absentee,"Mancini, Kimberly A.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,238,Portland Absentee,"Hang, Stacey L.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,239,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,240,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,241,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Hang, Stacey L.","Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,242,Portland Absentee,"Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,243,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,244,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,245,Portland Absentee,"Lentz, Sarah M.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Ward, Richard L.","Mancini, Kimberly A.",,7
MUN Ballot Style 2,246,Portland Absentee,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,247,Portland Absentee,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,248,Portland Absentee,"Lentz, Sarah M.","Ward, Richard L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,249,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,250,Portland Absentee,"Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 1,251,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,253,Portland Absentee,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Ward, Richard L.",,7
MUN Ballot Style 1,254,Portland Absentee,"Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,255,Portland Absentee,"Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,256,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,257,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,258,Portland Absentee,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,260,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,261,Portland Absentee,"Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,262,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,264,Portland Absentee,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,265,Portland Absentee,"Grant, Benjamin K.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,266,Portland Absentee,"Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,267,Portland Absentee,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 1,268,Portland Absentee,"Hang, Stacey L.","Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.","Grant, Benjamin K.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 2,269,Portland Absentee,"Mancini, Kimberly A.","Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.","Schertz, Amber J.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 1,270,Portland Absentee,"Albert, Stephanie G.","Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,271,Portland Absentee,"Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,272,Portland Absentee,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,273,Portland Absentee,"Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,274,Portland Absentee,"Lentz, Sarah M.","Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 1,275,Portland Absentee,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,276,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,277,Portland Absentee,"Mancini, Kimberly A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,278,Portland Absentee,"Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Albert, Stephanie G.",skipped,skipped,,7
MUN Ballot Style 1,279,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,280,Portland Absentee,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,281,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,282,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,283,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,284,Portland Absentee,"Lentz, Sarah M.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,,7
MUN Ballot Style 1,285,Portland Absentee,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,287,Portland Absentee,"Mancini, Kimberly A.","Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,288,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,289,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,290,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,291,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,292,Portland Absentee,"Ward, Richard L.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.",,7
MUN Ballot Style 2,293,Portland Absentee,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,294,Portland Absentee,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,295,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.",skipped,,7
MUN Ballot Style 2,296,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Ward, Richard L.","Schertz, Amber J.","Hang, Stacey L.","Albert, Stephanie G.","Mancini, Kimberly A.",,7
MUN Ballot Style 1,297,Portland Absentee,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,299,Portland Absentee,"Mancini, Kimberly A.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,300,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,301,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 1,303,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,304,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Ward, Richard L.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",,7
MUN Ballot Style 1,305,Portland Absentee,"Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,307,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,308,Portland Absentee,"Mancini, Kimberly A.","Lentz, Sarah M.","Schertz, Amber J.","Hang, Stacey L.","Albert, Stephanie G.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,309,Portland Absentee,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Grant, Benjamin K.",skipped,skipped,,7
MUN Ballot Style 1,310,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,311,Portland Absentee,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,312,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.","Ward, Richard L.","Mancini, Kimberly A.","Schertz, Amber J.",,7
MUN Ballot Style 1,313,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,314,Portland Absentee,"Ward, Richard L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,315,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,316,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,317,Portland Absentee,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,318,Portland Absentee,"Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,319,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,322,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,323,Portland Absentee,"Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,324,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Mancini, Kimberly A.","Albert, Stephanie G.","Schertz, Amber J.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 2,325,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,327,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,328,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,329,Portland Absentee,"Ward, Richard L.","Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Lentz, Sarah M.",,7
MUN Ballot Style 1,330,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,331,Portland Absentee,"Ward, Richard L.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,332,Portland Absentee,"Lentz, Sarah M.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,,7
MUN Ballot Style 1,333,Portland Absentee,"Schertz, Amber J.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Grant, Benjamin K.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 1,334,Portland Absentee,"Lentz, Sarah M.","Mancini, Kimberly A.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,336,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,337,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 1,338,Portland Absentee,"Mancini, Kimberly A.","Hang, Stacey L.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,339,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,340,Portland Absentee,"Hang, Stacey L.","Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,341,Portland Absentee,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,342,Portland Absentee,"Mancini, Kimberly A.","Ward, Richard L.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Hang, Stacey L.","Schertz, Amber J.",,7
MUN Ballot Style 1,343,Portland Absentee,"Albert, Stephanie G.","Schertz, Amber J.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,344,Portland Absentee,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Lentz, Sarah M.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,345,Portland Absentee,"Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,346,Portland Absentee,"Grant, Benjamin K.","Lentz, Sarah M.","Ward, Richard L.","Schertz, Amber J.","Albert, Stephanie G.","Mancini, Kimberly A.","Hang, Stacey L.",,7
MUN Ballot Style 1,347,Portland Absentee,"Lentz, Sarah M.","Mancini, Kimberly A.","Hang, Stacey L.","Albert, Stephanie G.","Schertz, Amber J.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,348,Portland Absentee,"Ward, Richard L.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 2,349,Portland Absentee,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,350,Portland Absentee,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,351,Portland Absentee,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 1,352,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,353,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,354,Portland Absentee,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,355,Portland Absentee,"Hang, Stacey L.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,,7
