Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
MUN Ballot Style 2,5571,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 2,5572,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5573,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5574,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5575,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5576,Portland 5-2,"Ward, Richard L.","Mancini, Kimberly A.","Lentz, Sarah M.","Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,,7
MUN Ballot Style 2,5577,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5578,Portland 5-2,"Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,5579,Portland 5-2,"Albert, Stephanie G.","Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5580,Portland 5-2,"Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5581,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5582,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5583,Portland 5-2,"Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5584,Portland 5-2,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5585,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5586,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5587,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5588,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5589,Portland 5-2,"Lentz, Sarah M.","Hang, Stacey L.","Mancini, Kimberly A.","Albert, Stephanie G.","Schertz, Amber J.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 2,5590,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5591,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5592,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5593,Portland 5-2,"Schertz, Amber J.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.","Grant, Benjamin K.","Lentz, Sarah M.",,7
MUN Ballot Style 2,5594,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5595,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Grant, Benjamin K.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5596,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.","Ward, Richard L.","Grant, Benjamin K.","Lentz, Sarah M.",,7
MUN Ballot Style 2,5598,Portland 5-2,"Schertz, Amber J.","Ward, Richard L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5599,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5600,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Hang, Stacey L.","Albert, Stephanie G.","Lentz, Sarah M.","Grant, Benjamin K.",,7
MUN Ballot Style 2,5601,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5602,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5603,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5604,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5605,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5606,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5608,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.","Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Ward, Richard L.",skipped,,7
MUN Ballot Style 2,5609,Portland 5-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5610,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5611,Portland 5-2,"Albert, Stephanie G.","Lentz, Sarah M.","Grant, Benjamin K.","Ward, Richard L.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 2,5612,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,5614,Portland 5-2,"Lentz, Sarah M.","Mancini, Kimberly A.","Hang, Stacey L.","Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 2,5615,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5616,Portland 5-2,"Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 2,5617,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5618,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5619,Portland 5-2,"Ward, Richard L.","Hang, Stacey L.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 2,5620,Portland 5-2,"Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5621,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5622,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5623,Portland 5-2,"Hang, Stacey L.","Albert, Stephanie G.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5624,Portland 5-2,"Albert, Stephanie G.","Mancini, Kimberly A.","Hang, Stacey L.","Lentz, Sarah M.","Ward, Richard L.","Grant, Benjamin K.",skipped,,7
MUN Ballot Style 2,5625,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5626,Portland 5-2,"Mancini, Kimberly A.","Lentz, Sarah M.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5627,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5628,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5629,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5630,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5631,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5632,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,5633,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 2,5635,Portland 5-2,"Lentz, Sarah M.","Ward, Richard L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5636,Portland 5-2,"Lentz, Sarah M.","Hang, Stacey L.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 2,5637,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.","Albert, Stephanie G.","Mancini, Kimberly A.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 2,5638,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5639,Portland 5-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5640,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5641,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5642,Portland 5-2,"Hang, Stacey L.","Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5643,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5644,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 2,5645,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5646,Portland 5-2,"Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5647,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5648,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5649,Portland 5-2,"Lentz, Sarah M.","Schertz, Amber J.","Grant, Benjamin K.","Albert, Stephanie G.","Mancini, Kimberly A.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 2,5650,Portland 5-2,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5651,Portland 5-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5652,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5653,Portland 5-2,"Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5654,Portland 5-2,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5655,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5656,Portland 5-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5657,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5658,Portland 5-2,"Mancini, Kimberly A.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5659,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5660,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Lentz, Sarah M.","Schertz, Amber J.","Grant, Benjamin K.","Albert, Stephanie G.","Ward, Richard L.",,7
MUN Ballot Style 2,5661,Portland 5-2,"Lentz, Sarah M.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5662,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5663,Portland 5-2,"Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5666,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5667,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 2,5668,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5669,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5670,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5672,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5673,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5674,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5675,Portland 5-2,"Lentz, Sarah M.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5676,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5678,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5679,Portland 5-2,"Grant, Benjamin K.","Schertz, Amber J.","Albert, Stephanie G.","Lentz, Sarah M.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 2,5680,Portland 5-2,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5681,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5682,Portland 5-2,"Mancini, Kimberly A.","Lentz, Sarah M.","Schertz, Amber J.","Grant, Benjamin K.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5683,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Ward, Richard L.",skipped,skipped,,7
MUN Ballot Style 2,5684,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5685,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5687,Portland 5-2,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5688,Portland 5-2,"Albert, Stephanie G.","Schertz, Amber J.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5689,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5690,Portland 5-2,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5691,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5692,Portland 5-2,"Hang, Stacey L.","Albert, Stephanie G.","Grant, Benjamin K.","Mancini, Kimberly A.","Schertz, Amber J.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 2,5693,Portland 5-2,"Hang, Stacey L.","Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.","Grant, Benjamin K.","Ward, Richard L.","Mancini, Kimberly A.",,7
MUN Ballot Style 2,5694,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5695,Portland 5-2,"Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5696,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5697,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5698,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5699,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5700,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5701,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5703,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5704,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.",skipped,,7
MUN Ballot Style 2,5705,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5706,Portland 5-2,"Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.","Grant, Benjamin K.",skipped,skipped,,7
MUN Ballot Style 2,5707,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5708,Portland 5-2,"Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5709,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5710,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5711,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5712,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5713,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5714,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5715,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5716,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5717,Portland 5-2,"Hang, Stacey L.","Lentz, Sarah M.","Ward, Richard L.","Albert, Stephanie G.","Grant, Benjamin K.","Mancini, Kimberly A.","Schertz, Amber J.",,7
MUN Ballot Style 2,5718,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5719,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5720,Portland 5-2,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5721,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.","Albert, Stephanie G.","Ward, Richard L.","Lentz, Sarah M.","Grant, Benjamin K.",,7
MUN Ballot Style 2,5722,Portland 5-2,"Lentz, Sarah M.","Ward, Richard L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5723,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5724,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5725,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5726,Portland 5-2,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5727,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.","Albert, Stephanie G.","Lentz, Sarah M.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 2,5728,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5729,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5730,Portland 5-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5731,Portland 5-2,"Ward, Richard L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5732,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5733,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5734,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5735,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5736,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Ward, Richard L.",skipped,,7
MUN Ballot Style 2,5737,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Lentz, Sarah M.",skipped,,7
MUN Ballot Style 2,5738,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.","Lentz, Sarah M.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5739,Portland 5-2,"Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5740,Portland 5-2,"Lentz, Sarah M.","Hang, Stacey L.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5741,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5742,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5743,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5744,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5745,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5746,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Mancini, Kimberly A.","Hang, Stacey L.","Albert, Stephanie G.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,5747,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5748,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5749,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5750,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.","Ward, Richard L.","Schertz, Amber J.","Albert, Stephanie G.","Hang, Stacey L.",,7
MUN Ballot Style 2,5751,Portland 5-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5752,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
