election,IRV,Borda
38e1393247.csv,9,6
b035c09e5b.csv,6,6
750d1188f5.csv,1,1
4d4d980abe.csv,7,7
350fe781aa.csv,2,2
160eef76e0.csv,2,6
15a4052f2b.csv,16,1
b15312a936.csv,10,1
a503ece2ac.csv,3,3
fa91724b14.csv,4,4
54d99e1b9a.csv,17,1
336e0947cd.csv,5,5
40402183cb.csv,34,34
edc716bad5.csv,20,20
c4c332b844.csv,2,2
068161bdc7.csv,2,2
ad4303f26f.csv,16,16
7200b7ed13.csv,4,4
2bd5899809.csv,1,1
860c3dbe8c.csv,4,5
5c44ca2f84.csv,1,1
f1800d174c.csv,4,4
373b8f2885.csv,5,5
182db85ba7.csv,12,8
7499f67fc4.csv,4,4
2db8aeef44.csv,1,1
c5ca6f89d2.csv,3,3
11dd078d05.csv,22,22
c37fd67c1a.csv,3,1
7a35dbccaf.csv,4,4
9f4208be26.csv,2,2
02d107e9b9.csv,1,3
4f9d87d4ae.csv,1,3
c65fbcd73f.csv,7,7
d7254ffd13.csv,1,1
ed1eb9a1b8.csv,4,2
8ce8ad294e.csv,8,8
b03c5079f0.csv,1,1
9f57910a10.csv,4,4
145967fb89.csv,1,1
c5cbb20d9b.csv,20,10
b52205961c.csv,2,2
d76e77290c.csv,5,3
99c01fb329.csv,1,1
f97c8bc045.csv,8,8
b6e32de6f4.csv,1,1
2b4c3f1301.csv,19,19
584dd06992.csv,11,1
6b199ea18a.csv,3,3
5f49fccc19.csv,133,133
7b0d210ab0.csv,6,6
6c667380fb.csv,11,11
020773258f.csv,4,4
a0086c9c2e.csv,3,1
d08836caa3.csv,21,21
98942c3159.csv,1,1
e837a72269.csv,3,3
4ae73ab91f.csv,1,1
fadd79f874.csv,7,7
7f637d8a40.csv,25,25
55c9831706.csv,4,1
18cd899e8c.csv,Skipped,2
73364cb7fb.csv,10,1
b461b70ee5.csv,10,10
961c517aa4.csv,1,1
c73b0e5015.csv,1,2
50df6eeef5.csv,3,4
c2e7914cb3.csv,62,62
c921ef713e.csv,9,9
cb0b8ccd95.csv,13,13
2381cac505.csv,4,4
543b495942.csv,11,11
4f5dda0c6f.csv,3,4
da05724cb2.csv,2,2
cf8033ed46.csv,1,1
4482febd88.csv,3,3
2689a859e1.csv,4,1
feaf6de1b0.csv,3,4
acdd6616fc.csv,13,13
695157d9b3.csv,Skipped,Skipped
1b3303c785.csv,1,1
4195d3f102.csv,5,5
49104035f5.csv,20,20
11041507da.csv,10,10
1be4d25418.csv,1,7
52268fe8f0.csv,1,1
def341cb99.csv,4,2
ddfa08d2bd.csv,1,1
4c3c23ab3e.csv,5,5
5a4071c3bc.csv,2,2
4da55bad79.csv,1,1
2e93bce08a.csv,9,9
cb7eca9431.csv,20,20
5cca3cc77c.csv,2,2
d21c5dccad.csv,12,12
d7754e9891.csv,22,22
cfa0ee73fa.csv,3,3
b4da05e7a0.csv,73,73
f9230266b2.csv,11,11
f8bd835960.csv,17,17
c124a9dcf8.csv,13,1
4014466524.csv,1,4
17a390b532.csv,6,6
67f5d8e0b7.csv,1,6
81a8c4f946.csv,4,4
fbafe89279.csv,3,3
07ecd6f7a4.csv,2,3
2f74fda3d9.csv,2,5
3570d01fe7.csv,29,29
3d5b94c493.csv,1,10
2e847a70fc.csv,16,16
51f3695d3b.csv,17,17
716b2e55fc.csv,3,7
6b179b627e.csv,13,13
2e6f228a30.csv,1,1
fb5b3574f4.csv,14,16
67ca66342c.csv,10,1
b50ceba68c.csv,2,3
611e01f91e.csv,3,1
3e346e32af.csv,17,17
f8827e551e.csv,2,4
091407d697.csv,1,1
0787dded6f.csv,7,7
bdab563646.csv,1,1
1a0d448d6e.csv,1,1
cb542efa27.csv,1,1
18c08cffd2.csv,3,3
686af8d152.csv,17,17
fef53b00b2.csv,1,1
f97db8d127.csv,1,1
ea7f99b908.csv,25,3
a31bb7cea8.csv,8,6
8fc6659c50.csv,4,4
24a006326f.csv,6,6
e275826dbd.csv,1,1
842a4bbd1a.csv,3,3
7682999751.csv,1,1
e3f56d7414.csv,5,5
c933d9f055.csv,2,2
3683dadbee.csv,1,1
9b0e8dd7c8.csv,1,2
279a54b54f.csv,13,13
1ec33fea39.csv,7,7
27a35aaa88.csv,22,22
ba37b02a09.csv,1,1
4e83ba00ce.csv,19,19
6dc192fa7e.csv,5,5
cfcc4089bb.csv,12,1
a0940f8551.csv,5,5
adf4379854.csv,8,8
a255ab50b8.csv,51,51
fb96929195.csv,12,12
90cb30b087.csv,5,5
5ac42fefa7.csv,5,5
cf6370da30.csv,1,1
d8021b9b2e.csv,6,1
9e7d1bba6d.csv,2,2
14654a938b.csv,7,7
2a030d3d45.csv,16,16
e6691f88ee.csv,1,1
c9c772de1f.csv,9,9
055e6bce96.csv,9,19
29e3c85e3d.csv,37,37
d931b7efd7.csv,4,4
a9ebd02943.csv,5,3
fd3d6197e2.csv,1,1
11c8da55ca.csv,3,3
fee94d4ea6.csv,2,2
3bd0c997c8.csv,6,6
9ad6395948.csv,5,5
e998bdc86b.csv,8,8
d87a9a2643.csv,13,13
b155d187b2.csv,81,81
f2e54a1696.csv,3,3
1824b38c85.csv,19,19
8568b8c20a.csv,12,12
4132dc36b0.csv,17,17
1174e605e6.csv,1,1
9d34d748cd.csv,3,3
eda74b2e9d.csv,13,13
6ba6e78ca0.csv,5,1
c77b96228b.csv,3,3
9ddef381e4.csv,4,4
faa0d07534.csv,36,36
dc6f916fdf.csv,2,2
9336f05d5e.csv,61,61
fa57d14b41.csv,2,2
646e04882e.csv,3,3
d421ebe408.csv,6,4
b92743733a.csv,2,2
527bf6bafc.csv,1,1
3ae3ca6d0a.csv,3,5
f8d73b1e02.csv,5,5
cd866cf642.csv,1,1
f1a2213b09.csv,1,1
41ca9e637a.csv,8,4
ba5772ce19.csv,8,8
6903adc956.csv,4,4
4880e0484f.csv,4,4
1f0d970cb5.csv,2,1
921dcb2298.csv,1,1
506e4d83da.csv,1,1
e06c25f653.csv,17,17
608f427c9b.csv,3,1
bb5ed0d249.csv,14,14
b55e46b204.csv,1,1
c1bfc1aeba.csv,3,3
5def9df014.csv,8,8
a296e3bfb4.csv,7,1
ae8d6f0ff0.csv,10,1
c34f1c2b5a.csv,25,25
22c7efd546.csv,1,1
3a334560eb.csv,11,11
aed42e4a87.csv,69,69
ff55e8b170.csv,24,24
b0c4ca9556.csv,1,1
88ca25e222.csv,1,1
92834e24e1.csv,5,3
b972d43e4c.csv,12,12
0508849dcb.csv,2,1
2eb518586f.csv,15,15
7b01d9e2ce.csv,1,1
0c2f87abc7.csv,4,4
53a76f87e8.csv,3,2
c2e07aaa22.csv,6,6
b10def6f3a.csv,1,8
ce40f6fdf3.csv,1,1
6e7f451f3f.csv,1,1
e071283192.csv,14,1
11141763ab.csv,15,15
9330d2a13b.csv,3,3
8c1ebfc884.csv,4,4
d54d820e96.csv,0,0
9115413fde.csv,1,1
0422e26770.csv,12,12
e1ad6f70f8.csv,2,3
77f586d0fc.csv,1,1
16e7116154.csv,20,20
0576ddf05d.csv,24,24
2d64a61d8b.csv,14,2
01a99bfe48.csv,2,2
3988564675.csv,10,10
ac6871afbf.csv,24,24
a355239d0f.csv,12,12
714ad2b589.csv,1,5
3f93ca33cc.csv,1,1
5c54cdf349.csv,Skipped,Skipped
ec8f147f26.csv,2,2
e953fc82bc.csv,9,9
c657726134.csv,Skipped,Skipped
f48b14442d.csv,1,1
f21f9c68c8.csv,2,2
cec9ef0dd6.csv,10,10
0c774d4faf.csv,7,7
c1bb75e3f7.csv,6,6
7fe1642d17.csv,24,24
91eb632d2c.csv,15,15
011cbc9173.csv,3,3
dd47a02152.csv,1,1
1f1042c788.csv,7,1
308e70b1fc.csv,1,1
df20fb7aa9.csv,4,4
e8d512194a.csv,6,6
e472cfb88d.csv,3,4
473875a66d.csv,1,9
effb2446dc.csv,9,9
6cb5b5c803.csv,2,1
b8e16b6a7f.csv,2,1
9f6ce7f041.csv,17,1
706287763d.csv,2,2
43d1bd43a5.csv,5,1
9920ddfa36.csv,4,4
773bcb86e4.csv,8,8
47df63abaa.csv,3,3
1dd41fc44a.csv,4,4
27dc95f871.csv,6,6
ccf448a5be.csv,3,3
bad84ff4c8.csv,10,10
62d4f11ea8.csv,1,1
de721807e4.csv,5,5
26279965a7.csv,1,1
ba3843c6dc.csv,8,8
7479790f34.csv,14,14
a1b43df28f.csv,1,1
4ccd9e2030.csv,8,3
f8e7890254.csv,9,9
c17c6e6ac7.csv,1,7
9b5f794033.csv,2,2
c8f196a2c4.csv,1,1
058502ca97.csv,1,1
d22be6a690.csv,6,6
35fbdb1f29.csv,3,3
571aa1c870.csv,10,10
98d13669a8.csv,6,6
43fe577815.csv,3,3
682fc4964b.csv,14,14
c50ba7fbbe.csv,2,2
a3f9afe6a3.csv,15,15
cfd2002580.csv,2,2
57961e974b.csv,52,52
dedb1b9c96.csv,7,7
7d9448bcb9.csv,3,3
bb8a63e842.csv,2,2
d43c891c25.csv,1,6
76255ca669.csv,2,2
f2565aeb98.csv,119,119
187f2927f7.csv,1,1
c4bab1ee87.csv,11,1
ca4e0ddfe6.csv,2,2
8f908b79fa.csv,7,7
9890e7908d.csv,3,5
e28ddc58a8.csv,4,4
ee5d4ebf00.csv,1,1
5c3aacfe5a.csv,0,0
44c1ca5631.csv,4,4
adf2606693.csv,1,1
e996afc872.csv,6,6
5c40617cb2.csv,8,8
d78853e25d.csv,1,2
1d6f168f5c.csv,24,24
08dc4d5590.csv,45,45
ec88e90f99.csv,1,1
04afc9f2ef.csv,2,2
8f20e283f5.csv,1,1
738f1b6700.csv,3,3
5eddb4c1dd.csv,24,24
e97d5e9906.csv,15,15
a77eb96a3b.csv,3,3
788d7ab1f6.csv,12,12
e8dc8519de.csv,4,4
ef4ec98628.csv,1,1
1bffe2fcc2.csv,161,161
1756294887.csv,2,2
e75344389b.csv,4,4
177e120413.csv,4,2
f643d710f1.csv,3,3
7c6ca29325.csv,3,3
289b6a5fc9.csv,1,1
2c07177298.csv,25,25
5d6f6800c9.csv,87,87
e6d5fceedc.csv,9,9
d52ce1a32b.csv,1,1
badd952b91.csv,1,1
ed8e129b7e.csv,1,1
8f30216832.csv,1,1
ea8b0f264c.csv,6,1
caa8641f3b.csv,5,2
8d1faa27bd.csv,14,14
f59b4e841e.csv,1,1
30c6f9e81e.csv,3,1
f225a3c2a0.csv,4,4
c17794349b.csv,13,13
9be85c6699.csv,29,29
276b8ec468.csv,3,3
49c366ee50.csv,1,1
1ce5f51879.csv,7,7
172bfd94ba.csv,40,40
fe9f68f676.csv,3,1
28d41ac672.csv,3,3
0c48a77458.csv,24,24
f99a6d7f63.csv,4,2
838729eca0.csv,1,1
a29f71e532.csv,3,3
0ffb3d4058.csv,3,3
6246e2790f.csv,18,18
febe49bc42.csv,1,1
f033e01f0d.csv,1,1
6d31554240.csv,Skipped,Skipped
61eb93cb04.csv,1,1
51dce34bbd.csv,2,2
314da1f82d.csv,2,4
1d8fa599bc.csv,3,3
72f69a557c.csv,2,2
3c45c6935a.csv,1,1
77c228cf6a.csv,1,1
d9107773eb.csv,1,1
1b7c188e93.csv,4,1
b39423fb58.csv,4,4
9434636eae.csv,1,1
c58637112c.csv,1,1
15cd5a3b57.csv,1,1
e30fb89654.csv,1,3
146c769bf9.csv,4,4
8871277a96.csv,Skipped,Skipped
f1cf4e06f5.csv,4,2
c0195388e9.csv,15,15
1c5bd18a11.csv,2,8
ba29d3ee5e.csv,37,37
50182e3168.csv,2,2
926c264afe.csv,1,1
5e9d885998.csv,1,1
668ca2de59.csv,1,1
14b00823e0.csv,1,1
b254e5cf52.csv,1,9
efa5b8f88a.csv,32,32
f717e284d6.csv,1,1
b3c1016cbf.csv,2,8
abc21096d1.csv,29,29
25b97ca55f.csv,1,1
9c82db59ae.csv,2,5
ec6ada55cc.csv,11,11
f7de49bf92.csv,16,5
1365f59b2a.csv,26,26
6c02fc1dfc.csv,23,1
518ed7b590.csv,4,2
aaa440d5d4.csv,5,5
cfe18db616.csv,3,3
6db2097517.csv,10,10
63d0f58297.csv,2,2
107becdf69.csv,3,3
8b712d522f.csv,10,10
8dadd0f958.csv,7,7
2c824dfbda.csv,8,8
b7199b4a4c.csv,9,1
12c0b7cd96.csv,3,1
44ffef8315.csv,9,9
09adf921d1.csv,7,7
734e4abce3.csv,11,1
a1afb0963d.csv,3,3
65214cfe78.csv,2,2
be7f5cf8c6.csv,10,10
b63024d2bb.csv,1,1
63f674cb89.csv,3,3
c1175fa08d.csv,31,31
494e49b052.csv,10,10
934321c36d.csv,5,5
2fd9701fd8.csv,3,5
3c262777b8.csv,7,8
878d259901.csv,2,2
56ef86d2d5.csv,3,3
34bb1b2152.csv,2,2
f8d520375a.csv,1,1
d803e992cb.csv,1,4
0071b27850.csv,3,1
0a89f33ab1.csv,3,2
f18e89c3c3.csv,18,18
8b22755f60.csv,3,3
257f7ba58e.csv,4,8
8d7122e836.csv,1,1
c19257fc60.csv,1,1
3fab5cb051.csv,1,1
735547ced8.csv,13,13
bd4eaac3d9.csv,8,8
8cd25da848.csv,3,4
fcdd5c6f34.csv,13,13
9509b17dbf.csv,6,6
dd5884c827.csv,7,1
307fd4e1fc.csv,7,7
df4219f494.csv,32,32
0b112643f0.csv,7,7
d04ad32b6b.csv,1,1
d3c106ff88.csv,8,8
67858ee160.csv,27,27
50fb9d6668.csv,3,4
59242f248d.csv,9,9
d1ff83bb56.csv,1,2
0270287e4c.csv,60,60
9f74e8a32f.csv,10,10
97428d5c92.csv,10,2
a08224bd80.csv,9,9
1dc68e4bfd.csv,1,1
5e4ab45dcc.csv,5,5
5a3f11e4ff.csv,1,1
9e131a48af.csv,5,2
15e3ee2b27.csv,1,1
b031ba6865.csv,23,23
ed25870898.csv,1,1
be189ca9f5.csv,4,2
24de63c531.csv,5,5
f5a2282679.csv,32,32
01d4b0cbc6.csv,7,7
c6c028eb96.csv,3,3
248d10b3b8.csv,12,12
9ca5f7fcd0.csv,14,14
c22b56e793.csv,3,3
fe665326fe.csv,3,3
7dae9541fd.csv,7,8
c6a4aee931.csv,4,4
5f809b5cb9.csv,1,1
176a3188c6.csv,1,1
a2d06789a6.csv,7,7
a707a3bd62.csv,27,27
c7e9e07d33.csv,2,2
29b4b6b2cc.csv,3,3
cf52637f16.csv,4,1
39fb8f3e21.csv,8,8
235e0e9679.csv,33,33
2982b3d7da.csv,1,8
33cb6d0472.csv,12,12
eac051fe7a.csv,1,1
6c95607c7b.csv,3,5
7fb07d5b38.csv,1,1
4df19a6e0f.csv,1,1
5fe8bb9fee.csv,12,1
894d56fa5c.csv,1,1
77f8f23aff.csv,3,3
2d4a4afa87.csv,1,1
03f77eaeae.csv,4,4
c01a36013a.csv,17,17
bc5349b96b.csv,3,3
40c1671887.csv,2,2
8dc04d8498.csv,12,12
b484d8a5d2.csv,5,5
cb5a8fe5e1.csv,1,1
a2fde50b43.csv,3,3
02eba38e67.csv,3,3
494ea89893.csv,4,4
8076a888fa.csv,11,11
f17038d631.csv,15,15
2ee755c39d.csv,1,1
d1c316f7e4.csv,14,14
452ce7e74d.csv,1,1
960097afa4.csv,7,1
4fa1eb5f93.csv,26,26
9ae640a91d.csv,13,13
f2ef9eeb69.csv,5,5
e1faa05ff3.csv,1,1
b05279b368.csv,12,12
2f378b74f1.csv,6,1
d5d8f759d6.csv,76,76
7c02be302c.csv,10,10
ef586fe824.csv,6,1
bea2f60666.csv,3,3
d8255d2da9.csv,1,1
ab5c4097a2.csv,3,3
da18f8222d.csv,3,4
86f2eb2c62.csv,6,1
d93972c806.csv,6,1
d6b9e970cc.csv,4,4
b6667a6f1e.csv,1,1
6f64eadd3c.csv,11,11
0669001212.csv,15,15
05e25f5f27.csv,22,22
15cf92fe69.csv,1,1
a80a5a28ab.csv,3,3
1883fda990.csv,26,26
06d27082f3.csv,1,1
78aa1b237e.csv,3,3
15f4692707.csv,8,1
0dc55f7bc8.csv,2,2
ab5060eb69.csv,1,1
ace6f3670a.csv,2,2
6f599ba65b.csv,1,10
6c0430d99f.csv,3,3
e67468a9e5.csv,1,1
96fb5713fb.csv,3,3
b0b4095b88.csv,28,28
a9ca88764c.csv,13,13
fe06217601.csv,5,5
f7ac17590e.csv,4,1
7727bdd0b1.csv,6,6
04723bd844.csv,5,5
bbc026e119.csv,1,1
a9e0d81a61.csv,1,1
04c23355d1.csv,10,10
322ee113b6.csv,13,13
086a91aa0a.csv,15,15
6016249643.csv,3,3
c6a2ac0ad7.csv,32,4
e1ad8abb07.csv,7,7
fc706554f1.csv,4,4
6da19ab9a8.csv,3,3
0d64c384cc.csv,4,4
3d55371982.csv,10,10
debe60f1f9.csv,3,3
e547e35c81.csv,12,12
4471c59e63.csv,4,4
f36c6431bf.csv,11,11
c3306f08b3.csv,2,1
e44a9bdb04.csv,Skipped,Skipped
1ccf3b921d.csv,1,1
39f5b35a53.csv,1,1
d85f9f7b84.csv,1,1
56f51cae37.csv,9,1
7fe7a8f498.csv,12,2
65120ee281.csv,4,4
5e8efcd78c.csv,3,3
11fd3a791a.csv,8,8
a320e6a839.csv,5,5
9b9843a7a6.csv,102,102
d0d1fea351.csv,1,1
f2ca2b130e.csv,4,4
80bd2f00c8.csv,5,5
8f601113ee.csv,20,1
7fe0a88f78.csv,2,8
9e3ec3f697.csv,3,3
d3a66a4f83.csv,32,32
14e7415aa5.csv,1,1
d97fba64f5.csv,3,7
563af69fb2.csv,18,18
411a184c31.csv,13,1
b5e347928f.csv,2,2
83ea237b1f.csv,2,2
cb956f9570.csv,1,3
4df161355c.csv,7,7
846edeab17.csv,10,1
3c0419da4d.csv,10,10
24f944f9c1.csv,1,1
aff1cd50f7.csv,14,1
450c119e30.csv,1,1
2207fca652.csv,3,3
24a4b949c2.csv,5,5
ec23daf438.csv,4,4
0ff9024a17.csv,12,12
d831570dd3.csv,1,1
6e785b92e4.csv,1,1
96866b24b8.csv,5,5
9b284e6040.csv,1,1
2024253139.csv,13,1
07d85ef49b.csv,7,7
75d61ae8ef.csv,14,14
8f1782d047.csv,33,33
01019103bd.csv,3,3
c419ac8466.csv,6,6
e21ee36d77.csv,6,6
b23a100a21.csv,4,4
8b10429aa5.csv,22,1
a774444c67.csv,5,5
ada4b9e045.csv,8,8
13aabfb51d.csv,3,3
3382349770.csv,3,3
e0197cd5f4.csv,2,2
445a1c993a.csv,1,1
7a60bfb0b7.csv,1,1
aa8723f189.csv,10,10
1280e2bf93.csv,1,1
d16f19c52d.csv,16,1
7dd32fef75.csv,4,4
70a947870c.csv,1,1
c105a4a03c.csv,10,1
777eae05dd.csv,14,1
875b9c1e8c.csv,5,5
97a1220941.csv,12,12
fa05d11532.csv,18,18
fb8a4767f8.csv,4,4
e46e7e09dd.csv,4,4
a5e7c04f2e.csv,4,4
9111755b5f.csv,1,1
7d6196a0b5.csv,1,1
3f49e6ff2f.csv,1,1
7b5910f83a.csv,4,4
7ab9f923a0.csv,55,55
bbdf4553e6.csv,6,6
c7d88d3e6e.csv,2,3
85cdd5a335.csv,1,1
1c6225a43d.csv,6,6
1ad1221f6d.csv,11,11
21079230d5.csv,3,4
2fc36b1ef4.csv,2,2
b16b52d8b6.csv,19,19
5fd20499da.csv,40,40
096caf24ca.csv,1,1
36cbd22f1b.csv,1,1
e919de83d7.csv,3,3
7477248a33.csv,13,13
a56196c1b2.csv,1,1
e1c811c8fe.csv,10,10
33f3523dc8.csv,4,4
17e35fb979.csv,28,28
31bc690c6f.csv,5,3
e60612d935.csv,1,1
822e2bc71c.csv,9,6
3b4f11deaa.csv,1,1
2a51b55e91.csv,4,4
b72862e48c.csv,6,6
b96c67cc20.csv,5,6
275761cf56.csv,5,5
65c86d59c4.csv,3,3
7650929425.csv,1,1
aae6e78037.csv,8,8
95813b462c.csv,1,1
19c2be1ed3.csv,3,3
2a875d28d4.csv,5,5
df6e19d1bf.csv,1,3
84e574309f.csv,4,5
110361d3b4.csv,6,3
ec259dda8a.csv,3,2
1e8f522609.csv,20,20
def3868204.csv,3,3
1234131621.csv,60,60
d106e6dd09.csv,2,2
0fa6255eac.csv,1,1
57cd7c1f7a.csv,3,3
f0ab0d156c.csv,12,1
fa6658f912.csv,15,15
05d8aaaf27.csv,7,7
0d4a90ba99.csv,3,3
8fce90bb77.csv,12,5
0c672ed43e.csv,9,9
f3b3706396.csv,Skipped,Skipped
d3e2de2434.csv,1,1
f6ab2fdfd0.csv,3,1
b176c45069.csv,2,1
e863638d77.csv,3,3
64db433888.csv,4,4
eb380b631e.csv,9,9
2f84e98eb6.csv,41,1
7ad141e9f0.csv,53,53
d542d1e22d.csv,24,1
97840520cc.csv,4,4
24b4368720.csv,5,2
858ea98d86.csv,1,1
5a792a15d2.csv,4,4
da0a7787df.csv,1,1
f45e9a572c.csv,4,4
bc25a25e08.csv,3,3
fea839f001.csv,7,7
c6c92c97c1.csv,4,4
da0ca04d90.csv,4,1
53b13a1a1e.csv,2,2
ed7644be94.csv,2,2
a2523d3ab3.csv,9,9
79d68b75bc.csv,4,4
5042cba970.csv,6,6
748af22556.csv,36,36
00629c31d0.csv,2,2
911d17c637.csv,2,1
3778dcde34.csv,9,9
d47a11fc7b.csv,1,1
302eac64a7.csv,2,2
cf956d8ccc.csv,3,3
44e61345c8.csv,4,4
9f1bfacbf2.csv,1,1
dffe428333.csv,1,4
09d6f2f7f3.csv,9,9
383ad30dea.csv,7,5
50654ca470.csv,22,22
81252e61b9.csv,77,1
9e21961bbe.csv,8,10
0dd36e98b7.csv,1,1
2d56464a41.csv,16,16
ad8a087413.csv,79,79
a4dfb1b20a.csv,5,6
bcf94f2e2c.csv,1,4
8e5588223c.csv,12,12
91dc2b0295.csv,7,7
14f5b0c00b.csv,1,1
a437229aff.csv,94,94
6800430866.csv,1,1
caa9970593.csv,3,4
a9656246c1.csv,4,4
3878a0194e.csv,3,3
d962d87a89.csv,11,11
76f5364300.csv,2,2
d2d96208e0.csv,8,11
54b893270a.csv,1,1
a579d315c4.csv,1,8
c20f265101.csv,1,1
8443fd90ac.csv,1,1
f11efc971d.csv,1,1
af4853d6cf.csv,1,1
9aa93284ac.csv,6,6
076e6f2787.csv,1,1
4362bbb66b.csv,1,1
cf54ed1b81.csv,5,5
9dc2ef4ddd.csv,3,12
ce4fd29efd.csv,1,1
af64953532.csv,10,1
90633728da.csv,1,1
e63b677df9.csv,5,5
a364d925ca.csv,15,15
28210c383c.csv,20,20
dbd42684e4.csv,1,1
0ff414dd36.csv,17,17
89db55cf9f.csv,23,23
c918179dbd.csv,6,6
b35d82a81d.csv,3,3
71f4ef7d71.csv,3,3
ddda86512c.csv,19,19
078642f687.csv,1,1
2c7c0102c8.csv,1,1
02216240e9.csv,2,2
d5f4c352a7.csv,4,4
ba477c1f3f.csv,17,17
60ebe60a2f.csv,1,3
3f648c5378.csv,15,1
620f86f07c.csv,3,3
50e0a1206d.csv,17,17
092504625a.csv,1,7
2516594ded.csv,8,1
a331fe4fc0.csv,3,3
78aa87fe21.csv,1,1
418ef97fc6.csv,5,5
9646e12434.csv,9,9
a8a3a2904f.csv,1,1
908fe8677c.csv,12,12
7906327096.csv,3,4
11d3be1d00.csv,7,7
c5f916e9c9.csv,15,15
5bbd5a1c2c.csv,1,1
6fbc5d155d.csv,9,11
e8b2101007.csv,2,11
ac5b422100.csv,4,1
17b54f4fb1.csv,3,3
8f3d5abd4b.csv,3,3
d881da9e23.csv,2,2
75e958466d.csv,18,18
7a8563ab6d.csv,20,20
9ea5cdaf51.csv,5,5
5f1afea965.csv,Skipped,Skipped
fe81e1b0f3.csv,8,8
a407fc79cc.csv,3,8
a576757750.csv,2,3
3d87701998.csv,12,12
701de16df6.csv,9,9
8230583d37.csv,5,5
bcbe6e25fe.csv,2,3
994032380c.csv,4,4
bc8e900b58.csv,10,10
084de6ad27.csv,17,17
25166033a6.csv,12,1
cf5e8082b1.csv,2,2
1ba8af0edd.csv,30,30
ba14f49330.csv,7,7
fe9280b020.csv,2,2
4025d9b7b2.csv,37,37
7efd47814d.csv,14,1
8a94265ed8.csv,23,23
74c53eb0b7.csv,5,2
5adf5dbcbd.csv,1,1
851e169c45.csv,3,3
dfeb187823.csv,7,7
13f3a9804b.csv,3,3
78c500cf24.csv,1,2
46452004e2.csv,1,2
8c47d4891f.csv,6,5
ffb920aed4.csv,5,5
bebd185bbc.csv,1,1
c8cb5fa285.csv,3,2
3ab83f8d37.csv,18,18
2defb4e52e.csv,1,6
178ccb6b1f.csv,9,9
011aff90c9.csv,18,18
bf3157a04d.csv,1,1
8deb967a1d.csv,4,4
978e18b5ff.csv,3,1
7a9d0c6551.csv,16,16
821221e686.csv,5,5
a617fdb003.csv,7,1
7debd1415c.csv,7,7
d5a617b208.csv,12,12
8d84b4b2fd.csv,19,19
45423f3347.csv,1,1
9e379c93a0.csv,1,1
a541d99186.csv,8,8
0b6913bafa.csv,1,3
3d8897435a.csv,2,3
0e3d29a8de.csv,4,7
1f7cc059bc.csv,3,3
bc9830fe94.csv,3,3
e3de517dfe.csv,20,20
6072b2cf65.csv,Skipped,2
473d69f731.csv,32,32
826348581e.csv,1,2
3ceeb7467e.csv,29,3
bb4c7d2ad8.csv,1,1
e20d8aeccc.csv,15,3
b8be6fcf76.csv,11,11
20dd063156.csv,57,57
b2e2cb92a3.csv,4,4
78e56c650a.csv,4,4
c897be45da.csv,9,9
33b25a4ff3.csv,5,1
f8e3055ab0.csv,3,3
63f41e6a38.csv,18,18
7b99a5f08a.csv,1,1
512dd3bfb7.csv,3,3
10ebb499ae.csv,3,3
c8cbfdbdc2.csv,31,31
6e92622204.csv,5,5
6a8cb7adec.csv,1,1
4b21acfeff.csv,4,4
e90775c303.csv,10,10
129e6fb521.csv,3,3
28bdceaa64.csv,1,1
1a1b73ed4d.csv,1,1
8001b3f7a0.csv,23,23
310063d9f2.csv,21,21
24b52d6a6f.csv,9,1
3e4669a526.csv,2,3
43d779f759.csv,6,6
adae8550b6.csv,2,2
85cba3945a.csv,10,1
84982d8e28.csv,9,9
1ce3cd1887.csv,3,3
5400725f92.csv,5,5
88d2adc230.csv,15,6
24b351e321.csv,1,1
c07f7bce89.csv,8,1
7317d3a2f8.csv,11,11
a2fd2b3929.csv,3,3
085f2401a6.csv,3,3
639260e507.csv,20,20
49f68ad3e4.csv,17,17
39c40a7b83.csv,3,3
f7479604da.csv,20,5
4205323617.csv,14,1
d0a31bca80.csv,13,13
bb7ff2e0a3.csv,2,2
4edf04a450.csv,6,6
05b2d8654a.csv,1,1
f9962f5327.csv,11,11
1ff4541a95.csv,1,1
2152a2faaa.csv,1,1
6bbe13de0a.csv,19,19
f7ff2a0157.csv,2,7
b78b82af23.csv,5,5
7852b0e809.csv,14,14
db573a5e57.csv,6,1
10855ee7d6.csv,23,23
94d645cc94.csv,9,1
c4061cbe0a.csv,1,1
4ac1a14680.csv,67,67
d072807f0d.csv,4,9
dd990d01c2.csv,39,39
bda921f216.csv,2,2
9bccfeab79.csv,3,3
166ae9dc79.csv,15,15
45b8dc71d5.csv,3,3
fedf3f3829.csv,4,4
0f14dac805.csv,2,4
608c6559ee.csv,1,1
fb617d63cb.csv,5,1
2868e050f2.csv,15,15
3615684275.csv,1,1
6fb0b1cb51.csv,44,44
3855220e17.csv,2,2
e7fb5b6f88.csv,1,1
9212e81f36.csv,5,5
09025e1309.csv,1,1
197b20a0fe.csv,3,3
8bb9c3ecc9.csv,1,1
3acde38497.csv,5,5
2f36f3c82f.csv,2,2
253258d2b0.csv,3,3
26350c23ff.csv,1,1
8574f9ab7f.csv,8,8
e92ebcd642.csv,176,176
3ecec00e3d.csv,1,1
968526f2f8.csv,16,16
299784ce81.csv,2,2
fc3738d1f1.csv,10,10
81e060d515.csv,15,15
4b9e6cfbef.csv,3,3
b6e3a12291.csv,1,1
