file,numCands,irv,plurality,plurality_runoff,borda_pm,borda_om_no_uwi,borda_avg_no_uwi,borda_trunc_points_scheme,condorcet,minimax,smith_set,bucklin
american/processed_data/Alaska/Alaska_11082022_SenateDistrictD.csv,4,"['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']"
american/processed_data/Alaska/Alaska_11082022_SenateDistrictS.csv,3,"['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']"
american/processed_data/Alaska/Alaska_11052024_StateSenateB.csv,2,"['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']",['Write-in'],"['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']"
american/processed_data/Alaska/Alaska_11082022_SenateDistrictI.csv,3,"['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD9.csv,3,"['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD12.csv,3,"['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict8.csv,2,"['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']",['Write-in'],"['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict9.csv,3,"['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD13.csv,3,"['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD8.csv,3,"['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']"
american/processed_data/Alaska/Alaska_11082022_SenateDistrictH.csv,3,"['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']"
american/processed_data/Alaska/Alaska_11082022_USRepresentative.csv,5,"['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']"
american/processed_data/Alaska/Alaska_11052024_StateSenateT.csv,2,"['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']"
american/processed_data/Alaska/Alaska_11082022_SenateDistrictJ.csv,4,"['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD11.csv,3,"['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD39.csv,3,"['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD38.csv,5,"['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD10.csv,3,"['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']"
american/processed_data/Alaska/Alaska_11082022_SenateDistrictK.csv,3,"['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']"
american/processed_data/Alaska/Alaska_11052024_StateSenateD.csv,4,"['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']"
american/processed_data/Alaska/Alaska_11082022_SenateDistrictO.csv,3,"['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD28.csv,4,"['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD14.csv,3,"['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD15.csv,4,"['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Wells, Denny']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD29.csv,2,"['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']",['Write-in'],"['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']"
american/processed_data/Alaska/Alaska_11082022_SenateDistrictN.csv,4,"['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']"
american/processed_data/Alaska/Alaska_11052024_StateSenateR.csv,4,"['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']"
american/processed_data/Alaska/Alaska_11052024_StateSenateP.csv,3,"['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Hajdukovich, Leslie W.']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']"
american/processed_data/Alaska/Alaska_11082022_SenateDistrictL.csv,3,"['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']"
american/processed_data/Alaska/Alaska_11082022_USSenator.csv,5,"['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD17.csv,2,"['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']",['Write-in'],"['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']"
american/processed_data/Alaska/Alaska_11052024_StateHouseD16.csv,3,"['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']"
american/processed_data/Alaska/Alaska_11082022_SenateDistrictM.csv,3,"['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']"
american/processed_data/Alaska/Alaska_11052024_StateSenateF.csv,4,"['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']"
american/processed_data/Alaska/Alaska_11052024_President.csv,8,['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance']
american/processed_data/Alaska/Alaska_11082022_HouseDistrict16.csv,3,"['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']","['Armstrong, Jennifer ""Jennie""']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict17.csv,3,"['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict15.csv,4,"['McKay, Thomas W. ""Tom""']","['Wells, Denny']","['McKay, Thomas W. ""Tom""']","['Wells, Denny']","['McKay, Thomas W. ""Tom""']","['Wells, Denny']","['Wells, Denny']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['McKay, Thomas W. ""Tom""']","['Wells, Denny']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict29.csv,3,"['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict28.csv,5,"['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']","['Sumner, Jesse M.']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict14.csv,3,"['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict38.csv,2,"['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']",['Write-in'],"['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']","['McCormick, Conrad J. ""C.J.""']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict10.csv,4,"['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']","['Johnson, Craig W.']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict11.csv,4,"['Coulombe, Julie']","['Featherly, Walter T.']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Featherly, Walter T.']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict39.csv,3,"['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']"
american/processed_data/Alaska/Alaska_11052024_US_House.csv,5,"['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']","['Begich, Nick']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict13.csv,3,"['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']","['Josephson, Andy']"
american/processed_data/Alaska/Alaska_11082022_HouseDistrict12.csv,3,"['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']"
american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard12.csv,4,['Aurin Chowdhury'],['Aurin Chowdhury'],ERROR,['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury']
american/processed_data/Minneapolis/Minneapolis_11072017_BoardofEstimateandTaxation.csv,4,['Carol Becker'],['Carol Becker'],ERROR,['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker']
american/processed_data/Minneapolis/Minneapolis_11072017_ParkBoardAtLarge.csv,11,['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward6CityCouncil.csv,5,['Abdi Warsame'],['Abdi Warsame'],ERROR,['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame']
american/processed_data/Minneapolis/Minneapolis_11072017_Mayor.csv,18,['Jacob Frey'],['Jacob Frey'],ERROR,['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey']
american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict6.csv,5,['Brad Bourn'],['Brad Bourn'],ERROR,['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward10CityCouncil.csv,5,['Meg Tuthill'],['Meg Tuthill'],ERROR,['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill']
american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard13.csv,5,['Linea Palmisano'],['Linea Palmisano'],ERROR,['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano']
american/processed_data/Minneapolis/Minneapolis_11022021_BoardofEstimateandTaxationAtLarge.csv,5,['Steve Brandt'],['Steve Brandt'],ERROR,['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward1CityCouncil.csv,4,['Kevin Reich'],['Kevin Reich'],ERROR,['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich']
american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict5.csv,6,['Carol Kummer'],['Carol Kummer'],ERROR,['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer']
american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict4.csv,2,['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward9CityCouncil.csv,5,['Alondra Cano'],['Alondra Cano'],ERROR,['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano']
american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,5,['Aisha Chughtai'],['Aisha Chughtai'],ERROR,['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai']
american/processed_data/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,7,['Carol Becker'],['Carol Becker'],ERROR,['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,5,['Andrea Jenkins'],['Andrea Jenkins'],ERROR,['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
american/processed_data/Minneapolis/Minneapolis_11022021_Mayor.csv,19,['Jacob Frey'],['Jacob Frey'],ERROR,['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey']
american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,4,['Liz Wielinski'],['Liz Wielinski'],ERROR,['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski']
american/processed_data/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,8,['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,4,['John Quincy'],['John Quincy'],ERROR,['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy']
american/processed_data/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,3,['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN']
american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,3,['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland']
american/processed_data/Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,3,['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,5,['Lisa Goodman'],['Lisa Goodman'],ERROR,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,4,['LaTrisha Vetaw'],['LaTrisha Vetaw'],ERROR,['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,4,['Betsy Hodges'],['Betsy Hodges'],ERROR,['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,5,['Jeremiah Ellison'],['Jeremiah Ellison'],ERROR,['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,7,['Aisha Chughtai'],['Aisha Chughtai'],ERROR,['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,4,['Andrew Johnson'],['Andrew Johnson'],ERROR,['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,5,['Lisa Goodman'],['Lisa Goodman'],ERROR,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard6.csv,3,['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward2CityCouncil.csv,2,['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon']
