Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,numSeats,numCands
"Eastpointe, Pct 5",85004,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",85005,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85006,"Eastpointe, Pct 5",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85007,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 5",85008,"Eastpointe, Pct 5",Shenita Lloyd,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 5",85009,"Eastpointe, Pct 5",Michael Jones,Sylvia L. Moore,Rob Baker,skipped,2,6
"Eastpointe, Pct 5",85010,"Eastpointe, Pct 5",Shenita Lloyd,Tonia Gladney,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 5",85011,"Eastpointe, Pct 5",Rob Baker,Tonia Gladney,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 5",85012,"Eastpointe, Pct 5",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85013,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 5",85014,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",85015,"Eastpointe, Pct 5",Shenita Lloyd,Rob Baker,Michael Jones,skipped,2,6
"Eastpointe, Pct 5",85016,"Eastpointe, Pct 5",Michael Jones,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85017,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85018,"Eastpointe, Pct 5",Shenita Lloyd,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 5",85019,"Eastpointe, Pct 5",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 5",85020,"Eastpointe, Pct 5",Rob Baker,Sylvia L. Moore,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 5",85021,"Eastpointe, Pct 5",Rob Baker,Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 5",85022,"Eastpointe, Pct 5",Rob Baker,Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 5",85023,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85024,"Eastpointe, Pct 5",Michael Jones,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 5",85025,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",85026,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",85027,"Eastpointe, Pct 5",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 5",85028,"Eastpointe, Pct 5",Tonia Gladney,Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 5",85029,"Eastpointe, Pct 5",Rob Baker,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 5",85030,"Eastpointe, Pct 5",Tonia Gladney,Michael Jones,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 5",85031,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85032,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",85033,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85034,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85035,"Eastpointe, Pct 5",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 5",85036,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85037,"Eastpointe, Pct 5",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85038,"Eastpointe, Pct 5",Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 5",85039,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 5",85040,"Eastpointe, Pct 5",Michael Jones,Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",85041,"Eastpointe, Pct 5",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85042,"Eastpointe, Pct 5",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 5",85043,"Eastpointe, Pct 5",Shenita Lloyd,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 5",85044,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 5",85045,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85046,"Eastpointe, Pct 5",Rob Baker,Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 5",85047,"Eastpointe, Pct 5",Sylvia L. Moore,Michael Jones,Cardi DeMonaco Jr.,Shenita Lloyd,2,6
"Eastpointe, Pct 5",85048,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",85049,"Eastpointe, Pct 5",Michael Jones,Shenita Lloyd,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",85050,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85051,"Eastpointe, Pct 5",Shenita Lloyd,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 5",85052,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",85053,"Eastpointe, Pct 5",Shenita Lloyd,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 5",85054,"Eastpointe, Pct 5",Rob Baker,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 5",85055,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",85056,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",85057,"Eastpointe, Pct 5",Shenita Lloyd,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 5",85058,"Eastpointe, Pct 5",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 4",85059,"Eastpointe, Pct 4",Shenita Lloyd,Michael Jones,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 4",85060,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 4",85061,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85062,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 4",85063,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",85064,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 4",85065,"Eastpointe, Pct 4",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85066,"Eastpointe, Pct 4",Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 4",85067,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85068,"Eastpointe, Pct 4",Rob Baker,Tonia Gladney,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 4",85069,"Eastpointe, Pct 4",Shenita Lloyd,Sylvia L. Moore,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 4",85070,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",85071,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85072,"Eastpointe, Pct 4",Tonia Gladney,Cardi DeMonaco Jr.,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85073,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85074,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 4",85075,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Michael Jones,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 4",85076,"Eastpointe, Pct 4",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 4",85077,"Eastpointe, Pct 4",Tonia Gladney,Rob Baker,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 4",85078,"Eastpointe, Pct 4",Rob Baker,Sylvia L. Moore,Michael Jones,skipped,2,6
"Eastpointe, Pct 4",85079,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85080,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85081,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,skipped,2,6
"Eastpointe, Pct 4",85082,"Eastpointe, Pct 4",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 4",85083,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85084,"Eastpointe, Pct 4",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 4",85085,"Eastpointe, Pct 4",Sylvia L. Moore,Cardi DeMonaco Jr.,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 4",85086,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",85087,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 4",85088,"Eastpointe, Pct 4",Michael Jones,Sylvia L. Moore,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 4",85089,"Eastpointe, Pct 4",Michael Jones,Rob Baker,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 4",85090,"Eastpointe, Pct 4",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85092,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85093,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 4",85094,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85095,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",85096,"Eastpointe, Pct 4",Michael Jones,Shenita Lloyd,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 4",85097,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",85098,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 4",85099,"Eastpointe, Pct 4",Shenita Lloyd,Michael Jones,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 4",85100,"Eastpointe, Pct 4",Michael Jones,Shenita Lloyd,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 4",85101,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85103,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 4",85104,"Eastpointe, Pct 4",Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,Shenita Lloyd,2,6
"Eastpointe, Pct 4",85105,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85106,"Eastpointe, Pct 4",Sylvia L. Moore,Tonia Gladney,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 4",85107,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85108,"Eastpointe, Pct 4",Tonia Gladney,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 4",85109,"Eastpointe, Pct 4",Michael Jones,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",85110,"Eastpointe, Pct 4",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85111,"Eastpointe, Pct 4",Michael Jones,Shenita Lloyd,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 4",85112,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85113,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85115,"Eastpointe, Pct 4",Shenita Lloyd,Michael Jones,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85116,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85117,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 4",85118,"Eastpointe, Pct 4",Sylvia L. Moore,Rob Baker,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 4",85119,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 4",85120,"Eastpointe, Pct 4",Tonia Gladney,Shenita Lloyd,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85121,"Eastpointe, Pct 4",Tonia Gladney,Rob Baker,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 4",85122,"Eastpointe, Pct 4",Shenita Lloyd,Rob Baker,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 4",85123,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85124,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",85125,"Eastpointe, Pct 4",Shenita Lloyd,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 4",85126,"Eastpointe, Pct 4",Michael Jones,Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 4",85127,"Eastpointe, Pct 4",Tonia Gladney,Shenita Lloyd,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",85128,"Eastpointe, Pct 4",Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 4",85129,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 4",85130,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 4",85131,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,skipped,2,6
"Eastpointe, Pct 4",85132,"Eastpointe, Pct 4",Tonia Gladney,Sylvia L. Moore,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 3",85133,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85134,"Eastpointe, Pct 3",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85135,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 3",85136,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 3",85137,"Eastpointe, Pct 3",Shenita Lloyd,Tonia Gladney,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",85138,"Eastpointe, Pct 3",Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 3",85139,"Eastpointe, Pct 3",Rob Baker,Michael Jones,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 3",85140,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85141,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",85142,"Eastpointe, Pct 3",Shenita Lloyd,Rob Baker,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",85143,"Eastpointe, Pct 3",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85144,"Eastpointe, Pct 3",Rob Baker,Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",85145,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",85146,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,skipped,2,6
"Eastpointe, Pct 3",85147,"Eastpointe, Pct 3",Michael Jones,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 3",85148,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 3",85149,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",85150,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 3",85151,"Eastpointe, Pct 3",Michael Jones,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 3",85152,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 3",85153,"Eastpointe, Pct 3",Michael Jones,Tonia Gladney,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 3",85154,"Eastpointe, Pct 3",Rob Baker,Michael Jones,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 3",85155,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",85156,"Eastpointe, Pct 3",Michael Jones,Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 3",85157,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 3",85158,"Eastpointe, Pct 3",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85159,"Eastpointe, Pct 3",Rob Baker,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 3",85160,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85161,"Eastpointe, Pct 3",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85162,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 3",85163,"Eastpointe, Pct 3",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85164,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85165,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85166,"Eastpointe, Pct 3",Rob Baker,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 3",85167,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 3",85168,"Eastpointe, Pct 3",Shenita Lloyd,Rob Baker,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 3",85169,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,skipped,2,6
"Eastpointe, Pct 3",85170,"Eastpointe, Pct 3",Rob Baker,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 3",85171,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85172,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 3",85173,"Eastpointe, Pct 3",Shenita Lloyd,Rob Baker,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 3",85174,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 3",85175,"Eastpointe, Pct 3",Michael Jones,Rob Baker,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 3",85176,"Eastpointe, Pct 3",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85177,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 3",85178,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",85179,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 3",85180,"Eastpointe, Pct 3",Rob Baker,Sylvia L. Moore,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 3",85182,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 3",85183,"Eastpointe, Pct 3",Sylvia L. Moore,Tonia Gladney,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 3",85184,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",85185,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",85186,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Michael Jones,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 3",85187,"Eastpointe, Pct 3",Tonia Gladney,Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 3",85188,"Eastpointe, Pct 3",Michael Jones,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",85189,"Eastpointe, Pct 3",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85190,"Eastpointe, Pct 3",Sylvia L. Moore,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 3",85191,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 3",85192,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Shenita Lloyd,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 3",85193,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 3",85194,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",85195,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",85196,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 3",85197,"Eastpointe, Pct 3",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 3",85198,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 3",85199,"Eastpointe, Pct 3",Shenita Lloyd,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 3",85200,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",85201,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Shenita Lloyd,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",85202,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 3",85203,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 3",85204,"Eastpointe, Pct 3",Michael Jones,Shenita Lloyd,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 3",85205,"Eastpointe, Pct 3",Michael Jones,Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",85206,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 3",85207,"Eastpointe, Pct 3",Tonia Gladney,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",85208,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 3",85210,"Eastpointe, Pct 3",Michael Jones,Shenita Lloyd,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 3",85211,"Eastpointe, Pct 3",Rob Baker,Michael Jones,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 3",85212,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 3",85213,"Eastpointe, Pct 3",Rob Baker,Shenita Lloyd,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
