ballotID,ward,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
1900,600,Raju Charles,Ambroise Agosse,Mike Moore,skipped,skipped,5,1
2914,600,Raju Charles,Ambroise Agosse,Mike Moore,skipped,skipped,5,1
4821,600,Ambroise Agosse,Jason Small,Mike Moore,skipped,skipped,5,1
5368,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
461,600,Ambroise Agosse,Raju Charles,Mike Moore,skipped,skipped,5,1
1886,600,Ambroise Agosse,Raju Charles,Mike Moore,skipped,skipped,5,1
4212,600,Ambroise Agosse,Raju Charles,Mike Moore,skipped,skipped,5,1
4420,600,Jason Small,Raju Charles,Mike Moore,skipped,skipped,5,1
5878,600,Jason Small,Raju Charles,Mike Moore,skipped,skipped,5,1
3283,600,Jason Small,Ambroise Agosse,Raju Charles,skipped,skipped,5,1
542,600,Mike Moore,Ambroise Agosse,Raju Charles,skipped,skipped,5,1
2042,600,Mike Moore,Ambroise Agosse,Raju Charles,skipped,skipped,5,1
263,600,Mike Moore,Jason Small,Raju Charles,skipped,skipped,5,1
1174,600,Mike Moore,Jason Small,Raju Charles,skipped,skipped,5,1
1484,600,Mike Moore,Jason Small,Raju Charles,skipped,skipped,5,1
5222,600,Mike Moore,Jason Small,Raju Charles,skipped,skipped,5,1
17,600,Ambroise Agosse,Mike Moore,Raju Charles,skipped,skipped,5,1
492,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,5,1
1616,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,5,1
1618,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,5,1
1854,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,5,1
5012,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,5,1
5060,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,5,1
6234,600,Jason Small,Mike Moore,Raju Charles,skipped,skipped,5,1
157,600,Mike Moore,Jason Small,writein,skipped,skipped,5,1
123,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
975,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
1370,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
1441,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
1450,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
1452,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
1704,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
2737,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
3128,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
3379,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
4254,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
5059,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
5876,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
5947,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
5954,600,Jason Small,Ambroise Agosse,skipped,skipped,skipped,5,1
43,600,Mike Moore,Ambroise Agosse,skipped,skipped,skipped,5,1
765,600,Mike Moore,Ambroise Agosse,skipped,skipped,skipped,5,1
4671,600,Mike Moore,Ambroise Agosse,skipped,skipped,skipped,5,1
5069,600,Mike Moore,Ambroise Agosse,skipped,skipped,skipped,5,1
4720,600,Raju Charles,Ambroise Agosse,skipped,skipped,skipped,5,1
2590,600,Ambroise Agosse,Jason Small,skipped,skipped,skipped,5,1
2902,600,Ambroise Agosse,Jason Small,skipped,skipped,skipped,5,1
4447,600,Ambroise Agosse,Jason Small,skipped,skipped,skipped,5,1
5043,600,Ambroise Agosse,Jason Small,skipped,skipped,skipped,5,1
4779,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
54,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
58,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
265,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
314,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
631,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
690,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
803,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
829,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1003,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1007,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1013,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1033,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1100,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1155,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1201,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1230,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1563,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1570,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1582,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
1853,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
2020,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
2152,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
2244,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
2290,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
2291,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
2292,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
2744,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
3234,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
4175,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
4176,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
4381,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
4382,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
4431,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
4697,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
4714,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
4898,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
5028,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
5041,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
5044,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
5055,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
5141,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
5424,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
5792,600,Mike Moore,Jason Small,skipped,skipped,skipped,5,1
2994,600,Raju Charles,Jason Small,skipped,skipped,skipped,5,1
340,600,Ambroise Agosse,Mike Moore,skipped,skipped,skipped,5,1
401,600,Ambroise Agosse,Mike Moore,skipped,skipped,skipped,5,1
2566,600,Ambroise Agosse,Mike Moore,skipped,skipped,skipped,5,1
251,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
771,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
793,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
995,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
1223,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
1331,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
1763,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
1941,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
1964,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
2060,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
2593,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
2881,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
2894,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
3054,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4004,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4005,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4006,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4020,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4378,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4429,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4499,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4656,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4660,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4689,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4731,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4739,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4742,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4770,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4814,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
4897,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5026,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5053,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5142,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5173,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5174,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5209,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5210,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5258,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5417,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5591,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5824,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
5943,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
6404,600,Jason Small,Mike Moore,skipped,skipped,skipped,5,1
1703,600,Raju Charles,Mike Moore,skipped,skipped,skipped,5,1
5070,600,Raju Charles,Mike Moore,skipped,skipped,skipped,5,1
1589,600,Ambroise Agosse,Raju Charles,skipped,skipped,skipped,5,1
4484,600,Ambroise Agosse,Raju Charles,skipped,skipped,skipped,5,1
4797,600,Ambroise Agosse,Raju Charles,skipped,skipped,skipped,5,1
902,600,Jason Small,Raju Charles,skipped,skipped,skipped,5,1
1513,600,Jason Small,Raju Charles,skipped,skipped,skipped,5,1
4477,600,Jason Small,Raju Charles,skipped,skipped,skipped,5,1
4751,600,Jason Small,Raju Charles,skipped,skipped,skipped,5,1
2953,600,Mike Moore,Raju Charles,skipped,skipped,skipped,5,1
6002,600,Mike Moore,Raju Charles,skipped,skipped,skipped,5,1
1889,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
4267,600,Mike Moore,writein,skipped,skipped,skipped,5,1
4794,600,Mike Moore,writein,skipped,skipped,skipped,5,1
376,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
681,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
769,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
901,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
1261,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
1350,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
1351,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
1397,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
2254,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
2596,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
2624,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
2913,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
3172,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
3288,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
3355,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
3469,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
3669,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
3843,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
4494,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
4684,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
4813,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
5196,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
5948,600,Ambroise Agosse,skipped,skipped,skipped,skipped,5,1
38,600,Jason Small,skipped,skipped,skipped,skipped,5,1
80,600,Jason Small,skipped,skipped,skipped,skipped,5,1
97,600,Jason Small,skipped,skipped,skipped,skipped,5,1
270,600,Jason Small,skipped,skipped,skipped,skipped,5,1
311,600,Jason Small,skipped,skipped,skipped,skipped,5,1
380,600,Jason Small,skipped,skipped,skipped,skipped,5,1
450,600,Jason Small,skipped,skipped,skipped,skipped,5,1
457,600,Jason Small,skipped,skipped,skipped,skipped,5,1
464,600,Jason Small,skipped,skipped,skipped,skipped,5,1
576,600,Jason Small,skipped,skipped,skipped,skipped,5,1
602,600,Jason Small,skipped,skipped,skipped,skipped,5,1
869,600,Jason Small,skipped,skipped,skipped,skipped,5,1
876,600,Jason Small,skipped,skipped,skipped,skipped,5,1
1269,600,Jason Small,skipped,skipped,skipped,skipped,5,1
1512,600,Jason Small,skipped,skipped,skipped,skipped,5,1
1572,600,Jason Small,skipped,skipped,skipped,skipped,5,1
1652,600,Jason Small,skipped,skipped,skipped,skipped,5,1
1752,600,Jason Small,skipped,skipped,skipped,skipped,5,1
1858,600,Jason Small,skipped,skipped,skipped,skipped,5,1
1951,600,Jason Small,skipped,skipped,skipped,skipped,5,1
1952,600,Jason Small,skipped,skipped,skipped,skipped,5,1
2019,600,Jason Small,skipped,skipped,skipped,skipped,5,1
2141,600,Jason Small,skipped,skipped,skipped,skipped,5,1
2224,600,Jason Small,skipped,skipped,skipped,skipped,5,1
2289,600,Jason Small,skipped,skipped,skipped,skipped,5,1
2306,600,Jason Small,skipped,skipped,skipped,skipped,5,1
2717,600,Jason Small,skipped,skipped,skipped,skipped,5,1
3130,600,Jason Small,skipped,skipped,skipped,skipped,5,1
3606,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4002,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4011,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4021,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4023,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4396,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4418,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4419,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4439,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4451,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4457,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4497,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4573,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4685,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4687,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4694,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4738,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4757,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4790,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4809,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4820,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4889,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4890,600,Jason Small,skipped,skipped,skipped,skipped,5,1
4979,600,Jason Small,skipped,skipped,skipped,skipped,5,1
5033,600,Jason Small,skipped,skipped,skipped,skipped,5,1
5056,600,Jason Small,skipped,skipped,skipped,skipped,5,1
5072,600,Jason Small,skipped,skipped,skipped,skipped,5,1
5074,600,Jason Small,skipped,skipped,skipped,skipped,5,1
5821,600,Jason Small,skipped,skipped,skipped,skipped,5,1
5905,600,Jason Small,skipped,skipped,skipped,skipped,5,1
5936,600,Jason Small,skipped,skipped,skipped,skipped,5,1
5944,600,Jason Small,skipped,skipped,skipped,skipped,5,1
6308,600,Jason Small,skipped,skipped,skipped,skipped,5,1
6312,600,Jason Small,skipped,skipped,skipped,skipped,5,1
21,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
37,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
91,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
122,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
179,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
204,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
207,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
392,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
395,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
624,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
692,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
993,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1024,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1025,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1143,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1159,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1176,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1181,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1200,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1221,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1256,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1352,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1390,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1392,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1417,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1477,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1532,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1542,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
1850,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
2023,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
2130,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
2701,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
2998,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
3467,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
3941,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4016,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4017,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4452,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4458,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4473,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4482,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4586,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4622,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4686,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4698,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4709,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4717,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4721,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4723,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4755,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4756,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4766,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4767,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4792,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4793,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4857,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4919,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4921,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
4961,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
5039,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
5040,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
5047,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
5052,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
5952,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
6091,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
6320,600,Mike Moore,skipped,skipped,skipped,skipped,5,1
121,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
900,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
968,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
1059,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
1316,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
2305,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
2307,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
2916,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
3465,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
3830,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
4702,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
6112,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
6232,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
6334,600,Raju Charles,skipped,skipped,skipped,skipped,5,1
3890,600,writein,skipped,skipped,skipped,skipped,5,1
4832,600,writein,skipped,skipped,skipped,skipped,5,1
