file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
Alaska/Alaska_11082022_HouseDistrict6.csv,4,"['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Flora, Louis A. ""Louie""']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']","['Vance, Sarah L.']"
Alaska/Alaska_11052024_StateHouseD34.csv,3,"['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']","['Tomaszewski, Frank']"
Alaska/Alaska_11052024_StateHouseD20.csv,3,"['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']","['Gray, Andrew T.']"
Alaska/Alaska_11052024_StateHouseD7.csv,3,"['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']","['Ruffridge, Justin M.']"
Alaska/Alaska_11082022_SenateDistrictG.csv,3,"['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']","['Gray-Jackson, Elvi']"
Alaska/Alaska_11082022_SenateDistrictP.csv,4,"['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Matherly, Jim']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Matherly, Jim']","['Kawasaki, Scott']"
Alaska/Alaska_11052024_StateSenateL.csv,4,"['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']"
Alaska/Alaska_11052024_StateSenateN.csv,4,"['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']","['Yundt, Robert']"
Alaska/Alaska_11082022_SenateDistrictR.csv,4,"['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']","['Bishop, Click']"
Alaska/Alaska_11082022_SenateDistrictE.csv,4,"['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']","['Giessel, Cathy']"
Alaska/Alaska_11052024_StateHouseD5.csv,3,"['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']"
Alaska/Alaska_11052024_StateHouseD36.csv,5,"['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']","['Schwanke, Rebecca A.']"
Alaska/Alaska_11052024_StateHouseD22.csv,3,"['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']","['Eischeid, Ted J.']"
Alaska/Alaska_11082022_HouseDistrict4.csv,3,"['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']"
Alaska/Alaska_11082022_HouseDistrict5.csv,3,"['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']","['Stutes, Louise B.']"
Alaska/Alaska_11052024_StateHouseD23.csv,3,"['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']","['Allard, Jamie']"
Alaska/Alaska_11052024_StateHouseD37.csv,3,"['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']","['Edgmon, Bryce']"
Alaska/Alaska_11052024_StateHouseD4.csv,2,"['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']","['Hannan, Sara']"
Alaska/Alaska_11082022_SenateDistrictD.csv,4,"['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']"
Alaska/Alaska_11082022_SenateDistrictS.csv,3,"['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']","['Hoffman, Lyman F.']"
Alaska/Alaska_11052024_StateSenateB.csv,2,"['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']","['Kiehl, Jesse']"
Alaska/Alaska_11082022_SenateDistrictI.csv,3,"['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']","['Tobin, Löki G.']"
Alaska/Alaska_11052024_StateHouseD9.csv,3,"['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']","['Holland, Ky']"
Alaska/Alaska_11052024_StateHouseD12.csv,3,"['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']"
Alaska/Alaska_11082022_HouseDistrict8.csv,2,"['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']","['Carpenter, Ben']"
Alaska/Alaska_11082022_HouseDistrict9.csv,3,"['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']","['Shaw, Laddie H.']"
Alaska/Alaska_11052024_StateHouseD13.csv,3,"['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']","['Josephson, Andrew L. ""Andy""']"
Alaska/Alaska_11052024_StateHouseD8.csv,3,"['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']","['Elam, Bill']"
Alaska/Alaska_11082022_SenateDistrictH.csv,3,"['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Claman, Matt']","['Costello, Mia']","['Claman, Matt']"
Alaska/Alaska_11082022_USRepresentative.csv,5,"['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Peltola, Mary S.']","['Begich, Nick']","['Begich, Nick']","['Peltola, Mary S.']"
Alaska/Alaska_11052024_StateSenateT.csv,2,"['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']","['Olson, Donald C. ""Donny""']"
Alaska/Alaska_11082022_SenateDistrictJ.csv,4,"['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']","['Dunbar, Forrest']"
Alaska/Alaska_11052024_StateHouseD11.csv,3,"['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']","['Coulombe, Julie']"
Alaska/Alaska_11052024_StateHouseD39.csv,3,"['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']","['Foster, Neal W.']"
Alaska/Alaska_11052024_StateHouseD38.csv,5,"['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']","['Jimmie, Nellie D. ""Unangik""']"
Alaska/Alaska_11052024_StateHouseD10.csv,3,"['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']","['Kopp, Charles M. ""Chuck""']"
Alaska/Alaska_11082022_SenateDistrictK.csv,3,"['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']","['Wielechowski, Bill']"
Alaska/Alaska_11052024_StateSenateD.csv,4,"['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']","['Bjorkman, Jesse J.']"
Alaska/Alaska_11082022_SenateDistrictO.csv,3,"['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']","['Shower, Michael K.']"
Alaska/Alaska_11052024_StateHouseD28.csv,4,"['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']","['Moore, Elexie']"
Alaska/Alaska_11052024_StateHouseD14.csv,3,"['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']","['Galvin, Alyse S.']"
Alaska/Alaska_11052024_StateHouseD15.csv,4,"['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Wells, Denny']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']","['Costello, Mia']"
Alaska/Alaska_11052024_StateHouseD29.csv,2,"['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']","['Rauscher, George']"
Alaska/Alaska_11082022_SenateDistrictN.csv,4,"['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']","['Wilson, David S.']"
Alaska/Alaska_11052024_StateSenateR.csv,4,"['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']","['Cronk, Mike']"
Alaska/Alaska_11052024_StateSenateP.csv,3,"['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Kawasaki, Scott']","['Hajdukovich, Leslie W.']","['Kawasaki, Scott']"
Alaska/Alaska_11082022_SenateDistrictL.csv,3,"['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']","['Merrick, Kelly R.']"
Alaska/Alaska_11082022_USSenator.csv,5,"['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']","['Murkowski, Lisa']"
Alaska/Alaska_11052024_StateHouseD17.csv,2,"['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']","['Fields, William Z. ""Zack""']"
Alaska/Alaska_11052024_StateHouseD16.csv,3,"['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']","['Hall, Carolyn']"
Alaska/Alaska_11082022_SenateDistrictM.csv,3,"['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']","['Hughes, Shelley']"
Alaska/Alaska_11052024_StateSenateF.csv,4,"['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']","['Kaufman, James D.']"
Alaska/Alaska_11052024_President.csv,8,['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance'],['Trump/Vance']
