rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,numSeats,numCands
"Toomey, Timothy J., Jr.","Murphy, Brian","Reeves, Kenneth E.","Ward, Larry W.","Janik, Jonathan S.","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Moree, Gregg J.","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Murphy, Brian","Maher, David P.","Kelley, Craig A.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Edward J.","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Simmons, E. Denise","Davis, Henrietta","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Sullivan, Edward J.","Ward, Larry W.","Seidel, Sam","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Seidel, Sam","Davis, Henrietta","Murphy, Brian","Sullivan, Edward J.","Ward, Larry W.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Maher, David P.","Decker, Marjorie C.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Seidel, Sam","Murphy, Brian","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Murphy, Brian","Davis, Henrietta","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Ward, Larry W.","Davis, Henrietta","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.","Kelley, Craig A.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.",skipped,9,17
"Sullivan, Edward J.","Galluccio, Anthony D.","Moore, M. Kevin","Moree, Gregg J.","Toomey, Timothy J., Jr.","Ward, Larry W.","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Reeves, Kenneth E.","Maher, David P.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Moree, Gregg J.","Murphy, Brian","Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Podgers, Kathy","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Ward, Larry W.","Maher, David P.","Moore, M. Kevin","Murphy, Brian","Davis, Henrietta","Simmons, E. Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Ward, Larry W.","Moore, M. Kevin","Maher, David P.","Murphy, Brian","Seidel, Sam","Podgers, Kathy","Sullivan, Edward J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Davis, Henrietta","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Ward, Larry W.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Davis, Henrietta","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta","Kelley, Craig A.","Moore, M. Kevin","Podgers, Kathy","Seidel, Sam","Ward, Larry W.","Decker, Marjorie C.","Janik, Jonathan S.","Maher, David P.","Moree, Gregg J.","Murphy, Brian","Galluccio, Anthony D.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",9,17
"Kelley, Craig A.","Murphy, Brian","Decker, Marjorie C.","Seidel, Sam","Davis, Henrietta","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Moree, Gregg J.","Galluccio, Anthony D.","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Kelley, Craig A.","Seidel, Sam","Galluccio, Anthony D.","Janik, Jonathan S.","Moore, M. Kevin","Simmons, E. Denise","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Podgers, Kathy","Davis, Henrietta","Simmons, E. Denise","Moore, M. Kevin","Murphy, Brian","Reeves, Kenneth E.","Ward, Larry W.","Sullivan, Edward J.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Janik, Jonathan S.","Kelley, Craig A.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Toomey, Timothy J., Jr.","Simmons, E. Denise","Reeves, Kenneth E.","Murphy, Brian","Maher, David P.",9,17
"Decker, Marjorie C.","Murphy, Brian","Kelley, Craig A.","Seidel, Sam","Ward, Larry W.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Reeves, Kenneth E.","Davis, Henrietta","Simmons, E. Denise","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Reeves, Kenneth E.","Maher, David P.","Murphy, Brian","Janik, Jonathan S.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Seidel, Sam","Murphy, Brian","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Murphy, Brian","Maher, David P.","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Murphy, Brian","Janik, Jonathan S.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Reeves, Kenneth E.","Podgers, Kathy","Moore, M. Kevin","Kelley, Craig A.","Moree, Gregg J.","Janik, Jonathan S.","Simmons, E. Denise","Murphy, Brian","Seidel, Sam","Maher, David P.","Ward, Larry W.",9,17
"Kelley, Craig A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Murphy, Brian","Reeves, Kenneth E.","Maher, David P.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Simmons, E. Denise","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Moore, M. Kevin","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Galluccio, Anthony D.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Edward J.","Reeves, Kenneth E.","Davis, Henrietta","Maher, David P.","Simmons, E. Denise","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Reeves, Kenneth E.","Maher, David P.","Sullivan, Edward J.","Davis, Henrietta","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Sullivan, Edward J.","Ward, Larry W.","Kelley, Craig A.","Maher, David P.","Galluccio, Anthony D.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Seidel, Sam","Simmons, E. Denise","Janik, Jonathan S.","Davis, Henrietta","Reeves, Kenneth E.","Podgers, Kathy",9,17
"Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Moree, Gregg J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Murphy, Brian","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Kelley, Craig A.","Maher, David P.","Simmons, E. Denise","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Ward, Larry W.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Seidel, Sam","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Moore, M. Kevin","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Moree, Gregg J.","Moore, M. Kevin","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Kelley, Craig A.","Galluccio, Anthony D.","Sullivan, Edward J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Kelley, Craig A.","Galluccio, Anthony D.","Davis, Henrietta","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Kelley, Craig A.","Murphy, Brian","Sullivan, Edward J.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Kelley, Craig A.","Maher, David P.","Sullivan, Edward J.","Reeves, Kenneth E.","Moore, M. Kevin","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Kelley, Craig A.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Kelley, Craig A.","Janik, Jonathan S.","Maher, David P.","Seidel, Sam","Simmons, E. Denise","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Murphy, Brian","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Moree, Gregg J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Galluccio, Anthony D.","Kelley, Craig A.","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Ward, Larry W.","Sullivan, Edward J.","Reeves, Kenneth E.","Simmons, E. Denise","Maher, David P.","Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Kelley, Craig A.","Davis, Henrietta","Murphy, Brian","Toomey, Timothy J., Jr.","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Kelley, Craig A.","Moree, Gregg J.","Murphy, Brian","Seidel, Sam","Ward, Larry W.","Moore, M. Kevin","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Murphy, Brian","Ward, Larry W.","Davis, Henrietta","Toomey, Timothy J., Jr.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Ward, Larry W.","Podgers, Kathy","Seidel, Sam","Simmons, E. Denise","Murphy, Brian","Moore, M. Kevin","Maher, David P.","Moree, Gregg J.","Reeves, Kenneth E.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Janik, Jonathan S.","Decker, Marjorie C.",9,17
"Toomey, Timothy J., Jr.","Kelley, Craig A.","Maher, David P.","Simmons, E. Denise","Galluccio, Anthony D.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Simmons, E. Denise","Ward, Larry W.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Seidel, Sam","Kelley, Craig A.","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Ward, Larry W.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
